"codigo"|"descripcion"|"habil"|"rubro"|"seccion"
7819|NAZER S.R.L.|S|2|0
7820|ELIT COMPUTACION|S|2|0
7821|PARSECS|S|2|0
7822|RAO S.R.L.|S|2|0
7823|TRABEX S.A.|S|2|0
7824|RUBI|S|2|0
7825|REVESTA PINTURAS|S|2|0
7826|SELFFIX|S|2|0
7827|ARTELUM S.A.|S|2|0
7828|LIBUS SEGURIDAD|S|2|0
7829|SOPORTES ROSARIO|S|2|0
7830|HDC INTERNATIONAL SA|S|2|0
7831|METALURGICA A.F.P.|S|2|0
7832|ALARSA (HERMAGAR SA)|S|2|0
7833|HONDA PROD. DE FUERZ|S|2|0
7834|DATANDHOME|S|2|0
7835|OSTER|S|2|0
7836|NISSEN JUAN CARLOS|S|2|0
7837|FUNDICIONES LITORAL|S|2|0
7838|CAMPAGNOLA MUEBLES|S|2|0
7839|CASA BELLINI|S|2|0
7840|TEXTIL KOPRUCH|S|2|0
7841|FORMULA 100|S|2|0
7842|EQUIMEC|S|2|0
7843|SMARTLIFE|S|2|0
7844|DOSIMW ABERTURAS|S|2|0
7845|DEN DAUW MARIO|S|2|0
7846|CONEXIONES|S|2|0
7999|ART. HOGAR VARIOS|S|2|0
8000|ISOVER|S|2|0
8001|SAN MARTIN               |S|2|0
8002|ACINDAR                  |S|2|0
8003|FGH                      |S|2|0
8004|MEGAFLEX                 |S|2|0
8005|CRESATA                  |S|2|0
8006|DURAFORT|S|2|0
8007|SICA|S|2|0
8008|AWADUCT                  |S|2|0
8009|TUBOFORTE|S|2|0
8010|WEBER|S|2|0
8011|LA OVAL                  |S|2|0
8012|MEXPOL                   |S|2|0
8013|VALENTINUZ               |S|2|0
8014|SIDERAR|S|2|0
8015|HERCULES|S|2|0
8016|LEO PLEG                 |S|2|0
8017|METAL VELTRI             |S|2|0
8018|BARBIERI                 |S|2|0
8019|COMESA|S|2|0
8020|FV               |S|2|0
8021|AGUA CLARA                  |S|2|0
8022|EXTRA PLACK|S|2|0
8023|DACAVI SA|S|2|0
8024|AGROAGUA|S|2|0
8025|ATERMIC|S|2|0
8026|NEXO                     |S|2|0
8027|FERRUM                   |S|2|0
8028|SAN LORENZO              |S|2|0
8029|FUSION-FUSION            |S|2|0
8030|GABINETTO                |S|2|0
8031|IS-FRA METALURGICA         |S|2|0
8032|LANUS ALAMBRES S.A.|S|2|0
8033|HIDRO 3|S|2|0
8034|DHINOX|S|2|0
8035|VIDRIOS                  |S|2|0
8036|IPS ROSCA|S|2|0
8037|DUKE                     |S|2|0
8038|PEIRANO                  |S|2|0
8040|CERAMICA ROSARIO|S|2|0
8041|SIKA.                    |S|2|0
8042|INALKO                   |S|2|0
8043|MIZAWAK                  |S|2|0
8044|QUIRINALE                |S|2|0
8045|CONARCO.                 |S|2|0
8046|ELECTROMALLAS|S|2|0
8047|CERAMICA SCOP            |S|2|0
8048|ROWA SA                  |S|2|0
8049|AGROPOL                  |S|2|0
8050|VENTACHAP                |S|2|0
8051|VILLA NUEVA|S|2|0
8052|M.T.H.                   |S|2|0
8053|REFRACTARIOS             |S|2|0
8054|HYDRA|S|2|0
8055|IMPORSAT                    |S|2|0
8056|MADERAS                  |S|2|0
8057|LAMINADOS                |S|2|0
8058|BAYCO|S|2|0
8059|MANCINI                  |S|2|0
8060|SUPERBLOCK|S|2|0
8061|SCHNEIDER BOTIQUINES|S|2|0
8062|ETC|S|2|0
8063|PERIMETRAL NORTE|S|2|0
8085|SMAREK TEJAS|S|2|0
8088|SHAP                |S|2|0
8095|ABERTURAS ALUMINIO|S|2|0
8098|CERRO NEGRO              |S|2|0
8099|VARIOS.                  |S|2|0
8101|DANUBIO |S|2|0
8102|IPS FUSION|S|2|0
8103|CERAMICA SALTEÑA SA |S|2|0
8104|SINTEPLAST CONSTRUCCION|N|2|0
8105|DERPLA|S|2|0
8106|DUNE|S|2|0
8107|LEO PLEG|S|2|0
8108|DURLOCK|S|2|0
8109|DI TOMASO VANITORYS|S|2|0
8110|STONE|S|2|0
8111|CERAMICA GARUHAPE|S|2|0
8112|HIDROMET|S|2|0
8113|ISOLANT|S|2|0
8114|QUEIJA|S|2|0
8145|CERAMICA FIGHIERA|S|2|0
8146|MISIONES DECO SOLUTI|S|2|0
8147|ANCAR|S|2|0
8148|DECA PIAZZA|S|2|0
8149|ACA MUEBLES|S|2|0
8150|PASEMI|S|2|0
8151|KORBSA|S|2|0
8152|HORMIGON LAR|S|2|0
8153|HE-DU|S|2|0
8154|INARCOM|S|2|0
8155|COLVINIL|S|2|0
8156|METAL-CE|S|2|0
8157|RESOL|S|2|0
8158|SUMDAF PRECINTOS|S|2|0
8159|SUPERTECH SA|S|2|0
8160|PROTEC ASOCIADOS SRL|S|2|0
8161|LABORATORIOS ALVEAR SA|S|2|0
8162|MHARKA|S|2|0
8163|LGS REPRESENTACIONES SRL|S|2|0
8164|ILVA CERAMICA|S|2|0
8165|ESE TRES|S|2|0
8166|ARTEFERRO|S|2|0
8167|PORCELUZ|S|2|0
8168|FANGO BACHAS|S|2|0
8169|CORBLOCK|S|2|0
8170|MATERIALIZAR|S|2|0
8171|ROSARIO INSUMOS|S|2|0
8172|COPLA MAXIMILIANO|S|2|0
8173|NORTHLAND|S|2|0
8180|CORRALON|S|2|0
8315|CERAMICOL                |S|2|0
8316|METALGAS|S|2|0
8317|SHAWER|S|2|0
8318|ACCECO ACCESORIOS|S|2|0
8319|ROTOPLAST|S|2|0
8320|ANTEPECHOS RAM|S|2|0
8321|CORMELA S.A.|S|2|0
8322|MOLDUMET|S|2|0
8323|ESTALGRIF|S|2|0
8324|FIRECOR SRL|S|2|0
8325|NATALI PLASTICOS|S|2|0
8326|PREMOL. DON CARLOS|S|2|0
8327|VITROBLOCK|S|2|0
8328|GRIFERIA LATINA|S|2|0
8329|ORMIFLEX|S|2|0
8330|GRIFO'S|S|2|0
8331|DAMIA HNOS. S.A.|S|2|0
8332|ETERNIT|S|2|0
8333|SORRENTO|S|2|0
8334|PREMOLDEADOS RS|S|2|0
8335|ANDEZ GRIFERIA|S|2|0
8336|ALUMAIR|S|2|0
8337|COINSA S.A.|S|2|0
8338|AGUIRRE OSCAS HUGO|S|2|0
8339|ITAR MUEBLES|S|2|0
8340|LLANOS A.INOX|S|2|0
8341|REDEFIBRA|S|2|0
8342|CHIAPERO S.R.L.|S|2|0
8343|TIGRE ARGENTINA S.A.|S|2|0
8344|REVESTUBO|S|2|0
8345|CAMPI AMOBLAMIENTOS|S|2|0
8346|DOVRO|S|2|0
8347|CERAMICA CAÑUELAS|S|2|0
8348|PREMOLDEADOS|S|2|0
8349|MADERERA STURTZ|S|2|0
8350|WOODSTONE S.A.|S|2|0
8352|PORCELAMIKA|S|2|0
8353|BIZANTINA|S|2|0
8354|N.G. METALURGICA|S|2|0
8355|JC AMOBLAMIENTOS|S|2|0
8356|CULZONI|S|2|0
8357|SIGAS|S|2|0
8358|ORSILI S.R.L.|S|2|0
8359|POLISINTETIC|S|2|0
8360|PLAST & CO. S.R.L.|S|2|0
8361|TECNOALUM|S|2|0
8362|PIEDRAS COLON|S|2|0
8363|ECOSTONE|S|2|0
8364|MOSAICOS LANIK|S|2|0
8365|INDUSTRIAS EL ALTO|S|2|0
8366|KLAUKOL S.A.|S|2|0
8367|RICKI CARPENTERS SRL|S|2|0
8368|CERAMICA ARROYO SECO |S|2|0
8369|PLASTICOS SAAVEDRA|S|2|0
8370|POLIGLASS|S|2|0
8371|FERRARI AMOBLAMIENTO|S|2|0
8372|JOHNSON ACERO S.A.|S|2|0
8373|LDO ABERTURAS|S|2|0
8374|LATER-CER|S|2|0
8375|PROTEUS PLEGADIZAS|S|2|0
8376|CEBRE S.R.L.|S|2|0
8377|STIBEN JULIAN|S|2|0
8378|ACUARELA|S|2|0
8379|CLOVERSUD S.A.|S|2|0
8380|PAMESA|S|2|0
8381|LELL LEONEL|S|2|0
8382|MOSAICOS LANIK|S|2|0
8383|GORENA AGUA|S|2|0
8384|COMERCIAL ORO|S|2|0
8385|ROCA SANITARIOS|S|2|0
8386|VTF BACHAS VIDRIO|S|2|0
8387|MARTINO ESPEJOS|S|2|0
8388|VIYILANT S.R.L.|S|2|0
8389|MARAZZI|S|2|0
8390|MAJA CERAMICOS|S|2|0
8391|TERRABRICK|S|2|0
8392|SAN GIOVANNI|S|2|0
8393|AISLAMAX|S|2|0
8394|TRUPER|S|2|0
14001|A.C.A.|S|3|0
14002|PURINA|S|3|0
14003|ALIMENTAL|S|3|0
14004|MARCELO HOFFMANN|S|3|0
14005|MOLINOS CHACABUCO|S|3|0
14006|CASA VERNAZZA|S|3|0
14007|GLEBA S.A|S|3|0
14008|F.A.V.|S|3|0
14009|AGOVET|S|3|0
14010|AGREED|S|3|0
14011|AGRO INSUMOS|S|3|0
14012|AGROFARMA|S|3|0
14013|AGROMEL|S|3|0
14014|PRIMOR|S|3|0
14015|AGROLAC|S|3|0
14016|CARABANAS BULLFLEX S|S|3|0
14017|BONAQUA|S|3|0
14018|ARGOS|S|3|0
14019|BIOGENESIS BAGO|S|3|0
14020|BAYER|S|3|0
14021|STRONG|S|3|0
14022|VILLANUEVA|S|3|0
14023|BAILO|S|3|0
14024|HOLLY|S|3|0
14025|HUAGRO|S|3|0
14026|INTERVET|S|3|0
14027|KONG|S|3|0
14028|MERIAL|S|3|0
14029|NORT|S|3|0
14030|NOVARTIS|S|3|0
14031|OVER|S|3|0
14032|PFIZER|S|3|0
14033|PHARMAVET|S|3|0
14034|SINGENTA|S|3|0
14035|SYNTEX|S|3|0
14036|FAEVE|S|3|0
14037|FACYT|S|3|0
14038|FATRO|S|3|0
14039|FORT DODGE|S|3|0
14040|PAMPERO|S|3|0
14041|PROAGRO|S|3|0
14042|RIO JANEIRO|S|3|0
14043|ROSENBUSCH|S|3|0
14044|SCOLARI |S|3|0
14045|SANIDAD GANADERA|S|3|0
14046|ZOOVET|S|3|0
14047|BIOCHEMIQ|S|3|0
14048|APROAGRO|S|3|0
14049|BIMEDA|S|3|0
14050|CENTRO DIAGNO VETERI|S|3|0
14051|CHINFIELD|S|3|0
14052|TESTONE|S|3|0
14053|BIOTAY|S|3|0
14054|BASF|S|3|0
14055|SCHERING-PLOUGH|S|3|0
14056|TIMAC AGRO|S|3|0
14057|ROLIN|S|3|0
14058|MANDINGA|S|3|0
14059|PEON|S|3|0
14060|TIMAC AGRO|S|3|0
14061|NUTRILAR|S|3|0
14062|SAN MIGUEL|S|3|0
14099|FRACAS & GUGLIELMELLI|S|2|0
99999|SIN MARCA|S|2|0
999992|QUICO|S|1|0
999993|CLUB DE OBSEQUIOS|S|1|0
999994|DM4 SA|S|1|0
999995|COTTON CLUB|S|1|0
