"barras"|"precio"|"operador"|"fecha_inicio"|"fecha_fin"|"observaciones"|"fecha"|"hora"|"vigente"|"clase"
"7798084058453"|7480.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:31:23|N|1
"7798084058446"|7480.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:33:25|N|1
"7798084058439"|7480.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:33:48|N|1
"7798084051096"|5280.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:34:12|N|1
"7798084053137"|3160.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:34:38|N|1
"7798084053120"|4720.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:35:04|N|1
"7798084058170"|6320.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:35:30|N|1
"7798084052505"|3120.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:35:53|N|1
"7798084053519"|2080.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:36:23|N|1
"7798084052604"|1840.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:36:49|N|1
"7798084051447"|2000.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:37:24|N|1
"7798084051904"|1040.00|FLAVIOP|2024-07-18|2024-07-31| |2024-07-16|11:37:59|N|1
"7790670000037"|5500.00|ROMANG|2024-07-17|2024-08-02| |2024-07-16|12:24:34|N|1
"7790670001577"|998.00|ROMANG|2024-07-17|2024-08-02| |2024-07-16|12:32:46|N|1
"7790670045335"|7800.00|ROMANG|2024-07-17|2024-08-09| |2024-07-16|12:34:18|N|1
"7793040000361"|450.00|ROMANG|2024-07-17|2024-08-02| |2024-07-16|12:36:10|N|1
"7790360966193"|500.00|ROMANG|2024-07-17|2024-07-26| |2024-07-16|12:39:26|N|1
"7790360967763"|1100.00|ROMANG|2024-07-17|2024-08-16| |2024-07-16|12:40:31|N|1
"7795711001363"|825.00|ROMANG|2024-07-17|2024-08-08| |2024-07-16|12:47:47|N|1
"7795711001356"|825.00|ROMANG|2024-07-17|2024-08-08| |2024-07-16|12:47:57|N|1
"7795711001349"|825.00|ROMANG|2024-07-17|2024-08-08| |2024-07-16|12:48:08|N|1
"7795711001370"|980.00|ROMANG|2024-07-17|2024-08-08| |2024-07-16|12:48:17|N|1
"7795711001387"|980.00|ROMANG|2024-07-17|2024-08-08| |2024-07-16|12:48:30|N|1
"7791337007895"|1200.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:01:29|N|1
"7791337007888"|1200.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:01:39|N|1
"7791337603707"|1200.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:01:48|N|1
"7791337603110"|500.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:02:02|N|1
"7791337003569"|500.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:02:10|N|1
"7791337603516"|500.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:02:21|N|1
"7791337603523"|500.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:03:25|N|1
"7791337603615"|850.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:03:35|N|1
"7791337603622"|850.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:03:45|N|1
"7791337606111"|850.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:03:55|N|1
"7791337606128"|850.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:04:05|N|1
"7791337006096"|1200.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:04:15|N|1
"7791337603806"|1200.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:04:25|N|1
"7791337603219"|500.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:04:35|N|1
"7791337603226"|500.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:04:44|N|1
"7791337603240"|500.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:04:53|N|1
"7791337008052"|1800.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:05:02|N|1
"7791337008069"|1800.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:05:12|N|1
"7791337603417"|1600.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:05:21|N|1
"7791337603424"|1600.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:05:31|N|1
"7791337603448"|1600.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:05:40|N|1
"7791337004825"|1600.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:05:49|N|1
"7791337603318"|1600.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:05:57|N|1
"7791337603325"|1600.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:06:05|N|1
"7791337005457"|1800.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:06:14|N|1
"7791337005464"|1800.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:06:23|N|1
"7791337061453"|1300.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:06:32|N|1
"7791337061446"|1300.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:06:42|N|1
"7791337008502"|700.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:06:51|N|1
"7791337008519"|700.00|ROMANG|2024-07-17|2024-08-05| |2024-07-16|14:07:01|N|1
"7316576689567"|920.00|ROMANG|2024-07-18|2024-07-31| |2024-07-17|09:42:00|N|1
"7891114088175"|920.00|ROMANG|2024-07-18|2024-07-31| |2024-07-17|09:42:09|N|1
"7891114088182"|920.00|ROMANG|2024-07-18|2024-07-31| |2024-07-17|09:42:16|N|1
"0000077967640"|990.00|ROMANG|2024-07-18|2024-08-05| |2024-07-17|13:59:50|N|1
"0000077967657"|990.00|ROMANG|2024-07-18|2024-08-05| |2024-07-17|14:00:02|N|1
"0000077967633"|990.00|ROMANG|2024-07-18|2024-08-05| |2024-07-17|14:00:11|N|1
"7791337553040"|990.00|ROMANG|2024-07-18|2024-08-05| |2024-07-17|14:00:19|N|1
"7791337053175"|990.00|ROMANG|2024-07-18|2024-08-05| |2024-07-17|14:00:28|N|1
"0000077974709"|990.00|ROMANG|2024-07-18|2024-08-05| |2024-07-17|14:00:37|N|1
"7790742348302"|1200.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|08:31:08|N|1
"7790742348203"|1200.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|08:31:25|N|1
"7790742348005"|1200.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|08:31:34|N|1
"7798060852396"|1750.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|08:31:46|N|1
"7798060852402"|1750.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|08:32:21|N|1
"7793040065117"|1050.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|08:32:31|N|1
"7792200000319"|544.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|08:32:43|N|1
"7794270000152"|1599.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|08:34:31|N|1
"7790263119719"|1100.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|08:34:43|N|1
"7790263119726"|1100.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|08:35:00|N|1
"7790263119733"|1100.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|08:35:08|N|1
"7793784000023"|2700.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:30:56|N|1
"7790411000784"|840.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:31:07|N|1
"7794000008915"|1369.60|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:31:20|N|1
"7790070431523"|1648.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:31:35|N|1
"7790070431530"|1648.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:31:45|N|1
"7794870000293"|1499.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:32:06|N|1
"7790036567440"|770.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:32:40|N|1
"7790580133924"|1250.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:46:52|N|1
"7790580134839"|1250.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:47:06|N|1
"7790580134785"|1250.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:47:13|N|1
"7790580134792"|1250.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:47:20|N|1
"7790580133917"|1250.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|12:47:25|N|1
"7792260000052"|1050.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:06:12|N|1
"7792260000038"|1050.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:06:42|N|1
"7792260000021"|1050.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:06:54|N|1
"7792260000045"|1050.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:07:02|N|1
"7792260231043"|1050.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:07:10|N|1
"7790895008498"|1432.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:07:26|N|1
"7790895640483"|1432.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:07:40|N|1
"7790895641237"|1432.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:07:49|N|1
"7790895640476"|1432.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:07:57|N|1
"7790895640490"|1432.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:08:14|N|1
"7790895000430"|1832.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:08:27|N|1
"7790895067556"|1832.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:08:46|N|1
"7798037260247"|759.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:10:26|N|1
"7798130889765"|1798.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:10:36|N|1
"7798130880632"|1490.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:10:45|N|1
"7790990999851"|1899.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:10:55|N|1
"7790990999868"|1899.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:11:05|N|1
"7790990999875"|1899.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:12:15|N|1
"7790990999844"|1899.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:12:27|N|1
"7500435203333"|6889.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:12:37|N|1
"7500435203210"|6889.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:12:47|N|1
"7790990000786"|639.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:14:59|N|1
"7790990000847"|639.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:15:17|N|1
"7790990000830"|639.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:15:24|N|1
"7790990000823"|639.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:15:31|N|1
"7790990000809"|639.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:15:37|N|1
"7790990000816"|639.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:15:45|N|1
"7790990000793"|639.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:15:50|N|1
"7790990000854"|639.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:15:55|N|1
"7793253004316"|1980.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:17:47|N|1
"7793253004262"|1980.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:18:02|N|1
"7793253004255"|1980.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:18:07|N|1
"7793253004293"|1980.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:18:11|N|1
"7793253004323"|1980.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:18:17|N|1
"7793253004231"|1980.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:18:21|N|1
"7793253004309"|1980.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:18:24|N|1
"7793253004248"|1980.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:18:31|N|1
"7793253004279"|1980.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:18:34|N|1
"7793015102700"|5990.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:19:13|N|1
"7798125100349"|1032.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:19:47|N|1
"7798134783137"|3500.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:19:56|N|1
"7798171732051"|998.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:20:05|N|1
"7798171730026"|998.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:20:17|N|1
"7798171732860"|998.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:20:26|N|1
"7798171730019"|998.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:20:34|N|1
"7798171732167"|998.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:20:42|N|1
"7798171730392"|998.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:20:50|N|1
"7798171730477"|998.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:21:04|N|1
"7798171732365"|998.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:21:12|N|1
"7790326012032"|1698.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:21:20|N|1
"7791708001361"|990.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:21:29|N|1
"7791708611270"|990.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:21:40|N|1
"7791708002023"|990.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:21:49|N|1
"7790070321626"|1900.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:21:57|N|1
"7790070321794"|1900.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:22:06|N|1
"7790070321800"|1900.00|ROMANG|2024-07-19|2024-07-25| |2024-07-18|13:22:25|N|1
"0000000102947"|6795.00|ROMANG|2024-07-19|2024-08-05| |2024-07-18|13:32:50|N|1
"6000001073274"|5498.00|ROMANG|2024-07-19|2024-07-22| |2024-07-18|13:38:47|N|1
"7797443000119"|680.00|ROMANG|2024-07-19|2024-07-22| |2024-07-18|13:39:42|N|1
"7790895005794"|2552.00|ROMANG|2024-07-19|2024-07-22| |2024-07-18|13:40:17|N|1
"7790895068096"|2552.00|ROMANG|2024-07-19|2024-07-22| |2024-07-18|13:40:27|N|1
"7792798013975"|1490.00|ROMANG|2024-07-19|2024-07-22| |2024-07-18|13:40:44|N|1
"7792798013982"|5960.00|ROMANG|2024-07-19|2024-07-22| |2024-07-18|13:40:57|N|1
"0000000100207"|8500.00|ROMANG|2024-07-19|2024-07-22| |2024-07-18|13:41:51|N|1
"6000001087202"|3500.00|ROMANG|2024-07-19|2024-07-22| |2024-07-18|13:41:59|N|1
"7798610600238"|5600.00|ROMANG|2024-07-20|2024-08-13| |2024-07-19|07:42:37|N|1
"7798105127335"|3200.00|ROMANG|2024-07-20|2024-08-13| |2024-07-19|07:42:52|N|1
"7798105125331"|3500.00|ROMANG|2024-07-20|2024-08-13| |2024-07-19|07:43:02|N|1
"7793913000139"|910.00|ROMANG|2024-07-20|2024-08-02| |2024-07-19|08:24:56|N|1
"7795711004258"|1400.00|ROMANG|2024-07-20|2024-07-25| |2024-07-19|08:27:05|N|1
"7795711003541"|1400.00|ROMANG|2024-07-20|2024-07-25| |2024-07-19|08:27:19|N|1
"7790070622037"|990.00|ROMANG|2024-07-20|2024-07-23| |2024-07-19|08:30:15|N|1
"7790070622006"|990.00|ROMANG|2024-07-20|2024-08-02| |2024-07-19|08:31:26|N|1
"7791337005969"|1990.00|ROMANG|2024-07-23|2024-07-29| |2024-07-22|11:49:16|N|1
"7790580112400"|2600.00|ADRIANR|2024-07-24|2024-09-27| |2024-07-23|11:01:34|S|1
"0000000345986"|39600.00|DARIOE|2024-07-24|2024-08-15| |2024-07-23|11:07:20|N|1
"7798113350152"|1650.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:08:22|N|1
"7790696055189"|1650.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:08:33|N|1
"7790077001293"|659.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:08:58|N|1
"7797599231207"|1498.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:09:09|N|1
"0656750790519"|990.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:09:25|N|1
"0656750790533"|990.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:09:30|N|1
"0656750790526"|990.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:09:33|N|1
"7798338291049"|1592.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:09:42|N|1
"7791337060944"|2650.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:10:00|N|1
"7791337003347"|2650.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:10:09|N|1
"7791337012097"|2650.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:10:17|N|1
"6110001407396"|840.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:10:28|N|1
"7893026818277"|840.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:10:39|N|1
"7787954869033"|840.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:10:42|N|1
"7798060852600"|1600.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:10:52|N|1
"7792200000777"|510.00|ADRIANR|2024-07-26|2024-08-20| |2024-07-24|09:11:01|N|1
"7798132920879"|890.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:11:10|N|1
"7791880000428"|2990.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:11:20|N|1
"7622201504090"|1080.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:11:29|N|1
"7790895008498"|1432.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:14:43|N|1
"7790895640483"|1432.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:14:53|N|1
"7790895641237"|1432.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:14:59|N|1
"7790895640476"|1432.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:15:45|N|1
"7790895640490"|1432.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:15:58|N|1
"7790895000430"|2040.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:16:16|N|1
"7790895067556"|2040.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:16:25|N|1
"7790156000094"|1387.50|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:16:35|N|1
"7790156000193"|1387.50|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:16:45|N|1
"7790156000216"|1387.50|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:16:52|N|1
"7790156000056"|1387.50|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:17:00|N|1
"7790156000070"|1387.50|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:17:07|N|1
"7793100111891"|1298.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:19:11|N|1
"7791293050799"|1680.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:19:37|N|1
"7791293050805"|1680.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:19:40|N|1
"7791293050812"|1680.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:19:41|N|1
"7791293050829"|1680.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:19:43|N|1
"7791293050836"|1680.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:19:54|N|1
"7791293025537"|2068.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:40:04|N|1
"7791293022581"|2068.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:40:19|N|1
"7791293023175"|2068.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:40:23|N|1
"7791293022505"|2068.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:40:25|N|1
"7791293022635"|2068.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:40:27|N|1
"7791293022536"|2068.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:40:28|N|1
"7791293022567"|2068.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:40:29|N|1
"7791290795792"|1960.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:41:03|N|1
"7791290795785"|1960.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:41:15|N|1
"7791290795778"|1960.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|09:41:20|N|1
"7791290795846"|1942.50|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:01:11|N|1
"7791290795815"|1880.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:01:22|N|1
"7791290795495"|4760.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:01:29|N|1
"7790520991829"|3395.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:01:35|N|1
"7798271870233"|3000.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:01:44|N|1
"0763571762714"|1824.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:01:52|N|1
"0000000102617"|1100.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:02:00|N|1
"0000000102835"|3424.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:02:08|N|1
"7791708001408"|990.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:02:20|N|1
"7791708001392"|990.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:02:23|N|1
"7798031470796"|2150.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:02:34|N|1
"7798031470833"|2150.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:02:42|N|1
"7798031470819"|2150.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:02:57|N|1
"7798031470826"|2150.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:03:06|N|1
"7798031470802"|2150.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-24|10:03:12|N|1
"7793913000757"|1350.00|ROMANG|2024-07-25|2024-07-29| |2024-07-24|17:03:14|N|1
"7791708611454"|1390.00|ROMANG|2024-07-26|2024-07-29| |2024-07-25|10:52:56|N|1
"7791708611379"|1990.00|ROMANG|2024-07-26|2024-07-29| |2024-07-25|10:53:05|N|1
"7791708001484"|1540.00|ROMANG|2024-07-26|2024-07-29| |2024-07-25|10:53:14|N|1
"7791708001422"|2598.00|ROMANG|2024-07-26|2024-07-29| |2024-07-25|10:53:22|N|1
"7791708001477"|2598.00|ROMANG|2024-07-26|2024-07-29| |2024-07-25|10:53:36|N|1
"7798160700115"|1998.00|ROMANG|2024-07-26|2024-08-16| |2024-07-25|10:55:46|N|1
"6000001052798"|5900.00|ROMANG|2024-07-26|2024-07-29| |2024-07-25|11:02:10|N|1
"6000001040368"|6500.00|ROMANG|2024-07-26|2024-07-29| |2024-07-25|11:02:20|N|1
"6000001039232"|6500.00|ROMANG|2024-07-26|2024-07-29| |2024-07-25|11:02:28|N|1
"6000001073274"|5498.00|ROMANG|2024-07-26|2024-07-29| |2024-07-25|11:02:37|N|1
"0000000102636"|13200.00|ROMANG|2024-07-26|2024-07-29| |2024-07-25|11:02:49|N|1
"7798108830751"|2998.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:05:22|N|1
"7798108830201"|2998.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:05:43|N|1
"7798108830232"|2998.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:05:55|N|1
"7798108830218"|2998.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:06:05|N|1
"7798108833509"|2998.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:06:13|N|1
"7792798013357"|1450.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:06:22|N|1
"7792798013531"|5800.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:06:38|N|1
"0000000203906"|750.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:06:47|N|1
"0000000248855"|950.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:06:57|N|1
"0000000218348"|5490.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:07:06|N|1
"0000000218349"|5490.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:07:16|N|1
"0000000236969"|5490.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:07:24|N|1
"0000000213392"|7980.00|ROMANG|2024-07-26|2024-07-27| |2024-07-25|11:07:33|N|1
"7794600459971"|2840.00|ADRIANR|2024-07-26|2024-08-01| |2024-07-25|15:16:57|N|1
"7795933207048"|1100.00|ADRIANR|2024-07-26|2024-08-08| |2024-07-25|15:19:08|N|1
"7790045825807"|990.00|ADRIANR|2024-07-26|2024-08-10| |2024-07-25|15:19:52|N|1
"7790045826149"|499.00|ADRIANR|2024-07-26|2024-08-17| |2024-07-25|15:19:56|N|1
"7790045826163"|499.00|ADRIANR|2024-07-26|2024-08-10| |2024-07-25|15:20:00|N|1
"7622300835620"|990.00|ADRIANR|2024-07-26|2024-08-12| |2024-07-25|15:23:27|N|1
"7795933209028"|1100.00|ADRIANR|2024-07-26|2024-08-20| |2024-07-25|15:24:17|N|1
"7622300324124"|2550.00|ADRIANR|2024-07-26|2024-08-24| |2024-07-25|15:24:35|N|1
"7798001560335"|250.00|ROMANG|2024-07-27|2024-08-05| |2024-07-26|16:49:41|N|1
"7793522000124"|990.00|ADRIANR|2024-07-30|2024-08-23| |2024-07-29|15:49:11|N|1
"7790070321718"|1250.00|ADRIANR|2024-07-31|2024-08-23| |2024-07-30|08:02:07|N|1
"6000001052798"|5900.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:34:56|N|1
"6000001040368"|6500.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:35:13|N|1
"6000001039232"|6500.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:35:26|N|1
"6000001073274"|5498.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:36:22|N|1
"6000001070822"|7360.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:36:37|N|1
"0000000250014"|1720.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:36:46|N|1
"7798065734512"|2092.50|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:37:05|N|1
"7798065731924"|880.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:38:33|N|1
"7798065733744"|880.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:38:44|N|1
"7798065733706"|880.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:39:02|N|1
"7798065730361"|880.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:39:05|N|1
"7798065730323"|880.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:39:09|N|1
"7798065730347"|880.00|ADRIANR|2024-08-02|2024-08-03| |2024-07-30|09:39:56|N|1
