"codigo"|"descripcion"|"departamento"|"seccion"|"rubro"|"habil"
41|VERIFICAR GRUPO 41|13|7|2|S
41|SIN GRUPO - 41|41|7|2|S
42|GRUPO42|3|8|2|S
42|ACCESORIOS P/TERMOFUSION|4|8|2|S
42|GRUPO 42|6|5|1|S
42|MARTILLOS|7|7|2|S
42|VERIFICAR GRUPO 42|11|7|2|S
42|DESODORANTE INOD.|12|3|1|S
42|VERIFICAR GRUPO 42|12|8|2|S
42|VERIFICAR GRUPO 42|25|8|2|S
43|VERIFICAR GRUPO 43|2|3|1|S
43|VERIFICAR GRUPO 43|2|8|2|S
43|GRUPO 43|6|5|1|S
43|DESTORNILLADORES|7|7|2|S
43|GRUPO 43|8|5|1|S
43|LAVAVAJILLAS|12|3|1|S
43|VERIFICAR GRUPO 43|13|7|2|S
43|AGROPOLES|14|8|2|S
43|VERIFICAR GRUPO 43|28|7|2|S
43|SIN GRUPO - 43|41|7|2|S
44|DISCOS DE EMPANADAS|2|3|1|S
44|VERIFICAR GRUPO 44|11|7|2|S
44|CANALETAS Y ACC.DE CHAPA|13|8|2|S
44|CANDADOS|20|7|2|S
45|DULCE EN BARRA|2|3|1|S
45|CANALETA Y ACC.P.V.C.|2|8|2|S
45|VERIFICAR GRUPO 45|3|3|1|S
45|GRUPO 45|6|5|1|S
45|LIMAS-ESCOFINAS|7|7|2|S
45|GRUPO 45|8|5|1|S
45|VERIFICAR GRUPO 45|13|8|2|S
45|VERIFICAR GRUPO 45|15|10|1|S
45|GRUPO 45|18|5|1|S
45|VERIFICAR GRUPO 45|26|3|1|S
46|DURAZNO NATURAL|2|3|1|S
46|GRUPO 46|6|5|1|S
46|GRUPO 46|10|6|1|S
47|DULCE DE LECHE|2|3|1|S
47|VERIFICAR GRUPO 47|6|7|2|S
47|TEJA VITRIFICADA|6|8|2|S
47|CUCHILLOS/CORTAP/TRI|7|7|2|S
47|VERIFICAR GRUPO 47|8|8|2|S
47|VERIFICAR GRUPO 47|11|3|1|S
47|VERIFICAR GRUPO 47|11|7|2|S
47|VERIFICAR GRUPO 47|16|8|2|S
47|VERIFICAR GRUPO 47|21|8|2|S
48|CONDIMENTO|2|3|1|S
48|GRUPO 48|7|5|1|S
48|VERIFICAR GRUPO 48|14|8|2|S
48|VARILLA P/ALAMBRADO|22|8|2|S
49|TEJIDOS ROMBOIDALES|1|8|2|S
49|REFRIGERADOS CD|2|3|1|S
49|VERIFICAR GRUPO 49|3|3|1|S
49|VERIFICAR GRUPO 49|5|10|1|S
49|BOLILLEROS|10|7|2|S
49|VERIFICAR GRUPO 49|11|3|1|S
49|VERIFICAR GRUPO 49|11|7|2|S
49|VERIFICAR GRUPO 49|14|8|2|S
49|VERIFICAR GRUPO 49|16|8|2|S
49|SIN GRUPO|19|3|1|S
49|VERIFICAR GRUPO 49|19|10|1|S
49|VERIFICAR GRUPO 49|20|3|1|S
49|VERIFICAR GRUPO 49|26|3|1|S
50|ENDULZANTE|2|3|1|S
50|GRUPO50|10|6|1|S
51|TEJIDOS ARTISTICOS|1|8|2|S
51|ESCARBADIENTES|2|3|1|S
51|VERIFICAR GRUPO 51|2|8|2|S
51|FILTROS|9|7|2|S
51|VERIFICAR GRUPO 51|11|7|2|S
51|VERIFICAR GRUPO 51|12|3|1|S
51|VERIFICAR GRUPO 51|14|8|2|S
51|VERIFICAR GRUPO 51|18|7|2|S
52|GRUPO52|3|8|2|S
52|ESPIGAS|4|8|2|S
52|ESCOBA|12|3|1|S
53|VERIFICAR GRUPO 53|3|3|1|S
53|PINTURAS EN AEROSOL|6|7|2|S
53|REFRACTARIOS|6|8|2|S
53|VERIFICAR GRUPO 53|7|7|2|S
53|ESCOBILLON|12|3|1|S
53|SIN GRUPO - 53|41|7|2|S
54|VERIFICAR GRUPO 54|1|8|2|S
54|ESPARRAGOS|2|3|1|S
54|GRUPO54|4|7|2|S
54|GAS.|7|8|2|S
55|CLAVOS.|1|8|2|S
55|GRUPO55|10|6|1|S
55|BULONES|10|7|2|S
55|VERIFICAR GRUPO 55|11|7|2|S
55|ESPIRALES|12|3|1|S
55|VERIFICAR GRUPO 55|19|8|2|S
56|GRUPO 56|6|5|1|S
56|VERIFICAR GRUPO 56|9|3|1|S
56|PRISIONEROS|10|7|2|S
56|ESPONJAS|12|3|1|S
57|GRUPO 57|6|5|1|S
57|ESPUMA AFEITAR|9|3|1|S
57|GRUPO 57|10|6|1|S
57|TIRAFONDO CAB.EXAGONAL|10|7|2|S
58|EXTRACTOS|2|3|1|S
58|TORNILLO CAB.TANQUE|10|7|2|S
59|SALCHICHAS|2|3|1|S
59|ARANDELAS PLANAS/GRO|10|7|2|S
60|FIBRITAS|2|3|1|S
60|GRUPO 60|6|5|1|S
60|VARILLAS ROSCADAS|10|7|2|S
60|VERIFICAR GRUPO 60|13|7|2|S
60|PUERTA PLACA Y PLEGADIZA|17|8|2|S
60|VERIFICAR GRUPO 60|24|8|2|S
61|FIDEOS|2|3|1|S
61|GRUPO 61|6|5|1|S
62|FIJADOR|9|3|1|S
63|FILET DE ANCHOAS|2|3|1|S
63|GRUPO 63|6|5|1|S
63|PINTURAS LATEX/ACCES|6|7|2|S
63|VERIFICAR GRUPO 63|7|8|2|S
63|GRIFERIA.|24|8|2|S
63|VERIFICAR GRUPO 63|25|8|2|S
63|SIN GRUPO - 63|41|7|2|S
63|GRIFERIAS|44|8|2|S
64|FLAN|2|3|1|S
64|GRUPO 64|6|5|1|S
64|PINTURAS SINTET/ACCE|6|7|2|S
64|GRUPO 64|10|6|1|S
64|VERIFICAR GRUPO 64|11|3|1|S
64|VANITORY.|24|8|2|S
64|VERIFICAR GRUPO 64|25|8|2|S
64|VERIFICAR GRUPO 64|26|8|2|S
65|VERIFICAR GRUPO 65|3|3|1|S
65|ANTIOXIDOS-CONVERTIDORES|6|7|2|S
65|GRUPO 65|10|6|1|S
65|FLUIDO|12|3|1|S
65|VERIFICAR GRUPO 65|16|8|2|S
65|ARTS. DE LOZA|24|8|2|S
65|VERIFICAR GRUPO 65|25|8|2|S
66|VERIFICAR GRUPO 66|2|3|1|S
66|GRUPO 66|6|5|1|S
66|BARNICES Y ACCESORIO|6|7|2|S
66|GRUPO 66|10|6|1|S
66|PASTINA|10|8|2|S
66|FOSFOROS|12|3|1|S
66|VERIFICAR GRUPO 66|25|8|2|S
67|GRUPO 67|6|5|1|S
67|ENDUIDOS|6|7|2|S
67|GRUPO 67|7|5|1|S
67|GRUPO 67|8|5|1|S
67|FRANELA|12|3|1|S
67|GRUPO 67|18|5|1|S
67|VERIFICAR GRUPO 67|23|8|2|S
67|PISOS.|25|8|2|S
68|VERIFICAR GRUPO 68|2|8|2|S
68|GRUPO 68|6|5|1|S
68|VERIFICAR GRUPO 68|7|8|2|S
68|FRESA FIZZ|17|3|1|S
68|VERIFICAR GRUPO 68|24|8|2|S
68|REVESTIMIENTOS.|25|8|2|S
69|FRUTILLAS ALMIBAR|2|3|1|S
69|GRUPO 69|6|5|1|S
69|MECHAS MADERA/BARREN|7|7|2|S
69|GRUPO 69|8|5|1|S
69|GRUPO 69|18|5|1|S
69|VERIFICAR GRUPO 69|18|7|2|S
69|ASIENTOS P/INODOROS.|24|8|2|S
70|GALLETAS|2|3|1|S
70|VERIFICAR GRUPO 70|4|7|2|S
70|GRUPO 70|6|5|1|S
70|VERIFICAR GRUPO 70|10|7|2|S
70|BALDES/FUENTONES GAL|19|7|2|S
70|BOTIQUINES-ESPEJOS|24|8|2|S
71|GALLETITAS|2|3|1|S
71|GRUPO 71|6|5|1|S
71|GRUPO 71|7|5|1|S
71|GRUPO 71|8|5|1|S
71|VERIFICAR GRUPO 71|9|3|1|S
71|VERIFICAR GRUPO 71|14|3|1|S
71|VERIFICAR GRUPO 71|16|3|1|S
71|VERIFICAR GRUPO 71|17|3|1|S
71|MOLDURAS|21|8|2|S
71|VERIFICAR GRUPO 71|24|8|2|S
71|VERIFICAR GRUPO 71|25|8|2|S
72|VERIFICAR GRUPO 72|2|3|1|S
72|GRUPO 72|6|5|1|S
72|GRUPO 72|7|5|1|S
72|VERIFICAR GRUPO 72|7|7|2|S
72|GARAPIÑADAS|16|3|1|S
72|PALAS/HORQUI/GUADANA|19|7|2|S
73|CARNE VACUNA|2|3|1|S
73|VERIFICAR GRUPO 73|4|7|2|S
73|GRUPO 73|4|10|1|S
73|VERIFICAR GRUPO 73|5|10|1|S
73|GRUPO 73|6|5|1|S
73|VERIFICAR GRUPO 73|7|7|2|S
73|GRUPO 73|8|5|1|S
73|ELECTRODOS/ESTA./ACC|10|7|2|S
73|VERIFICAR GRUPO 73|11|7|2|S
73|VERIFICAR GRUPO 73|15|10|1|S
73|VERIFICAR GRUPO 73|18|7|2|S
74|VERIFICAR GRUPO 74|2|3|1|S
74|VERIFICAR GRUPO 74|2|8|2|S
74|GRUPO74|3|8|2|S
74|VERIFICAR GRUPO 74|4|8|2|S
74|VERIFICAR GRUPO 74|6|7|2|S
74|GRUPO 74|10|6|1|S
74|REMACHES|10|7|2|S
74|VERIFICAR GRUPO 74|11|7|2|S
74|VERIFICAR GRUPO 74|16|3|1|S
74|GASEOSAS|17|3|1|S
74|SELLADOR Y PINT.ASFALTICA|21|8|2|S
75|VERIFICAR GRUPO 75|1|8|2|S
75|GEL|9|3|1|S
75|REP. CALENTADOR|11|7|2|S
75|KG.HO.DOBLE TE|12|8|2|S
75|VERIFICAR GRUPO 75|18|7|2|S
76|GELATINA|1|3|1|S
76|VERIFICAR GRUPO 76|2|3|1|S
76|GRUPO 76|8|5|1|S
76|TEJIDOS MOSQUITEROS|10|7|2|S
76|VERIFICAR GRUPO 76|17|3|1|S
77|GRUPO 77|8|5|1|S
77|VERIFICAR GRUPO 77|16|8|2|S
77|GIN|17|3|1|S
77|MANTA MEMBRANA|21|8|2|S
78|VERIFICAR GRUPO 78|2|8|2|S
78|VERIFICAR GRUPO 78|4|7|2|S
78|VERIFICAR GRUPO 78|7|7|2|S
78|CADENAS/ACCESORIOS|10|7|2|S
78|PILETAS|16|8|2|S
78|GINEBRA|17|3|1|S
78|VERIFICAR GRUPO 78|17|7|2|S
78|VERIFICAR GRUPO 78|20|7|2|S
78|VERIFICAR GRUPO 78|24|8|2|S
79|GRAPA|17|3|1|S
79|GRUPO 79|18|5|1|S
80|GRASA|2|3|1|S
80|VERIFICAR GRUPO 80|5|10|1|S
80|GRUPO 80|6|5|1|S
80|VERIFICAR GRUPO 80|8|7|2|S
80|VERIFICAR GRUPO 80|11|7|2|S
80|PULVERIZADORES/REPUE|17|7|2|S
80|VERIFICAR GRUPO 80|18|7|2|S
81|GRISINES|2|3|1|S
81|VERIFICAR GRUPO 81|2|7|2|S
81|VERIFICAR GRUPO 81|7|7|2|S
81|MATAFUEGOS/CARGAS|10|7|2|S
81|VERIFICAR GRUPO 81|14|3|1|S
82|VERIFICAR GRUPO 82|9|3|1|S
82|ACEITE AEROSOL|9|7|2|S
82|GRUPO 82|10|6|1|S
82|GUANTES|12|3|1|S
83|HARINAS|2|3|1|S
83|GRUPO 83|7|5|1|S
83|VERIFICAR GRUPO 83|28|3|1|S
84|HARINA LEUDANTE|2|3|1|S
84|GRUPO 84|8|7|2|S
84|CARRETILLAS|19|8|2|S
85|HARINA MAIZ|2|3|1|S
85|VERIFICAR GRUPO 85|6|8|2|S
85|FLEXIBLES|18|7|2|S
85|VERIFICAR GRUPO 85|21|8|2|S
85|TERGOPOR|23|8|2|S
85|VERIFICAR GRUPO 85|25|8|2|S
86|HELADO|2|3|1|S
86|VERIFICAR GRUPO 86|6|7|2|S
86|ARTS. ALBA/ILERIA|7|7|2|S
86|VERIFICAR GRUPO 86|8|7|2|S
86|VERIFICAR GRUPO 86|10|7|2|S
86|GRUPO 86|10|8|2|S
86|VERIFICAR GRUPO 86|11|7|2|S
86|GRUPO 86|14|8|2|S
86|VERIFICAR GRUPO 86|18|7|2|S
86|GRUPO 86|19|8|2|S
86|VERIFICAR GRUPO 86|28|7|2|S
86|VERIFICAR GRUPO 86|29|7|2|S
87|HELADOS|2|3|1|S
87|GRUPO 87|6|5|1|S
87|DISCOS CORTE CEP/ACC|7|7|2|S
87|VERIFICAR GRUPO 87|8|7|2|S
87|GRUPO 87|10|6|1|S
87|VERIFICAR GRUPO 87|11|7|2|S
87|VERIFICAR GRUPO 87|28|7|2|S
88|VERIFICAR GRUPO 88|2|3|1|S
88|MECHAS PUNTA WIDIA|7|7|2|S
88|VERIFICAR GRUPO 88|9|3|1|S
88|HISOPOS|12|3|1|S
89|GRUPO 89|2|8|2|S
89|VERIFICAR GRUPO 89|7|7|2|S
89|GRUPO 89|8|5|1|S
89|VERIFICAR GRUPO 89|10|7|2|S
89|VERIFICAR GRUPO 89|11|7|2|S
89|HORMIGUICIDAS|12|3|1|S
89|VERIFICAR GRUPO 89|15|7|2|S
89|VERIFICAR GRUPO 89|17|3|1|S
89|VERIFICAR GRUPO 89|17|7|2|S
89|GRUPO89|17|8|2|S
89|REP./ACC. SANITARIOS|18|7|2|S
89|VERIFICAR GRUPO 89|19|7|2|S
89|VERIFICAR GRUPO 89|20|7|2|S
89|GRUPO 89|24|8|2|S
90|VERIFICAR GRUPO 90|2|7|2|S
90|VERIFICAR GRUPO 90|3|3|1|S
90|GRUPO 90|6|5|1|S
90|VERIFICAR GRUPO 90|6|8|2|S
90|VERIFICAR GRUPO 90|7|7|2|S
90|VERIFICAR GRUPO 90|8|7|2|S
90|VERIFICAR GRUPO 90|10|7|2|S
90|VERIFICAR GRUPO 90|11|7|2|S
90|VERIFICAR GRUPO 90|12|8|2|S
90|VERIFICAR GRUPO 90|13|7|2|S
90|ARTS. P/GRANJA|14|8|2|S
90|HUEVO PASCUA|16|3|1|S
90|VERIFICAR GRUPO 90|16|8|2|S
90|ELECTRIFICADORES-ACCESOR.|17|7|2|S
90|VERIFICAR GRUPO 90|19|7|2|S
90|VERIFICAR GRUPO 90|20|7|2|S
91|HUEVOS FRESCOS|2|3|1|S
91|VERIFICAR GRUPO 91|3|1|1|S
91|VERIFICAR GRUPO 91|3|3|1|S
91|TEJA ESMALTADA|6|8|2|S
91|VERIFICAR GRUPO 91|8|8|2|S
91|GRUPO 91|10|6|1|S
91|VERIFICAR GRUPO 91|26|3|1|S
92|VERIFICAR GRUPO 92|2|3|1|S
92|VERIFICAR GRUPO 92|9|3|1|S
92|ADITIVOS P/AUTOMOVIL|9|7|2|S
92|INSECTICIDA|12|3|1|S
92|VERIFICAR GRUPO 92|18|7|2|S
92|SIN GRUPO - 92|41|7|2|S
93|VERIFICAR GRUPO 93|9|3|1|S
93|GRUPO 93|10|6|1|S
93|JABON DE LAVAR|12|3|1|S
93|VERIFICAR GRUPO 93|13|7|2|S
93|RUEDAS/RIELES PORTON|20|7|2|S
94|GRUPO 94|6|5|1|S
94|VERIFICAR GRUPO 94|9|3|1|S
94|JABON LIQUIDO|12|3|1|S
95|VERIFICAR GRUPO 95|2|3|1|S
95|GRUPO 95|6|5|1|S
95|SIERRAS Y HOJAS P/SIERRA|7|7|2|S
95|GRUPO 95|8|5|1|S
95|VERIFICAR GRUPO 95|8|7|2|S
95|JABON TOCADOR|9|3|1|S
95|VERIFICAR GRUPO 95|12|3|1|S
95|VERIFICAR GRUPO 95|20|7|2|S
95|VERIFICAR GRUPO 95|28|7|2|S
96|GRUPO 96|6|5|1|S
96|GRUPO 96|7|5|1|S
96|GRUPO 96|8|5|1|S
96|CHAPAS|8|8|2|S
96|REP./ACC. COPIOSUS|11|7|2|S
96|VERIFICAR GRUPO 96|12|8|2|S
96|JARABE|17|3|1|S
97|JARDINERA|2|3|1|S
97|CHAPA TRASLUCIDA|8|8|2|S
97|REP. LAVARROPA/HELAD|11|7|2|S
97|VERIFICAR GRUPO 97|18|7|2|S
98|MAQUINAS COSER/REPUE|4|7|2|S
98|CHAPA SINUSOIDAL|8|8|2|S
98|VERIFICAR GRUPO 98|9|7|2|S
98|VERIFICAR GRUPO 98|11|7|2|S
98|VERIFICAR GRUPO 98|13|7|2|S
98|VERIFICAR GRUPO 98|13|8|2|S
98|VERIFICAR GRUPO 98|14|8|2|S
98|JEREZ|17|3|1|S
99|GRUPO 99|6|5|1|S
99|VERIFICAR GRUPO 99|6|7|2|S
99|RUEDA ESMERIL/CEPILL|7|7|2|S
99|VARIOS|12|14|3|S
99|JUGOS DIET|17|3|1|S
99|VERIFICAR GRUPO 99|19|7|2|S
99|VERIFICAR GRUPO 99|28|7|2|S
100|VERIFICAR GRUPO 100|2|3|1|S
100|VERIFICAR GRUPO 100|3|3|1|S
100|GRUPO 100|10|6|1|S
100|TORNILLO ATERRAJADOR|10|7|2|S
100|SIN GRUPO - 100|11|3|1|S
100|VERIFICAR GRUPO 100|13|7|2|S
100|GRUPO100|14|3|1|S
100|JUGOS|17|3|1|S
100|GRUPO100|35|3|1|S
101|JUREL|2|3|1|S
101|GRUPO 101|6|5|1|S
101|VERIFICAR GRUPO 101|6|7|2|S
101|VERIFICAR GRUPO 101|7|7|2|S
101|ELEMENTOS P/FIJACION|10|7|2|S
102|KETCHUP|2|3|1|S
102|VERIFICAR GRUPO 102|15|10|1|S
102|BISAGRAS|20|7|2|S
103|LAMPARAS|2|3|1|S
103|SIN GRUPO - 103|2|7|2|S
103|VERIFICAR GRUPO 103|9|3|1|S
103|GRUPO 103|10|6|1|S
103|VERIFICAR GRUPO 103|10|7|2|S
103|VERIFICAR GRUPO 103|12|3|1|S
103|VERIFICAR GRUPO 103|13|7|2|S
103|GRUPO103|14|3|1|S
103|CERRADURAS/CERROJOS|20|7|2|S
104|TEJIDO|1|8|2|S
104|VERIFICAR GRUPO 104|2|8|2|S
104|LAMPAZO|12|3|1|S
104|VERIFICAR GRUPO 104|14|8|2|S
104|MANIJAS/CUBETAS/FALL|20|7|2|S
105|ALAMBRE DE PUA|1|8|2|S
105|GRUPO 105|6|5|1|S
105|GRUPO 105|7|5|1|S
105|LANA DE ACERO|12|3|1|S
105|VERIFICAR GRUPO 105|12|8|2|S
106|LANGOSTINO|2|3|1|S
106|GRUPO 106|6|5|1|S
107|VERIFICAR GRUPO 107|2|3|1|S
107|GRUPO 107|6|5|1|S
107|LAVANDINA|12|3|1|S
108|LECHES LARGA VIDA|1|3|1|S
108|KG.ALAMBRE GALV.|1|8|2|S
108|VERIFICAR GRUPO 108|2|3|1|S
108|VERIFICAR GRUPO 108|9|3|1|S
108|VERIFICAR GRUPO 108|11|3|1|S
108|SIN GRUPO - 108|12|3|1|S
108|PASADORES|20|7|2|S
109|KG.ALAMBRE NEGRO|1|8|2|S
109|VERIFICAR GRUPO 109|2|3|1|S
109|PITONES|10|7|2|S
109|LECHE DE SOJA|17|3|1|S
109|GRUPO 109|18|5|1|S
109|VERIFICAR GRUPO 109|20|7|2|S
110|LECHE POLVO|1|3|1|S
110|VERIFICAR GRUPO 110|2|3|1|S
110|GRUPO 110|6|5|1|S
110|RUEDAS P/PUERTAS CORRED.|20|7|2|S
111|LEVADURA|2|3|1|S
111|VERIFICAR GRUPO 111|16|3|1|S
111|VERIFICAR GRUPO 111|25|3|1|S
112|LICOR|17|3|1|S
113|GRUPO 113|10|6|1|S
113|LIMPIA HORNOS|12|3|1|S
114|VERIFICAR GRUPO 114|4|7|2|S
114|GRUPO 114|6|5|1|S
114|VERIFICAR GRUPO 114|6|7|2|S
114|VERIFICAR GRUPO 114|7|7|2|S
114|VERIFICAR GRUPO 114|8|7|2|S
114|VERIFICAR GRUPO 114|10|7|2|S
114|VERIFICAR GRUPO 114|11|7|2|S
114|LIMPIA INODOROS|12|3|1|S
114|VERIFICAR GRUPO 114|18|7|2|S
114|VERIFICAR GRUPO 114|19|7|2|S
114|HERRAJES VARIOS|20|7|2|S
114|TRANQUERAS|22|8|2|S
115|GRUPO 115|6|7|2|S
115|ADHESIVOS PARA CERAMICOS|10|8|2|S
115|LIMPIA METALES|12|3|1|S
115|VERIFICAR GRUPO 115|21|8|2|S
115|VERIFICAR GRUPO 115|25|8|2|S
116|VERIFICAR GRUPO 116|2|3|1|S
116|LIMPIADOR|11|3|1|S
116|VERIFICAR GRUPO 116|12|3|1|S
117|DIETETICOS|2|3|1|S
117|VERIFICAR GRUPO 117|4|7|2|S
117|GRUPO 117|8|5|1|S
117|REP. FAROL/ESTUFAS|11|7|2|S
117|VERIFICAR GRUPO 117|13|7|2|S
117|VERIFICAR GRUPO 117|17|3|1|S
117|VERIFICAR GRUPO 117|18|7|2|S
117|CAÑO EPOXI|20|8|2|S
118|VERIFICAR GRUPO 118|2|3|1|S
118|GRUPO 118|6|5|1|S
118|PARCHES Y SOLUCION|6|7|2|S
118|VERIFICAR GRUPO 118|10|8|2|S
118|LUSTRA MUEBLES|12|3|1|S
118|VERIFICAR GRUPO 118|19|8|2|S
118|CARBON DE FRAGUA|23|8|2|S
119|MADALENAS|2|3|1|S
119|GRUPO 119|6|5|1|S
119|GRUPO 119|10|6|1|S
119|VERIFICAR GRUPO 119|11|7|2|S
119|VERIFICAR GRUPO 119|12|3|1|S
119|VERIFICAR GRUPO 119|15|7|2|S
119|REGULADORES GAS Y REPTOS.|18|7|2|S
120|MAIZ INFLADO|2|3|1|S
120|VERIFICAR GRUPO 120|10|7|2|S
120|VERIFICAR GRUPO 120|13|7|2|S
120|ABRAZADERAS|18|7|2|S
120|VERIFICAR GRUPO 120|19|7|2|S
121|ALIMENTO P/MASCOTAS|2|3|1|S
121|LIJAS|6|7|2|S
121|VERIFICAR GRUPO 121|7|7|2|S
121|VERIFICAR GRUPO 121|11|7|2|S
121|VERIFICAR GRUPO 121|28|7|2|S
121|GRUPO121|35|3|1|S
122|TEJIDO EXAG.Y ARTISTICO|1|8|2|S
122|MAIZ PISINGALLO|2|3|1|S
122|VERIFICAR GRUPO 122|14|8|2|S
122|VERIFICAR GRUPO 122|25|3|1|S
123|TELA GALVANIADA|1|8|2|S
123|MALTA|2|3|1|S
123|ARGOLLAS|10|7|2|S
123|VERIFICAR GRUPO 123|11|7|2|S
124|MALTEADAS|2|3|1|S
124|MASILLAS Y YESOS|6|7|2|S
124|VERIFICAR GRUPO 124|14|3|1|S
124|VERIFICAR GRUPO 124|18|7|2|S
125|MANI|2|3|1|S
125|FIJADORES P/PINTURA|6|7|2|S
125|GRUPO 125|10|6|1|S
125|VERIFICAR GRUPO 125|16|3|1|S
126|MANTECA|2|3|1|S
126|GRUPO 126|10|6|1|S
126|CALES.|10|8|2|S
126|VERIFICAR GRUPO 126|11|3|1|S
127|MANTERINA|2|3|1|S
127|GUANTES/DELANTALES|2|7|2|S
127|GRUPO 127|6|5|1|S
127|GRUPO 127|7|5|1|S
127|VERIFICAR GRUPO 127|7|7|2|S
128|VERIFICAR GRUPO 128|2|3|1|S
128|MAQUINA DE AFEITAR|9|3|1|S
128|GRUPO 128|10|6|1|S
129|MARGARINA|2|3|1|S
129|GRUPO129|3|8|2|S
129|VERIFICAR GRUPO 129|4|8|2|S
129|GRUPO 129|6|5|1|S
129|VERIFICAR GRUPO 129|6|7|2|S
129|VERIFICAR GRUPO 129|10|7|2|S
129|VERIFICAR GRUPO 129|13|7|2|S
129|PLASTILLERA|14|8|2|S
129|CINTA TEF/ENMAS/AISL|18|7|2|S
130|MATE COCIDO|2|3|1|S
131|MAYONESA|2|3|1|S
131|VERIFICAR GRUPO 131|2|7|2|S
131|VERIFICAR GRUPO 131|7|7|2|S
131|SOLDADURAS/ACCESORIO|8|7|2|S
131|VERIFICAR GRUPO 131|11|7|2|S
131|VERIFICAR GRUPO 131|20|7|2|S
132|MEDICAMENTOS|1|3|1|S
132|GRUPO 132|6|5|1|S
132|CARGADORES DE BATERIA|8|7|2|S
132|VERIFICAR GRUPO 132|28|7|2|S
133|MEJILLONES|2|3|1|S
133|VERIFICAR GRUPO 133|2|8|2|S
133|GRUPO133|3|8|2|S
133|ACCESORIOS MARRON|4|8|2|S
133|VERIFICAR GRUPO 133|7|7|2|S
133|VERIFICAR GRUPO 133|8|7|2|S
133|VERIFICAR GRUPO 133|8|8|2|S
133|VERIFICAR GRUPO 133|13|8|2|S
133|VERIFICAR GRUPO 133|14|8|2|S
133|VERIFICAR GRUPO 133|18|7|2|S
133|TALADROS|28|7|2|S
134|VERIFICAR GRUPO 134|1|8|2|S
134|MERMELADAS|2|3|1|S
134|VERIFICAR GRUPO 134|2|8|2|S
134|GRUPO 134|6|5|1|S
134|VERIFICAR GRUPO 134|11|8|2|S
134|PERFIL -C-|12|8|2|S
134|VERIFICAR GRUPO 134|16|3|1|S
134|AMOLADORAS ANGULARES|28|7|2|S
135|MEZCLA DE HIERBAS|2|3|1|S
135|CRIQUES HIDRAULICOS|7|7|2|S
135|VERIFICAR GRUPO 135|8|7|2|S
135|VERIFICAR GRUPO 135|17|7|2|S
136|PREMEZCLAS|2|3|1|S
136|EJES|7|7|2|S
136|VERIFICAR GRUPO 136|8|7|2|S
136|VERIFICAR GRUPO 136|12|3|1|S
136|VERIFICAR GRUPO 136|17|7|2|S
137|MEZCLA P/PIZZA|2|3|1|S
137|GRUPO137|3|8|2|S
137|VERIFICAR GRUPO 137|4|8|2|S
137|GRUPO 137|18|7|2|S
137|LLAVE DE PASO|18|8|2|S
137|VERIFICAR GRUPO 137|24|8|2|S
138|MIEL|2|3|1|S
138|GRUPO138|3|8|2|S
138|VERIFICAR GRUPO 138|4|8|2|S
138|BOCHAS|7|7|2|S
138|VERIFICAR GRUPO 138|17|7|2|S
138|VERIFICAR GRUPO 138|18|7|2|S
138|CANILLA IPS|18|8|2|S
139|MIJO|2|3|1|S
139|BUJE PVC|2|8|2|S
139|VERIFICAR GRUPO 139|11|7|2|S
139|BATERIAS Y ACCESORIO|12|7|2|S
139|VERIFICAR GRUPO 139|13|7|2|S
139|VERIFICAR GRUPO 139|17|7|2|S
139|SIN GRUPO - 139|35|3|1|S
140|MILANESA|2|3|1|S
140|VERIFICAR GRUPO 140|26|3|1|S
141|MORRON|2|3|1|S
141|GRUPO141|7|7|2|S
141|VERIFICAR GRUPO 141|8|7|2|S
141|AMOLADORAS DE BANCO|28|7|2|S
142|MOSTAZA|2|3|1|S
142|GRUPO 142|6|5|1|S
142|ADHESIVOS|6|7|2|S
142|VERIFICAR GRUPO 142|6|8|2|S
142|VERIFICAR GRUPO 142|7|7|2|S
142|GRUPO 142|8|5|1|S
142|VERIFICAR GRUPO 142|10|7|2|S
142|VERIFICAR GRUPO 142|13|7|2|S
142|GRUPO 142|18|5|1|S
142|VERIFICAR GRUPO 142|18|7|2|S
142|VERIFICAR GRUPO 142|20|7|2|S
143|MOUSSE|2|3|1|S
143|PINCELES|6|7|2|S
143|VERIFICAR GRUPO 143|28|7|2|S
144|VERIFICAR GRUPO 144|3|3|1|S
144|GRUPO 144|10|6|1|S
144|NAFTALINA|12|3|1|S
145|NUECES|2|3|1|S
145|CREMA LIMPIAMANOS|9|7|2|S
145|VERIFICAR GRUPO 145|18|7|2|S
145|VERIFICAR GRUPO 145|34|3|1|S
145|SIN GRUPO - 145|41|7|2|S
146|COPETIN|2|3|1|S
146|GRUPO 146|6|5|1|S
146|RODILLOS-REPUESTOS|6|7|2|S
146|GRUPO 146|8|5|1|S
146|VERIFICAR GRUPO 146|18|7|2|S
146|VERIFICAR GRUPO 146|26|3|1|S
147|GRUPO 147|6|5|1|S
147|GRUPO 147|10|6|1|S
148|VERIFICAR GRUPO 148|10|7|2|S
148|PALA RESIDUOS|12|3|1|S
148|VERIFICAR GRUPO 148|17|7|2|S
148|POLEAS/MOTONES/ROLDA|20|7|2|S
149|PALMITOS|2|3|1|S
149|GRUPO 149|6|5|1|S
150|PAN DULCE|2|3|1|S
150|GRUPO 150|6|5|1|S
150|SIN GRUPO|13|3|1|S
150|VERIFICAR GRUPO 150|14|3|1|S
