CodigoInterno,Descripcion,DescripcionMarca,Total de Ventas por Unidad,Sucursal,Fecha
102119,ACHURA CORAZON KG.,CARNE VACUNA,"15,859",Crespo,45505
102119,ACHURA CORAZON KG.,CARNE VACUNA,"2,114",Nogoya Sur,45505
102119,ACHURA CORAZON KG.,CARNE VACUNA,"16,423",Crespo,45506
102119,ACHURA CORAZON KG.,CARNE VACUNA,"9,548",Nogoya Sur,45506
102119,ACHURA CORAZON KG.,CARNE VACUNA,"6,136",Hernandez,45506
102119,ACHURA CORAZON KG.,CARNE VACUNA,"5,818",Nogoya Italia,45506
102119,ACHURA CORAZON KG.,CARNE VACUNA,"13,873",Crespo,45507
102119,ACHURA CORAZON KG.,CARNE VACUNA,"4,204",Nogoya Sur,45507
102119,ACHURA CORAZON KG.,CARNE VACUNA,"0,438",Nogoya Italia,45507
102119,ACHURA CORAZON KG.,CARNE VACUNA,"2,236",Nogoya Sur,45509
102119,ACHURA CORAZON KG.,CARNE VACUNA,"1,56",Nogoya Italia,45509
102119,ACHURA CORAZON KG.,CARNE VACUNA,"1,174",Hernandez,45509
102119,ACHURA CORAZON KG.,CARNE VACUNA,"7,602",Nogoya Sur,45510
102119,ACHURA CORAZON KG.,CARNE VACUNA,"4,808",Hernandez,45510
102119,ACHURA CORAZON KG.,CARNE VACUNA,"11,102",Crespo,45512
102119,ACHURA CORAZON KG.,CARNE VACUNA,"4,694",Hernandez,45512
102119,ACHURA CORAZON KG.,CARNE VACUNA,"15,856",Nogoya Sur,45513
102119,ACHURA CORAZON KG.,CARNE VACUNA,"8,174",Crespo,45513
102119,ACHURA CORAZON KG.,CARNE VACUNA,"5,032",Nogoya Italia,45513
102119,ACHURA CORAZON KG.,CARNE VACUNA,"0,782",Hernandez,45513
102119,ACHURA CORAZON KG.,CARNE VACUNA,"20,41",Crespo,45514
102119,ACHURA CORAZON KG.,CARNE VACUNA,"5,776",Nogoya Sur,45514
102119,ACHURA CORAZON KG.,CARNE VACUNA,"2,51",Nogoya Italia,45514
102119,ACHURA CORAZON KG.,CARNE VACUNA,"1,7",Hernandez,45514
102119,ACHURA CORAZON KG.,CARNE VACUNA,"0,464",Hernandez,45516
102119,ACHURA CORAZON KG.,CARNE VACUNA,"0,37",Nogoya Sur,45516
102119,ACHURA CORAZON KG.,CARNE VACUNA,"9,71",Nogoya Sur,45517
102119,ACHURA CORAZON KG.,CARNE VACUNA,"6,5",Hernandez,45518
102119,ACHURA CORAZON KG.,CARNE VACUNA,"3,032",Nogoya Sur,45518
102119,ACHURA CORAZON KG.,CARNE VACUNA,"12,552",Crespo,45519
102119,ACHURA CORAZON KG.,CARNE VACUNA,"1,22",Nogoya Sur,45519
102119,ACHURA CORAZON KG.,CARNE VACUNA,"21,448",Crespo,45520
102119,ACHURA CORAZON KG.,CARNE VACUNA,"6,494",Nogoya Italia,45520
102119,ACHURA CORAZON KG.,CARNE VACUNA,"5,87",Nogoya Sur,45520
102119,ACHURA CORAZON KG.,CARNE VACUNA,"8,906",Nogoya Sur,45523
102119,ACHURA CORAZON KG.,CARNE VACUNA,"5,816",Hernandez,45523
102119,ACHURA CORAZON KG.,CARNE VACUNA,"3,334",Crespo,45523
102119,ACHURA CORAZON KG.,CARNE VACUNA,"17,622",Nogoya Sur,45524
102119,ACHURA CORAZON KG.,CARNE VACUNA,"9,62",Hernandez,45524
102119,ACHURA CORAZON KG.,CARNE VACUNA,"3,804",Nogoya Sur,45525
102119,ACHURA CORAZON KG.,CARNE VACUNA,"14,796",Crespo,45526
102119,ACHURA CORAZON KG.,CARNE VACUNA,"12,156",Hernandez,45526
102119,ACHURA CORAZON KG.,CARNE VACUNA,"1,68",Nogoya Sur,45526
102119,ACHURA CORAZON KG.,CARNE VACUNA,"20,189",Crespo,45527
102119,ACHURA CORAZON KG.,CARNE VACUNA,"14,786",Nogoya Sur,45527
102119,ACHURA CORAZON KG.,CARNE VACUNA,"7,982",Nogoya Italia,45527
102119,ACHURA CORAZON KG.,CARNE VACUNA,"7,294",Crespo,45528
102119,ACHURA CORAZON KG.,CARNE VACUNA,"3,812",Nogoya Sur,45528
102119,ACHURA CORAZON KG.,CARNE VACUNA,"1,234",Nogoya Italia,45528
102119,ACHURA CORAZON KG.,CARNE VACUNA,"8,018",Hernandez,45531
102119,ACHURA CORAZON KG.,CARNE VACUNA,"5,75",Nogoya Sur,45531
102119,ACHURA CORAZON KG.,CARNE VACUNA,"3,614",Nogoya Sur,45532
102119,ACHURA CORAZON KG.,CARNE VACUNA,"2,646",Nogoya Italia,45532
102119,ACHURA CORAZON KG.,CARNE VACUNA,"1,472",Hernandez,45532
102119,ACHURA CORAZON KG.,CARNE VACUNA,"10,368",Crespo,45533
102119,ACHURA CORAZON KG.,CARNE VACUNA,"5,09",Nogoya Sur,45533
102119,ACHURA CORAZON KG.,CARNE VACUNA,"31,806",Crespo,45534
102119,ACHURA CORAZON KG.,CARNE VACUNA,"10,902",Nogoya Sur,45534
102119,ACHURA CORAZON KG.,CARNE VACUNA,"5,824",Nogoya Italia,45534
102119,ACHURA CORAZON KG.,CARNE VACUNA,"2,132",Hernandez,45534
102119,ACHURA CORAZON KG.,CARNE VACUNA,"12,244",Crespo,45535
102119,ACHURA CORAZON KG.,CARNE VACUNA,"5,308",Nogoya Sur,45535
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"7,532",Crespo,45505
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"1,32",Nogoya Sur,45505
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"0,552",Nogoya Italia,45505
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"0,406",Hernandez,45505
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"9,527",Crespo,45506
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"6,342",Nogoya Sur,45506
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"3,908",Hernandez,45506
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"0,958",Nogoya Italia,45506
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"5,384",Nogoya Sur,45507
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"3,905",Crespo,45507
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"1,028",Nogoya Italia,45507
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"0,484",Hernandez,45507
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"6,542",Hernandez,45509
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"3,77",Crespo,45509
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"4,034",Hernandez,45510
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"2,94",Nogoya Sur,45511
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"8,966",Hernandez,45512
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"7,666",Crespo,45512
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"2,89",Nogoya Sur,45512
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"11,124",Crespo,45513
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"5,068",Nogoya Sur,45513
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"7,207",Crespo,45514
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"3,478",Nogoya Sur,45514
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"2,78",Nogoya Italia,45514
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"4,94",Hernandez,45518
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"1,142",Nogoya Sur,45518
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"4,506",Hernandez,45519
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"3,098",Crespo,45519
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"8,904",Crespo,45520
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"8,554",Nogoya Sur,45520
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"2,932",Nogoya Italia,45520
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"2,182",Hernandez,45520
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"4,688",Crespo,45523
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"1,254",Hernandez,45523
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"0,568",Nogoya Sur,45523
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"0,914",Nogoya Italia,45524
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"0,568",Crespo,45525
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"6,498",Hernandez,45526
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"6,336",Crespo,45526
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"13,096",Crespo,45527
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"6,194",Nogoya Sur,45527
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"0,744",Nogoya Italia,45527
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"2,016",Nogoya Sur,45528
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"0,564",Nogoya Italia,45528
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"4,524",Nogoya Sur,45530
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"5,316",Nogoya Sur,45531
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"5,166",Hernandez,45531
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"2,178",Crespo,45531
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"1,242",Nogoya Sur,45532
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"10,969",Crespo,45533
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"10,794",Crespo,45534
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"1,244",Hernandez,45534
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"1,14",Nogoya Italia,45534
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"2,842",Crespo,45535
102089,ACHURA ENTRAÑA KG.,CARNE VACUNA,"0,22",Hernandez,45535
102416,ACHURA HIGADO KG.,CARNE VACUNA,"27,015",Crespo,45505
102416,ACHURA HIGADO KG.,CARNE VACUNA,"4,322",Nogoya Sur,45505
102416,ACHURA HIGADO KG.,CARNE VACUNA,"3,172",Nogoya Italia,45505
102416,ACHURA HIGADO KG.,CARNE VACUNA,"27,856",Crespo,45506
102416,ACHURA HIGADO KG.,CARNE VACUNA,"15,714",Nogoya Sur,45506
102416,ACHURA HIGADO KG.,CARNE VACUNA,"9,276",Nogoya Italia,45506
102416,ACHURA HIGADO KG.,CARNE VACUNA,"18,298",Crespo,45507
102416,ACHURA HIGADO KG.,CARNE VACUNA,"16,21",Nogoya Sur,45507
102416,ACHURA HIGADO KG.,CARNE VACUNA,"3,174",Nogoya Italia,45507
102416,ACHURA HIGADO KG.,CARNE VACUNA,"16,788",Crespo,45509
102416,ACHURA HIGADO KG.,CARNE VACUNA,"3,072",Nogoya Italia,45509
102416,ACHURA HIGADO KG.,CARNE VACUNA,"25,287",Crespo,45510
102416,ACHURA HIGADO KG.,CARNE VACUNA,"11,498",Nogoya Sur,45510
102416,ACHURA HIGADO KG.,CARNE VACUNA,"2,266",Nogoya Italia,45510
102416,ACHURA HIGADO KG.,CARNE VACUNA,"19,333",Crespo,45511
102416,ACHURA HIGADO KG.,CARNE VACUNA,"3,722",Nogoya Italia,45511
102416,ACHURA HIGADO KG.,CARNE VACUNA,"2,818",Nogoya Sur,45511
102416,ACHURA HIGADO KG.,CARNE VACUNA,"26,729",Crespo,45512
102416,ACHURA HIGADO KG.,CARNE VACUNA,"0,856",Nogoya Sur,45512
102416,ACHURA HIGADO KG.,CARNE VACUNA,"32,154",Crespo,45513
102416,ACHURA HIGADO KG.,CARNE VACUNA,"5,23",Nogoya Sur,45513
102416,ACHURA HIGADO KG.,CARNE VACUNA,"4,972",Nogoya Italia,45513
102416,ACHURA HIGADO KG.,CARNE VACUNA,"35,571",Crespo,45514
102416,ACHURA HIGADO KG.,CARNE VACUNA,"8,354",Nogoya Sur,45514
102416,ACHURA HIGADO KG.,CARNE VACUNA,"2,65",Nogoya Italia,45514
102416,ACHURA HIGADO KG.,CARNE VACUNA,"24,564",Nogoya Sur,45516
102416,ACHURA HIGADO KG.,CARNE VACUNA,"17,365",Crespo,45516
102416,ACHURA HIGADO KG.,CARNE VACUNA,"2,148",Nogoya Italia,45516
102416,ACHURA HIGADO KG.,CARNE VACUNA,"18,185",Crespo,45517
102416,ACHURA HIGADO KG.,CARNE VACUNA,"5,454",Nogoya Italia,45517
102416,ACHURA HIGADO KG.,CARNE VACUNA,"5,104",Nogoya Sur,45517
102416,ACHURA HIGADO KG.,CARNE VACUNA,"2,152",Nogoya Italia,45518
102416,ACHURA HIGADO KG.,CARNE VACUNA,"35,782",Crespo,45519
102416,ACHURA HIGADO KG.,CARNE VACUNA,"2,396",Nogoya Sur,45519
102416,ACHURA HIGADO KG.,CARNE VACUNA,"36,226",Crespo,45520
102416,ACHURA HIGADO KG.,CARNE VACUNA,"18,824",Nogoya Sur,45520
102416,ACHURA HIGADO KG.,CARNE VACUNA,"8,9",Nogoya Italia,45520
102416,ACHURA HIGADO KG.,CARNE VACUNA,"24,012",Nogoya Sur,45523
102416,ACHURA HIGADO KG.,CARNE VACUNA,"23,768",Crespo,45523
102416,ACHURA HIGADO KG.,CARNE VACUNA,"2,834",Nogoya Italia,45523
102416,ACHURA HIGADO KG.,CARNE VACUNA,"32,716",Crespo,45524
102416,ACHURA HIGADO KG.,CARNE VACUNA,"21,212",Nogoya Sur,45524
102416,ACHURA HIGADO KG.,CARNE VACUNA,"1,138",Nogoya Italia,45524
102416,ACHURA HIGADO KG.,CARNE VACUNA,"6,664",Nogoya Sur,45525
102416,ACHURA HIGADO KG.,CARNE VACUNA,"1,742",Nogoya Italia,45525
102416,ACHURA HIGADO KG.,CARNE VACUNA,"0,868",Crespo,45525
102416,ACHURA HIGADO KG.,CARNE VACUNA,"28,25",Crespo,45526
102416,ACHURA HIGADO KG.,CARNE VACUNA,"18,264",Nogoya Sur,45526
102416,ACHURA HIGADO KG.,CARNE VACUNA,"1,354",Nogoya Italia,45526
102416,ACHURA HIGADO KG.,CARNE VACUNA,"38,576",Crespo,45527
102416,ACHURA HIGADO KG.,CARNE VACUNA,"13,222",Nogoya Italia,45527
102416,ACHURA HIGADO KG.,CARNE VACUNA,"2,724",Nogoya Sur,45527
102416,ACHURA HIGADO KG.,CARNE VACUNA,"24,708",Crespo,45528
102416,ACHURA HIGADO KG.,CARNE VACUNA,"8,562",Nogoya Sur,45528
102416,ACHURA HIGADO KG.,CARNE VACUNA,"3,69",Nogoya Italia,45528
102416,ACHURA HIGADO KG.,CARNE VACUNA,"16,226",Crespo,45530
102416,ACHURA HIGADO KG.,CARNE VACUNA,"12,81",Nogoya Sur,45530
102416,ACHURA HIGADO KG.,CARNE VACUNA,"7,828",Nogoya Italia,45530
102416,ACHURA HIGADO KG.,CARNE VACUNA,"21,948",Crespo,45531
102416,ACHURA HIGADO KG.,CARNE VACUNA,"8,43",Nogoya Sur,45531
102416,ACHURA HIGADO KG.,CARNE VACUNA,"8,332",Nogoya Italia,45531
102416,ACHURA HIGADO KG.,CARNE VACUNA,"11,446",Nogoya Italia,45532
102416,ACHURA HIGADO KG.,CARNE VACUNA,"0,574",Nogoya Sur,45532
102416,ACHURA HIGADO KG.,CARNE VACUNA,"38,672",Crespo,45533
102416,ACHURA HIGADO KG.,CARNE VACUNA,"25,564",Crespo,45534
102416,ACHURA HIGADO KG.,CARNE VACUNA,"16,348",Nogoya Sur,45534
102416,ACHURA HIGADO KG.,CARNE VACUNA,"1,34",Nogoya Italia,45534
102416,ACHURA HIGADO KG.,CARNE VACUNA,"22,61",Crespo,45535
102416,ACHURA HIGADO KG.,CARNE VACUNA,"7,496",Nogoya Italia,45535
102416,ACHURA HIGADO KG.,CARNE VACUNA,"4,13",Nogoya Sur,45535
102102,ACHURA LENGUA KG.,CARNE VACUNA,"8,31",Crespo,45505
102102,ACHURA LENGUA KG.,CARNE VACUNA,"18,519",Crespo,45506
102102,ACHURA LENGUA KG.,CARNE VACUNA,"3,866",Nogoya Sur,45506
102102,ACHURA LENGUA KG.,CARNE VACUNA,2,Nogoya Italia,45506
102102,ACHURA LENGUA KG.,CARNE VACUNA,"5,38",Crespo,45507
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,928",Nogoya Sur,45507
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,926",Nogoya Italia,45507
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,87",Hernandez,45509
102102,ACHURA LENGUA KG.,CARNE VACUNA,"6,314",Nogoya Sur,45510
102102,ACHURA LENGUA KG.,CARNE VACUNA,"5,75",Hernandez,45510
102102,ACHURA LENGUA KG.,CARNE VACUNA,"4,268",Nogoya Italia,45510
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,384",Hernandez,45511
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,124",Nogoya Italia,45511
102102,ACHURA LENGUA KG.,CARNE VACUNA,"7,651",Crespo,45512
102102,ACHURA LENGUA KG.,CARNE VACUNA,"4,166",Hernandez,45512
102102,ACHURA LENGUA KG.,CARNE VACUNA,"13,588",Crespo,45513
102102,ACHURA LENGUA KG.,CARNE VACUNA,"3,048",Nogoya Sur,45513
102102,ACHURA LENGUA KG.,CARNE VACUNA,"2,604",Hernandez,45513
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,026",Nogoya Italia,45513
102102,ACHURA LENGUA KG.,CARNE VACUNA,"4,796",Crespo,45514
102102,ACHURA LENGUA KG.,CARNE VACUNA,"3,996",Nogoya Italia,45514
102102,ACHURA LENGUA KG.,CARNE VACUNA,"3,864",Nogoya Sur,45514
102102,ACHURA LENGUA KG.,CARNE VACUNA,"3,676",Nogoya Sur,45516
102102,ACHURA LENGUA KG.,CARNE VACUNA,"4,716",Nogoya Sur,45517
102102,ACHURA LENGUA KG.,CARNE VACUNA,"6,188",Hernandez,45518
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,2",Nogoya Italia,45518
102102,ACHURA LENGUA KG.,CARNE VACUNA,"11,497",Crespo,45519
102102,ACHURA LENGUA KG.,CARNE VACUNA,"9,318",Crespo,45520
102102,ACHURA LENGUA KG.,CARNE VACUNA,"7,258",Crespo,45523
102102,ACHURA LENGUA KG.,CARNE VACUNA,"4,95",Hernandez,45523
102102,ACHURA LENGUA KG.,CARNE VACUNA,"3,324",Nogoya Sur,45523
102102,ACHURA LENGUA KG.,CARNE VACUNA,"0,736",Nogoya Italia,45523
102102,ACHURA LENGUA KG.,CARNE VACUNA,"2,542",Nogoya Sur,45524
102102,ACHURA LENGUA KG.,CARNE VACUNA,"2,022",Nogoya Italia,45524
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,102",Nogoya Sur,45525
102102,ACHURA LENGUA KG.,CARNE VACUNA,"0,946",Nogoya Italia,45525
102102,ACHURA LENGUA KG.,CARNE VACUNA,"7,444",Crespo,45526
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,784",Nogoya Sur,45526
102102,ACHURA LENGUA KG.,CARNE VACUNA,"9,384",Crespo,45527
102102,ACHURA LENGUA KG.,CARNE VACUNA,"3,702",Nogoya Sur,45527
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,062",Nogoya Italia,45527
102102,ACHURA LENGUA KG.,CARNE VACUNA,"12,01",Crespo,45528
102102,ACHURA LENGUA KG.,CARNE VACUNA,"2,676",Nogoya Sur,45528
102102,ACHURA LENGUA KG.,CARNE VACUNA,"6,876",Hernandez,45531
102102,ACHURA LENGUA KG.,CARNE VACUNA,"4,93",Nogoya Sur,45531
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,68",Nogoya Italia,45531
102102,ACHURA LENGUA KG.,CARNE VACUNA,"3,58",Nogoya Sur,45532
102102,ACHURA LENGUA KG.,CARNE VACUNA,"2,964",Nogoya Italia,45532
102102,ACHURA LENGUA KG.,CARNE VACUNA,"15,67",Crespo,45533
102102,ACHURA LENGUA KG.,CARNE VACUNA,"1,798",Nogoya Sur,45533
102102,ACHURA LENGUA KG.,CARNE VACUNA,"4,658",Crespo,45534
102102,ACHURA LENGUA KG.,CARNE VACUNA,"13,226",Crespo,45535
102102,ACHURA LENGUA KG.,CARNE VACUNA,"2,042",Nogoya Italia,45535
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"0,896",Crespo,45505
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"5,362",Crespo,45506
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"2,928",Nogoya Sur,45506
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"0,572",Nogoya Italia,45506
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"0,905",Crespo,45507
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"7,109",Crespo,45512
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"3,615",Crespo,45513
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"0,608",Nogoya Italia,45513
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"1,502",Crespo,45514
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"1,426",Nogoya Sur,45514
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"1,054",Nogoya Italia,45514
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"2,27",Crespo,45519
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"9,408",Crespo,45520
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"2,02",Nogoya Italia,45520
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"1,27",Nogoya Sur,45523
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"0,58",Nogoya Sur,45524
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"4,35",Crespo,45526
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"6,27",Crespo,45527
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"1,134",Nogoya Sur,45527
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"1,248",Nogoya Italia,45528
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"1,24",Crespo,45528
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"5,852",Crespo,45533
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"6,462",Crespo,45534
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"0,932",Nogoya Sur,45534
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"0,796",Nogoya Italia,45534
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"1,454",Nogoya Sur,45535
102270,ACHURA MOLLEJAS KG.,CARNE VACUNA,"1,02",Crespo,45535
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"33,292",Crespo,45505
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"6,476",Nogoya Sur,45505
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"14,197",Crespo,45506
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"12,988",Nogoya Sur,45506
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"8,06",Hernandez,45506
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"23,565",Crespo,45507
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"10,558",Nogoya Sur,45507
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"2,576",Nogoya Italia,45507
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"25,322",Crespo,45509
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"2,756",Nogoya Italia,45509
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"0,724",Hernandez,45509
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"19,37",Crespo,45510
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"13,248",Nogoya Sur,45510
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"3,896",Hernandez,45510
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"3,004",Nogoya Italia,45510
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"5,922",Nogoya Sur,45511
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"3,188",Nogoya Italia,45511
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"18,4",Crespo,45512
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"9,88",Nogoya Sur,45512
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"5,008",Hernandez,45512
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"1,104",Nogoya Italia,45512
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"16,876",Nogoya Sur,45513
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"9,644",Hernandez,45513
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"9,625",Crespo,45513
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"8,58",Nogoya Italia,45513
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"21,092",Crespo,45514
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"14,62",Nogoya Sur,45514
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"1,012",Nogoya Italia,45514
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"14,116",Crespo,45516
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"2,908",Hernandez,45516
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"1,762",Nogoya Italia,45516
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"26,408",Crespo,45517
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"16,772",Nogoya Sur,45517
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"1,452",Nogoya Italia,45517
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"11,976",Crespo,45518
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"5,762",Hernandez,45518
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"3,848",Nogoya Italia,45518
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"2,774",Nogoya Sur,45518
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"27,042",Crespo,45519
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"1,524",Nogoya Italia,45519
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"17,902",Crespo,45520
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"6,308",Nogoya Italia,45520
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"16,408",Crespo,45523
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"10,282",Nogoya Sur,45523
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"3,706",Nogoya Italia,45523
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"3,08",Hernandez,45523
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"21,182",Crespo,45524
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"16,314",Nogoya Sur,45524
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"0,858",Nogoya Italia,45524
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"8,094",Nogoya Sur,45525
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"3,282",Nogoya Italia,45525
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"1,262",Hernandez,45525
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"40,104",Crespo,45526
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"9,184",Nogoya Sur,45526
102126,ACHURA MONDONGO KG.,CARNE VACUNA,"5,158",Nogoya Italia,45526
