codigo,Descripcion_Articulo_Oferta,Marca_producto,sucursal,fecha_inicio,fecha_fin,stock,Total_Ventas_Unidad,cantidad_ventas_normal,fechas_normal,aumento_ventas,cantidad_dias
259291,AROMATIZANTE POETT 360ML BEBE,CLOROX,Crespo,2024-08-23,2024-08-29,23.0,15,21,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",-28.57,5
259291,AROMATIZANTE POETT 360ML BEBE,CLOROX,Nogoya Italia,2024-08-23,2024-08-29,20.0,3,6,"2024-08-07, 2024-08-08, 2024-08-09, 2024-08-13, 2024-08-14",-50.0,5
259291,AROMATIZANTE POETT 360ML BEBE,CLOROX,Nogoya Sur,2024-08-23,2024-08-29,80.0,6,12,"2024-08-01, 2024-08-07, 2024-08-09, 2024-08-10, 2024-08-13",-50.0,5
260808,AROMATIZANTE POETT 360ML DESPERTAR DE ENERGIA,CLOROX,Nogoya Sur,2024-08-23,2024-08-29,60.0,1,4,"2024-08-01, 2024-08-03, 2024-08-08, 2024-08-31",-75.0,4
260808,AROMATIZANTE POETT 360ML DESPERTAR DE ENERGIA,CLOROX,Crespo,2024-08-23,2024-08-29,21.0,20,31,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-06, 2024-08-07",-35.48,5
260808,AROMATIZANTE POETT 360ML DESPERTAR DE ENERGIA,CLOROX,Nogoya Italia,2024-08-23,2024-08-29,43.0,7,7,"2024-08-06, 2024-08-07, 2024-08-08, 2024-08-21, 2024-08-31",0.0,5
260808,AROMATIZANTE POETT 360ML DESPERTAR DE ENERGIA,CLOROX,Hernandez,2024-08-23,2024-08-29,71.0,6,5,"2024-08-02, 2024-08-05, 2024-08-13, 2024-08-14, 2024-08-30",20.0,5
260807,AROMATIZANTE POETT 360ML ESPIRITU PLAY,CLOROX,Nogoya Sur,2024-08-23,2024-08-29,43.0,5,12,"2024-08-02, 2024-08-03, 2024-08-06, 2024-08-08, 2024-08-14",-58.33,5
260807,AROMATIZANTE POETT 360ML ESPIRITU PLAY,CLOROX,Crespo,2024-08-23,2024-08-29,39.0,10,25,"2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06, 2024-08-08",-60.0,5
260807,AROMATIZANTE POETT 360ML ESPIRITU PLAY,CLOROX,Hernandez,2024-08-23,2024-08-29,60.0,1,6,"2024-08-02, 2024-08-03, 2024-08-07, 2024-08-08, 2024-08-09",-83.33,5
259293,AROMATIZANTE POETT 360ML LAVANDA,CLOROX,Nogoya Sur,2024-08-23,2024-08-29,30.0,9,13,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-07, 2024-08-08",-30.77,5
259293,AROMATIZANTE POETT 360ML LAVANDA,CLOROX,Hernandez,2024-08-23,2024-08-29,74.0,2,11,"2024-08-01, 2024-08-02, 2024-08-06, 2024-08-09, 2024-08-12",-81.82,5
259293,AROMATIZANTE POETT 360ML LAVANDA,CLOROX,Crespo,2024-08-23,2024-08-29,20.0,22,49,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-06, 2024-08-07",-55.1,5
260805,AROMATIZANTE POETT 360ML MUSICA EN PRIMAVERA,CLOROX,Hernandez,2024-08-23,2024-08-29,49.0,8,5,"2024-08-03, 2024-08-06, 2024-08-07, 2024-08-10, 2024-08-22",60.0,5
260805,AROMATIZANTE POETT 360ML MUSICA EN PRIMAVERA,CLOROX,Nogoya Italia,2024-08-23,2024-08-29,11.0,4,9,"2024-08-01, 2024-08-06, 2024-08-08, 2024-08-10, 2024-08-13",-55.56,5
260805,AROMATIZANTE POETT 360ML MUSICA EN PRIMAVERA,CLOROX,Nogoya Sur,2024-08-23,2024-08-29,60.0,2,8,"2024-08-01, 2024-08-03, 2024-08-06, 2024-08-08, 2024-08-14",-75.0,5
260805,AROMATIZANTE POETT 360ML MUSICA EN PRIMAVERA,CLOROX,Crespo,2024-08-23,2024-08-29,28.0,11,36,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-06, 2024-08-07",-69.44,5
259292,AROMATIZANTE POETT 360ML PRIMAVERA,CLOROX,Hernandez,2024-08-23,2024-08-29,30.0,1,7,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-07",-85.71,5
259292,AROMATIZANTE POETT 360ML PRIMAVERA,CLOROX,Nogoya Sur,2024-08-23,2024-08-29,73.0,2,6,"2024-08-01, 2024-08-05, 2024-08-07, 2024-08-10, 2024-08-12",-66.67,5
259292,AROMATIZANTE POETT 360ML PRIMAVERA,CLOROX,Crespo,2024-08-23,2024-08-29,14.0,7,21,"2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06, 2024-08-07",-66.67,5
260804,AROMATIZANTE POETT 360ML SOLO PARA TI,CLOROX,Nogoya Sur,2024-08-23,2024-08-29,120.0,2,8,"2024-08-01, 2024-08-05, 2024-08-06, 2024-08-07, 2024-08-13",-75.0,5
260804,AROMATIZANTE POETT 360ML SOLO PARA TI,CLOROX,Nogoya Italia,2024-08-23,2024-08-29,40.0,3,6,"2024-08-02, 2024-08-05, 2024-08-06, 2024-08-07, 2024-08-08",-50.0,5
260804,AROMATIZANTE POETT 360ML SOLO PARA TI,CLOROX,Hernandez,2024-08-23,2024-08-29,64.0,5,5,"2024-08-02, 2024-08-03, 2024-08-06, 2024-08-22, 2024-08-31",0.0,5
260804,AROMATIZANTE POETT 360ML SOLO PARA TI,CLOROX,Crespo,2024-08-23,2024-08-29,29.0,21,36,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",-41.67,5
58924,ARROZ BARBARA L.F.00000 1 KG.,SAGEMULLER,Nogoya Sur,2024-08-23,2024-08-29,1555.0,353,315,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",12.06,5
58924,ARROZ BARBARA L.F.00000 1 KG.,SAGEMULLER,Nogoya Italia,2024-08-23,2024-08-29,25.0,187,118,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",58.47,5
58924,ARROZ BARBARA L.F.00000 1 KG.,SAGEMULLER,Hernandez,2024-08-23,2024-08-29,262.0,150,81,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",85.19,5
58924,ARROZ BARBARA L.F.00000 1 KG.,SAGEMULLER,Crespo,2024-08-23,2024-08-29,186.0,736,474,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",55.27,5
218407,ARROZ CON LECHE TREGAR CHOCOLATE 180G.,TREGAR,Crespo,2024-08-23,2024-08-27,91.0,31,24,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",29.17,5
218407,ARROZ CON LECHE TREGAR CHOCOLATE 180G.,TREGAR,Hernandez,2024-08-23,2024-08-27,13.0,3,12,"2024-08-13, 2024-08-15, 2024-08-21, 2024-08-28, 2024-08-29",-75.0,5
218404,ARROZ CON LECHE TREGAR LIGHT 180G.,TREGAR,Crespo,2024-08-23,2024-08-27,33.0,10,12,"2024-08-02, 2024-08-03, 2024-08-05, 2024-08-07, 2024-08-08",-16.67,5
16506,ARROZ NOBLE LARGO FINO 00000 1KG.,ARROCEROS VILLA ELIS,Crespo,2024-08-16,2024-08-22,169.0,431,213,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",102.35,5
16506,ARROZ NOBLE LARGO FINO 00000 1KG.,ARROCEROS VILLA ELIS,Nogoya Sur,2024-08-16,2024-08-22,379.0,42,28,"2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06, 2024-08-07",50.0,5
16506,ARROZ NOBLE LARGO FINO 00000 1KG.,ARROCEROS VILLA ELIS,Nogoya Italia,2024-08-16,2024-08-22,333.0,82,17,"2024-08-01, 2024-08-03, 2024-08-05, 2024-08-06, 2024-08-07",382.35,5
16506,ARROZ NOBLE LARGO FINO 00000 1KG.,ARROCEROS VILLA ELIS,Hernandez,2024-08-16,2024-08-22,219.0,20,11,"2024-08-01, 2024-08-03, 2024-08-07, 2024-08-08, 2024-08-10",81.82,5
15105,AZUCAR EN PANCITOS MENDEZ 500G,AZUMENDEZ,Nogoya Sur,2024-08-09,2024-08-15,84.0,1,2,"2024-08-16, 2024-08-30",-50.0,2
15105,AZUCAR EN PANCITOS MENDEZ 500G,AZUMENDEZ,Crespo,2024-08-09,2024-08-15,32.0,24,33,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",-27.27,5
65565,AZUCAR PRIMER PRECIO 1KG.,AZUCAR VARIOS,Hernandez,2024-08-02,2024-08-08,137.0,175,77,"2024-08-01, 2024-08-09, 2024-08-10, 2024-08-12, 2024-08-13",127.27,5
65565,AZUCAR PRIMER PRECIO 1KG.,AZUCAR VARIOS,Nogoya Italia,2024-08-02,2024-08-08,1362.0,297,178,"2024-08-01, 2024-08-09, 2024-08-10, 2024-08-12, 2024-08-13",66.85,5
65565,AZUCAR PRIMER PRECIO 1KG.,AZUCAR VARIOS,Crespo,2024-08-02,2024-08-08,1229.0,2383,1146,"2024-08-01, 2024-08-09, 2024-08-10, 2024-08-12, 2024-08-13",107.94,5
65565,AZUCAR PRIMER PRECIO 1KG.,AZUCAR VARIOS,Nogoya Sur,2024-08-02,2024-08-08,199.0,340,104,"2024-08-01, 2024-08-09, 2024-08-10, 2024-08-12, 2024-08-13",226.92,5
269453,BEBIDA BASE NUEZ PECAN PAMPA VIDA 1L. S/AZUCAR,PAMPA VIDA S.A.,Crespo,2024-08-09,2024-08-15,23.0,17,16,"2024-08-02, 2024-08-03, 2024-08-08, 2024-08-16, 2024-08-21",6.25,5
269453,BEBIDA BASE NUEZ PECAN PAMPA VIDA 1L. S/AZUCAR,PAMPA VIDA S.A.,Nogoya Italia,2024-08-09,2024-08-15,0.0,6,0,,,0
298244,BEBIDA ENERGIZANTE MONSTER ANANA 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,32.0,10,7,"2024-08-01, 2024-08-02",42.86,2
247104,BEBIDA ENERGIZANTE MONSTER GREEN 473ML.LATA,COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,39.0,10,3,"2024-08-01, 2024-08-02",233.33,2
247104,BEBIDA ENERGIZANTE MONSTER GREEN 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,28.0,29,37,"2024-08-01, 2024-08-02",-21.62,2
247105,BEBIDA ENERGIZANTE MONSTER LOCO 473ML.LATA,COCA COLA,Nogoya Italia,2024-08-15,2024-08-16,22.0,2,4,"2024-08-05, 2024-08-13",-50.0,2
247105,BEBIDA ENERGIZANTE MONSTER LOCO 473ML.LATA,COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,37.0,5,4,"2024-08-07, 2024-08-10",25.0,2
247105,BEBIDA ENERGIZANTE MONSTER LOCO 473ML.LATA,COCA COLA,Hernandez,2024-08-15,2024-08-16,22.0,4,2,"2024-08-10, 2024-08-23",100.0,2
247105,BEBIDA ENERGIZANTE MONSTER LOCO 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,25.0,1,38,"2024-08-01, 2024-08-02",-97.37,2
234658,BEBIDA ENERGIZANTE MONSTER ULTRA 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,34.0,12,15,"2024-08-01, 2024-08-02",-20.0,2
251918,BEBIDA ENERGIZANTE MONSTER ULTRA P 473ML.LATA,COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,6.0,2,2,"2024-08-01, 2024-08-03",0.0,2
251918,BEBIDA ENERGIZANTE MONSTER ULTRA P 473ML.LATA,COCA COLA,Nogoya Italia,2024-08-15,2024-08-16,19.0,1,1,2024-08-28,0.0,1
251918,BEBIDA ENERGIZANTE MONSTER ULTRA P 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,72.0,10,9,"2024-08-01, 2024-08-03",11.11,2
251918,BEBIDA ENERGIZANTE MONSTER ULTRA P 473ML.LATA,COCA COLA,Hernandez,2024-08-15,2024-08-16,15.0,1,2,"2024-08-10, 2024-08-12",-50.0,2
256189,BEBIDA ENERGIZANTE MONSTER ULTRA SUNRIS 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,37.0,1,13,"2024-08-03, 2024-08-20",-92.31,2
256189,BEBIDA ENERGIZANTE MONSTER ULTRA SUNRIS 473ML.LATA,COCA COLA,Hernandez,2024-08-15,2024-08-16,24.0,1,2,"2024-08-03, 2024-08-10",-50.0,2
273412,BEBIDA ENERGIZANTE MONSTER VAL ROSSI 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,60.0,15,8,"2024-08-03, 2024-08-07",87.5,2
273412,BEBIDA ENERGIZANTE MONSTER VAL ROSSI 473ML.LATA,COCA COLA,Hernandez,2024-08-15,2024-08-16,13.0,1,2,"2024-08-01, 2024-08-03",-50.0,2
273412,BEBIDA ENERGIZANTE MONSTER VAL ROSSI 473ML.LATA,COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,9.0,3,2,"2024-08-01, 2024-08-02",50.0,2
298245,BEBIDA ENERGIZANTE MONSTER WATERMELON 473ML.LATA,COCA COLA,Hernandez,2024-08-15,2024-08-16,79.0,1,3,"2024-08-21, 2024-08-24",-66.67,2
298245,BEBIDA ENERGIZANTE MONSTER WATERMELON 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,65.0,3,19,"2024-08-01, 2024-08-02",-84.21,2
370440,BEBIDA ENERGIZANTE MONSTER ZERO 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,44.0,6,7,"2024-08-01, 2024-08-02",-14.29,2
281793,BIZCOCHITOS P.PRECIO 200G AZUCARADOS,CILO S.R.L.,Nogoya Italia,2024-08-02,2024-08-08,129.0,53,16,"2024-08-09, 2024-08-10, 2024-08-12, 2024-08-13, 2024-08-14",231.25,5
281793,BIZCOCHITOS P.PRECIO 200G AZUCARADOS,CILO S.R.L.,Crespo,2024-08-02,2024-08-08,19.0,74,20,"2024-08-01, 2024-08-10, 2024-08-12, 2024-08-13, 2024-08-14",270.0,5
281793,BIZCOCHITOS P.PRECIO 200G AZUCARADOS,CILO S.R.L.,Nogoya Sur,2024-08-02,2024-08-08,42.0,44,1,2024-08-01,4300.0,1
281765,BIZCOCHITOS P.PRECIO 200G GRASA,CILO S.R.L.,Crespo,2024-08-02,2024-08-08,35.0,123,33,"2024-08-01, 2024-08-10, 2024-08-13, 2024-08-14, 2024-08-15",272.73,5
281765,BIZCOCHITOS P.PRECIO 200G GRASA,CILO S.R.L.,Nogoya Italia,2024-08-02,2024-08-08,161.0,50,23,"2024-08-09, 2024-08-10, 2024-08-12, 2024-08-13, 2024-08-14",117.39,5
285467,BIZCOCHOS 9 DE ORO GRANOLA 180G.,MOLINO CAÑUELAS,Crespo,2024-08-06,2024-08-30,300.0,240,12,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05",1900.0,4
441487,BIZCOCHOS 9 DE ORO SALVADO 200GRS,MOLINO CAÑUELAS,Nogoya Italia,2024-08-06,2024-08-30,0.0,24,0,,,0
441487,BIZCOCHOS 9 DE ORO SALVADO 200GRS,MOLINO CAÑUELAS,Crespo,2024-08-06,2024-08-30,279.0,396,48,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-31",725.0,5
441487,BIZCOCHOS 9 DE ORO SALVADO 200GRS,MOLINO CAÑUELAS,Nogoya Sur,2024-08-06,2024-08-30,0.0,14,7,2024-08-31,100.0,1
251359,BIZCOCHOS DE ARROZ GALLO CHIPS QUESO 100G.,CHOCOARROZ,Crespo,2024-08-06,2024-08-26,88.0,45,10,"2024-08-01, 2024-08-03, 2024-08-05",350.0,3
251359,BIZCOCHOS DE ARROZ GALLO CHIPS QUESO 100G.,CHOCOARROZ,Nogoya Sur,2024-08-06,2024-08-26,11.0,4,2,"2024-08-01, 2024-08-03",100.0,2
267434,BIZCOCHOS DE ARROZ GALLO CHIPS QUESO 150G.,CHOCOARROZ,Crespo,2024-08-06,2024-08-16,40.0,14,10,"2024-08-02, 2024-08-03, 2024-08-19, 2024-08-21, 2024-08-23",40.0,5
267434,BIZCOCHOS DE ARROZ GALLO CHIPS QUESO 150G.,CHOCOARROZ,Hernandez,2024-08-06,2024-08-16,37.0,3,5,"2024-08-02, 2024-08-05, 2024-08-29, 2024-08-30",-40.0,4
267434,BIZCOCHOS DE ARROZ GALLO CHIPS QUESO 150G.,CHOCOARROZ,Nogoya Sur,2024-08-06,2024-08-16,21.0,11,0,,,0
26522,BIZCOCHUELO BARBARA LIMON 450G.,SAGEMULLER,Nogoya Italia,2024-08-16,2024-08-22,94.0,6,13,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",-53.85,5
26522,BIZCOCHUELO BARBARA LIMON 450G.,SAGEMULLER,Crespo,2024-08-16,2024-08-22,93.0,88,53,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",66.04,5
26522,BIZCOCHUELO BARBARA LIMON 450G.,SAGEMULLER,Nogoya Sur,2024-08-16,2024-08-22,28.0,24,12,"2024-08-01, 2024-08-03, 2024-08-06, 2024-08-08, 2024-08-13",100.0,5
622765,BIZCOCHUELO BARBARA NARANJA 450GRS,SAGEMULLER,Nogoya Sur,2024-08-16,2024-08-22,32.0,12,11,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-07, 2024-08-08",9.09,5
622765,BIZCOCHUELO BARBARA NARANJA 450GRS,SAGEMULLER,Nogoya Italia,2024-08-16,2024-08-22,96.0,11,9,"2024-08-14, 2024-08-27, 2024-08-28, 2024-08-30, 2024-08-31",22.22,5
622765,BIZCOCHUELO BARBARA NARANJA 450GRS,SAGEMULLER,Crespo,2024-08-16,2024-08-22,100.0,54,47,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-08",14.89,5
622772,BIZCOCHUELO BARBARA VAINILLA 450GRS,SAGEMULLER,Nogoya Sur,2024-08-16,2024-08-22,13.0,13,9,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-06, 2024-08-07",44.44,5
622772,BIZCOCHUELO BARBARA VAINILLA 450GRS,SAGEMULLER,Hernandez,2024-08-16,2024-08-22,14.0,13,6,"2024-08-02, 2024-08-06, 2024-08-10, 2024-08-14, 2024-08-15",116.67,5
622772,BIZCOCHUELO BARBARA VAINILLA 450GRS,SAGEMULLER,Crespo,2024-08-16,2024-08-22,77.0,88,63,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",39.68,5
622772,BIZCOCHUELO BARBARA VAINILLA 450GRS,SAGEMULLER,Nogoya Italia,2024-08-16,2024-08-22,75.0,11,7,"2024-08-02, 2024-08-15, 2024-08-26, 2024-08-27, 2024-08-28",57.14,5
282065,BIZCOCHUELO EXQUISITA BROWNIES 400G SIN TACC,MOLINOS RIO DL.PLATA,Crespo,2024-08-02,2024-08-08,22.0,19,15,"2024-08-01, 2024-08-09, 2024-08-10, 2024-08-16, 2024-08-20",26.67,5
282065,BIZCOCHUELO EXQUISITA BROWNIES 400G SIN TACC,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-02,2024-08-08,12.0,4,2,"2024-08-14, 2024-08-29",100.0,2
259672,BIZCOCHUELO EXQUISITA CHOC.450G SIN TACC,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-09,2024-08-15,24.0,4,5,"2024-08-16, 2024-08-21, 2024-08-22, 2024-08-24, 2024-08-31",-20.0,5
259672,BIZCOCHUELO EXQUISITA CHOC.450G SIN TACC,MOLINOS RIO DL.PLATA,Crespo,2024-08-09,2024-08-15,102.0,29,12,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-08",141.67,5
259672,BIZCOCHUELO EXQUISITA CHOC.450G SIN TACC,MOLINOS RIO DL.PLATA,Hernandez,2024-08-09,2024-08-15,3.0,2,2,"2024-08-02, 2024-08-27",0.0,2
13314,BIZCOCHUELO EXQUISITA CHOC.540,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-09,2024-08-15,20.0,20,11,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-07",81.82,5
13314,BIZCOCHUELO EXQUISITA CHOC.540,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-09,2024-08-15,0.0,18,7,"2024-08-02, 2024-08-16, 2024-08-19, 2024-08-22, 2024-08-24",157.14,5
13314,BIZCOCHUELO EXQUISITA CHOC.540,MOLINOS RIO DL.PLATA,Crespo,2024-08-09,2024-08-15,32.0,39,25,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",56.0,5
13772,BIZCOCHUELO EXQUISITA COCO 540,MOLINOS RIO DL.PLATA,Hernandez,2024-08-06,2024-08-23,17.0,7,1,2024-08-28,600.0,1
13772,BIZCOCHUELO EXQUISITA COCO 540,MOLINOS RIO DL.PLATA,Crespo,2024-08-06,2024-08-23,128.0,132,14,"2024-08-02, 2024-08-03, 2024-08-05, 2024-08-26, 2024-08-27",842.86,5
13772,BIZCOCHUELO EXQUISITA COCO 540,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-06,2024-08-23,18.0,13,5,"2024-08-02, 2024-08-30, 2024-08-31",160.0,3
13772,BIZCOCHUELO EXQUISITA COCO 540,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-06,2024-08-23,-6.0,9,6,"2024-08-28, 2024-08-30, 2024-08-31",50.0,3
13420,BIZCOCHUELO EXQUISITA LIMON 540G,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-09,2024-08-15,72.0,17,9,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-07",88.89,5
13420,BIZCOCHUELO EXQUISITA LIMON 540G,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-09,2024-08-15,17.0,13,6,"2024-08-02, 2024-08-06, 2024-08-16, 2024-08-19, 2024-08-20",116.67,5
13420,BIZCOCHUELO EXQUISITA LIMON 540G,MOLINOS RIO DL.PLATA,Crespo,2024-08-09,2024-08-15,27.0,33,24,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-07",37.5,5
13277,BIZCOCHUELO EXQUISITA NARANJA 540G,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-06,2024-08-15,42.0,11,8,"2024-08-01, 2024-08-02, 2024-08-16, 2024-08-19, 2024-08-22",37.5,5
13277,BIZCOCHUELO EXQUISITA NARANJA 540G,MOLINOS RIO DL.PLATA,Hernandez,2024-08-06,2024-08-15,6.0,5,6,"2024-08-23, 2024-08-26, 2024-08-27, 2024-08-28, 2024-08-30",-16.67,5
13277,BIZCOCHUELO EXQUISITA NARANJA 540G,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-06,2024-08-15,16.0,14,6,"2024-08-02, 2024-08-16, 2024-08-19",133.33,3
13277,BIZCOCHUELO EXQUISITA NARANJA 540G,MOLINOS RIO DL.PLATA,Crespo,2024-08-06,2024-08-15,172.0,116,27,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-22",329.63,5
259676,BIZCOCHUELO EXQUISITA VAIN.450G SIN TACC,MOLINOS RIO DL.PLATA,Crespo,2024-08-09,2024-08-15,34.0,36,20,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-07",80.0,5
259676,BIZCOCHUELO EXQUISITA VAIN.450G SIN TACC,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-09,2024-08-15,0.0,2,7,"2024-08-03, 2024-08-07, 2024-08-08, 2024-08-22, 2024-08-23",-71.43,5
259676,BIZCOCHUELO EXQUISITA VAIN.450G SIN TACC,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-09,2024-08-15,24.0,8,7,"2024-08-22, 2024-08-23, 2024-08-28, 2024-08-29, 2024-08-31",14.29,5
13345,BIZCOCHUELO EXQUISITA VAIN.540,MOLINOS RIO DL.PLATA,Crespo,2024-08-09,2024-08-15,23.0,28,42,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",-33.33,5
13345,BIZCOCHUELO EXQUISITA VAIN.540,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-09,2024-08-15,35.0,19,7,"2024-08-02, 2024-08-06, 2024-08-07, 2024-08-08, 2024-08-16",171.43,5
13345,BIZCOCHUELO EXQUISITA VAIN.540,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-09,2024-08-15,37.0,32,11,"2024-08-01, 2024-08-03, 2024-08-08, 2024-08-16, 2024-08-19",190.91,5
115300,BOCADITOS GRANIX FRUTILLA KG.,CEAPE GRANEL,Crespo,2024-08-02,2024-08-08,38.0,35,19,"2024-08-01, 2024-08-09, 2024-08-10, 2024-08-12, 2024-08-13",84.21,5
31839,CEREAL GRANIX SKARCHITOS 240 G,CEAPE,Nogoya Italia,2024-08-16,2024-08-22,125.0,15,16,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",-6.25,5
31839,CEREAL GRANIX SKARCHITOS 240 G,CEAPE,Hernandez,2024-08-16,2024-08-22,1.0,15,23,"2024-08-23, 2024-08-24, 2024-08-27, 2024-08-28, 2024-08-29",-34.78,5
31839,CEREAL GRANIX SKARCHITOS 240 G,CEAPE,Crespo,2024-08-16,2024-08-22,32.0,44,20,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",120.0,5
102835,CEREAL GRANIX SKARCHITOS KG.,CEAPE GRANEL,Crespo,2024-08-23,2024-08-29,8.0,10,5,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-07",100.0,5
264635,CEREAL JULICROC ARITOS FRUTALES 150G.,JULI CROC,Crespo,2024-08-16,2024-08-22,92.0,7,21,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",-66.67,5
264635,CEREAL JULICROC ARITOS FRUTALES 150G.,JULI CROC,Nogoya Italia,2024-08-16,2024-08-22,32.0,7,5,"2024-08-05, 2024-08-06, 2024-08-07, 2024-08-09, 2024-08-12",40.0,5
344283,CEREAL JULICROC BEE CROC 120G,JULI CROC,Crespo,2024-08-16,2024-08-22,38.0,3,8,"2024-08-02, 2024-08-06, 2024-08-10, 2024-08-14, 2024-08-24",-62.5,5
264636,CEREAL JULICROC BOLITAS CHOCOLATE 150G.,JULI CROC,Crespo,2024-08-16,2024-08-22,72.0,21,41,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",-48.78,5
264636,CEREAL JULICROC BOLITAS CHOCOLATE 150G.,JULI CROC,Nogoya Italia,2024-08-16,2024-08-22,41.0,12,7,"2024-08-10, 2024-08-23, 2024-08-24, 2024-08-27, 2024-08-30",71.43,5
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Nogoya Sur,2024-08-09,2024-08-15,22.0,6,4,"2024-08-03, 2024-08-07, 2024-08-21",50.0,3
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Nogoya Sur,2024-08-02,2024-08-08,25.0,3,4,"2024-08-14, 2024-08-15, 2024-08-21",-25.0,3
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Nogoya Italia,2024-08-09,2024-08-15,7.0,6,3,"2024-08-27, 2024-08-31",100.0,2
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Hernandez,2024-08-09,2024-08-15,8.0,2,7,"2024-08-02, 2024-08-06, 2024-08-29",-71.43,3
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Hernandez,2024-08-02,2024-08-08,13.0,5,3,"2024-08-09, 2024-08-29",66.67,2
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Crespo,2024-08-09,2024-08-15,98.0,24,14,"2024-08-03, 2024-08-08, 2024-08-22, 2024-08-28, 2024-08-29",71.43,5
