codigo,Descripcion_Articulo_Oferta,Marca_producto,sucursal,fecha_inicio,fecha_fin,stock,Total_Ventas_Unidad,cantidad_ventas_normal,fechas_normal,aumento_ventas,cantidad_dias
281659,"ACEITE DE GIRASOL LEGITIMO 1,5L.",BUNGE,Crespo,2024-08-24,2024-08-29,560.0,1640,544,"2024-08-12, 2024-08-13, 2024-08-14, 2024-08-15, 2024-08-16",201.47,5
281659,"ACEITE DE GIRASOL LEGITIMO 1,5L.",BUNGE,Nogoya Italia,2024-08-24,2024-08-29,222.0,219,67,"2024-08-22, 2024-08-23, 2024-08-30, 2024-08-31",226.87,4
257862,ACONDICIONADOR SEDAL 340ML BOMBA ARGAN,SEDAL NUEVO,Crespo,2024-08-02,2024-08-08,17.0,21,6,"2024-08-01, 2024-08-10, 2024-08-13, 2024-08-15, 2024-08-16",250.0,5
257862,ACONDICIONADOR SEDAL 340ML BOMBA ARGAN,SEDAL NUEVO,Nogoya Italia,2024-08-02,2024-08-08,36.0,10,6,"2024-08-13, 2024-08-20, 2024-08-28, 2024-08-29, 2024-08-30",66.67,5
257862,ACONDICIONADOR SEDAL 340ML BOMBA ARGAN,SEDAL NUEVO,Nogoya Sur,2024-08-02,2024-08-08,49.0,6,6,"2024-08-01, 2024-08-15, 2024-08-16, 2024-08-21, 2024-08-30",0.0,5
256121,ACONDICIONADOR SEDAL 340ML CARBON ACTIVADO,SEDAL NUEVO,Hernandez,2024-08-02,2024-08-08,9.0,1,1,2024-08-14,0.0,1
256121,ACONDICIONADOR SEDAL 340ML CARBON ACTIVADO,SEDAL NUEVO,Nogoya Sur,2024-08-02,2024-08-08,66.0,6,6,"2024-08-10, 2024-08-13, 2024-08-16, 2024-08-30, 2024-08-31",0.0,5
256121,ACONDICIONADOR SEDAL 340ML CARBON ACTIVADO,SEDAL NUEVO,Crespo,2024-08-02,2024-08-08,5.0,13,8,"2024-08-09, 2024-08-10, 2024-08-13, 2024-08-14, 2024-08-22",62.5,5
87075,ACONDICIONADOR SEDAL 340ML CERAMIDAS,SEDAL NUEVO,Nogoya Italia,2024-08-02,2024-08-08,57.0,9,7,"2024-08-13, 2024-08-21, 2024-08-22, 2024-08-24",28.57,4
87075,ACONDICIONADOR SEDAL 340ML CERAMIDAS,SEDAL NUEVO,Hernandez,2024-08-02,2024-08-08,8.0,3,2,"2024-08-09, 2024-08-13",50.0,2
87075,ACONDICIONADOR SEDAL 340ML CERAMIDAS,SEDAL NUEVO,Crespo,2024-08-02,2024-08-08,17.0,9,6,"2024-08-12, 2024-08-14, 2024-08-15, 2024-08-19, 2024-08-22",50.0,5
262497,ACONDICIONADOR SEDAL 340ML COLAGENO Y VIT C,SEDAL NUEVO,Crespo,2024-08-02,2024-08-08,24.0,13,7,"2024-08-12, 2024-08-13, 2024-08-14, 2024-08-16, 2024-08-19",85.71,5
87076,ACONDICIONADOR SEDAL 340ML CREMA BALANCE,SEDAL NUEVO,Nogoya Italia,2024-08-02,2024-08-08,36.0,8,7,"2024-08-10, 2024-08-14, 2024-08-19, 2024-08-20, 2024-08-22",14.29,5
87076,ACONDICIONADOR SEDAL 340ML CREMA BALANCE,SEDAL NUEVO,Nogoya Sur,2024-08-02,2024-08-08,44.0,17,7,"2024-08-01, 2024-08-12, 2024-08-15, 2024-08-16, 2024-08-21",142.86,5
87076,ACONDICIONADOR SEDAL 340ML CREMA BALANCE,SEDAL NUEVO,Crespo,2024-08-02,2024-08-08,40.0,33,7,"2024-08-01, 2024-08-10, 2024-08-13, 2024-08-14, 2024-08-15",371.43,5
262496,ACONDICIONADOR SEDAL 340ML HIALURONICO Y VIT A,SEDAL NUEVO,Hernandez,2024-08-02,2024-08-08,8.0,1,2,2024-08-10,-50.0,1
262496,ACONDICIONADOR SEDAL 340ML HIALURONICO Y VIT A,SEDAL NUEVO,Crespo,2024-08-02,2024-08-08,18.0,19,7,"2024-08-01, 2024-08-19, 2024-08-21, 2024-08-22, 2024-08-23",171.43,5
262496,ACONDICIONADOR SEDAL 340ML HIALURONICO Y VIT A,SEDAL NUEVO,Nogoya Sur,2024-08-02,2024-08-08,42.0,6,1,2024-08-01,500.0,1
274114,ACONDICIONADOR SEDAL 340ML JENGIBRE Y RICINO,SEDAL NUEVO,Hernandez,2024-08-02,2024-08-08,11.0,1,2,"2024-08-19, 2024-08-24",-50.0,2
274114,ACONDICIONADOR SEDAL 340ML JENGIBRE Y RICINO,SEDAL NUEVO,Nogoya Italia,2024-08-02,2024-08-08,57.0,1,4,"2024-08-10, 2024-08-14, 2024-08-15, 2024-08-31",-75.0,4
87073,ACONDICIONADOR SEDAL 340ML LISO PERFECTO,SEDAL NUEVO,Crespo,2024-08-02,2024-08-08,6.0,10,16,"2024-08-01, 2024-08-09, 2024-08-12, 2024-08-13, 2024-08-14",-37.5,5
87073,ACONDICIONADOR SEDAL 340ML LISO PERFECTO,SEDAL NUEVO,Nogoya Italia,2024-08-02,2024-08-08,37.0,11,7,"2024-08-10, 2024-08-19, 2024-08-20, 2024-08-26, 2024-08-30",57.14,5
87073,ACONDICIONADOR SEDAL 340ML LISO PERFECTO,SEDAL NUEVO,Nogoya Sur,2024-08-02,2024-08-08,46.0,17,8,"2024-08-01, 2024-08-10, 2024-08-12, 2024-08-19, 2024-08-21",112.5,5
301636,ACONDICIONADOR SEDAL 340ML PREBIOTICOS+BIOTINA,SEDAL NUEVO,Nogoya Sur,2024-08-02,2024-08-08,49.0,1,15,"2024-08-01, 2024-08-10, 2024-08-12, 2024-08-14, 2024-08-16",-93.33,5
301636,ACONDICIONADOR SEDAL 340ML PREBIOTICOS+BIOTINA,SEDAL NUEVO,Hernandez,2024-08-02,2024-08-08,3.0,2,3,"2024-08-16, 2024-08-22, 2024-08-27",-33.33,3
301636,ACONDICIONADOR SEDAL 340ML PREBIOTICOS+BIOTINA,SEDAL NUEVO,Crespo,2024-08-02,2024-08-08,10.0,17,7,"2024-08-09, 2024-08-10, 2024-08-12, 2024-08-14, 2024-08-16",142.86,5
87080,ACONDICIONADOR SEDAL 340ML REST.INSTANTANEA,SEDAL NUEVO,Nogoya Sur,2024-08-02,2024-08-08,36.0,16,6,"2024-08-01, 2024-08-14, 2024-08-15, 2024-08-16, 2024-08-24",166.67,5
87080,ACONDICIONADOR SEDAL 340ML REST.INSTANTANEA,SEDAL NUEVO,Crespo,2024-08-02,2024-08-08,68.0,40,9,"2024-08-01, 2024-08-10, 2024-08-13, 2024-08-14, 2024-08-15",344.44,5
87074,ACONDICIONADOR SEDAL 340ML RIZOS DEFINIDOS,SEDAL NUEVO,Nogoya Sur,2024-08-02,2024-08-08,105.0,5,7,"2024-08-10, 2024-08-21, 2024-08-22, 2024-08-28, 2024-08-29",-28.57,5
87074,ACONDICIONADOR SEDAL 340ML RIZOS DEFINIDOS,SEDAL NUEVO,Crespo,2024-08-02,2024-08-08,56.0,18,12,"2024-08-01, 2024-08-12, 2024-08-14, 2024-08-15, 2024-08-19",50.0,5
383927,ADEREZO HELLMANNS DP. 250G PICANTE,UNILEVER BEST FOODS,Nogoya Italia,2024-08-23,2024-08-29,16.0,7,5,"2024-08-06, 2024-08-08, 2024-08-16, 2024-08-20, 2024-08-22",40.0,5
383927,ADEREZO HELLMANNS DP. 250G PICANTE,UNILEVER BEST FOODS,Nogoya Sur,2024-08-23,2024-08-29,48.0,11,1,2024-08-31,1000.0,1
383927,ADEREZO HELLMANNS DP. 250G PICANTE,UNILEVER BEST FOODS,Crespo,2024-08-23,2024-08-29,78.0,25,23,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",8.7,5
383927,ADEREZO HELLMANNS DP. 250G PICANTE,UNILEVER BEST FOODS,Hernandez,2024-08-23,2024-08-29,23.0,8,3,"2024-08-22, 2024-08-31",166.67,2
293777,"AGUA MINERAL S.DE LOS PADRES 6,25 LT.",NUTRECO ALIMENTOS,Crespo,2024-08-02,2024-08-03,125.0,38,25,"2024-08-01, 2024-08-05",52.0,2
293777,"AGUA MINERAL S.DE LOS PADRES 6,25 LT.",NUTRECO ALIMENTOS,Nogoya Sur,2024-08-02,2024-08-03,62.0,4,4,"2024-08-01, 2024-08-07",0.0,2
293777,"AGUA MINERAL S.DE LOS PADRES 6,25 LT.",NUTRECO ALIMENTOS,Nogoya Italia,2024-08-02,2024-08-03,45.0,1,2,"2024-08-01, 2024-08-05",-50.0,2
293777,"AGUA MINERAL S.DE LOS PADRES 6,25 LT.",NUTRECO ALIMENTOS,Hernandez,2024-08-02,2024-08-03,32.0,3,5,"2024-08-01, 2024-08-06",-40.0,2
66117,"AGUA SAB.AQUARIUS 1,500CC.LIMONADA",COCA COLA,Hernandez,2024-08-15,2024-08-16,0.0,7,2,"2024-08-01, 2024-08-10",250.0,2
66117,"AGUA SAB.AQUARIUS 1,500CC.LIMONADA",COCA COLA,Crespo,2024-08-23,2024-08-24,121.0,50,37,"2024-08-01, 2024-08-02",35.14,2
66117,"AGUA SAB.AQUARIUS 1,500CC.LIMONADA",COCA COLA,Crespo,2024-08-15,2024-08-16,141.0,93,37,"2024-08-01, 2024-08-02",151.35,2
66117,"AGUA SAB.AQUARIUS 1,500CC.LIMONADA",COCA COLA,Hernandez,2024-08-23,2024-08-24,55.0,2,2,"2024-08-01, 2024-08-10",0.0,2
66117,"AGUA SAB.AQUARIUS 1,500CC.LIMONADA",COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,3.0,1,8,"2024-08-01, 2024-08-02",-87.5,2
66117,"AGUA SAB.AQUARIUS 1,500CC.LIMONADA",COCA COLA,Nogoya Italia,2024-08-15,2024-08-16,13.0,2,2,"2024-08-14, 2024-08-27",0.0,2
328908,"AGUA SAB.AQUARIUS 1,500CC.MANZANA",COCA COLA,Crespo,2024-08-23,2024-08-24,93.0,32,13,"2024-08-01, 2024-08-02",146.15,2
328908,"AGUA SAB.AQUARIUS 1,500CC.MANZANA",COCA COLA,Hernandez,2024-08-15,2024-08-16,-9.0,7,5,"2024-08-01, 2024-08-02",40.0,2
328908,"AGUA SAB.AQUARIUS 1,500CC.MANZANA",COCA COLA,Hernandez,2024-08-23,2024-08-24,50.0,2,5,"2024-08-01, 2024-08-02",-60.0,2
328908,"AGUA SAB.AQUARIUS 1,500CC.MANZANA",COCA COLA,Nogoya Sur,2024-08-23,2024-08-24,25.0,1,12,"2024-08-01, 2024-08-02",-91.67,2
328908,"AGUA SAB.AQUARIUS 1,500CC.MANZANA",COCA COLA,Crespo,2024-08-15,2024-08-16,64.0,47,13,"2024-08-01, 2024-08-02",261.54,2
328908,"AGUA SAB.AQUARIUS 1,500CC.MANZANA",COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,29.0,4,12,"2024-08-01, 2024-08-02",-66.67,2
850,"AGUA SAB.AQUARIUS 1,500CC.NARANJA",COCA COLA,Crespo,2024-08-15,2024-08-16,135.0,106,84,"2024-08-01, 2024-08-02",26.19,2
850,"AGUA SAB.AQUARIUS 1,500CC.NARANJA",COCA COLA,Crespo,2024-08-23,2024-08-24,137.0,57,84,"2024-08-01, 2024-08-02",-32.14,2
850,"AGUA SAB.AQUARIUS 1,500CC.NARANJA",COCA COLA,Hernandez,2024-08-15,2024-08-16,0.0,10,3,"2024-08-19, 2024-08-20",233.33,2
850,"AGUA SAB.AQUARIUS 1,500CC.NARANJA",COCA COLA,Hernandez,2024-08-23,2024-08-24,53.0,6,10,"2024-08-15, 2024-08-16",-40.0,2
850,"AGUA SAB.AQUARIUS 1,500CC.NARANJA",COCA COLA,Nogoya Italia,2024-08-15,2024-08-16,-1.0,1,2,"2024-08-01, 2024-08-02",-50.0,2
850,"AGUA SAB.AQUARIUS 1,500CC.NARANJA",COCA COLA,Nogoya Italia,2024-08-23,2024-08-24,25.0,4,2,"2024-08-01, 2024-08-02",100.0,2
850,"AGUA SAB.AQUARIUS 1,500CC.NARANJA",COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,29.0,2,19,"2024-08-01, 2024-08-02",-89.47,2
850,"AGUA SAB.AQUARIUS 1,500CC.NARANJA",COCA COLA,Nogoya Sur,2024-08-23,2024-08-24,35.0,8,19,"2024-08-01, 2024-08-02",-57.89,2
328748,"AGUA SAB.AQUARIUS 1,500CC.PERA",COCA COLA,Crespo,2024-08-15,2024-08-16,135.0,69,113,"2024-08-01, 2024-08-02",-38.94,2
328748,"AGUA SAB.AQUARIUS 1,500CC.PERA",COCA COLA,Hernandez,2024-08-15,2024-08-16,0.0,10,6,"2024-08-23, 2024-08-24",66.67,2
328748,"AGUA SAB.AQUARIUS 1,500CC.PERA",COCA COLA,Hernandez,2024-08-23,2024-08-24,79.0,6,10,"2024-08-15, 2024-08-16",-40.0,2
328748,"AGUA SAB.AQUARIUS 1,500CC.PERA",COCA COLA,Nogoya Italia,2024-08-15,2024-08-16,23.0,4,3,"2024-08-08, 2024-08-09",33.33,2
328748,"AGUA SAB.AQUARIUS 1,500CC.PERA",COCA COLA,Nogoya Italia,2024-08-23,2024-08-24,54.0,8,3,"2024-08-08, 2024-08-09",166.67,2
328748,"AGUA SAB.AQUARIUS 1,500CC.PERA",COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,18.0,3,8,"2024-08-01, 2024-08-02",-62.5,2
328748,"AGUA SAB.AQUARIUS 1,500CC.PERA",COCA COLA,Nogoya Sur,2024-08-23,2024-08-24,19.0,2,8,"2024-08-01, 2024-08-02",-75.0,2
328748,"AGUA SAB.AQUARIUS 1,500CC.PERA",COCA COLA,Crespo,2024-08-23,2024-08-24,143.0,98,113,"2024-08-01, 2024-08-02",-13.27,2
328915,"AGUA SAB.AQUARIUS 1,500CC.POMELO",COCA COLA,Nogoya Italia,2024-08-23,2024-08-24,9.0,3,3,"2024-08-15, 2024-08-22",0.0,2
328915,"AGUA SAB.AQUARIUS 1,500CC.POMELO",COCA COLA,Nogoya Italia,2024-08-15,2024-08-16,12.0,1,5,"2024-08-22, 2024-08-24",-80.0,2
328915,"AGUA SAB.AQUARIUS 1,500CC.POMELO",COCA COLA,Nogoya Sur,2024-08-23,2024-08-24,6.0,6,14,"2024-08-01, 2024-08-02",-57.14,2
328915,"AGUA SAB.AQUARIUS 1,500CC.POMELO",COCA COLA,Crespo,2024-08-23,2024-08-24,112.0,75,60,"2024-08-01, 2024-08-02",25.0,2
328915,"AGUA SAB.AQUARIUS 1,500CC.POMELO",COCA COLA,Crespo,2024-08-15,2024-08-16,106.0,67,60,"2024-08-01, 2024-08-02",11.67,2
389278,"AGUA SAB.AQUARIUS 1,500CC.POMELO ROSADO",COCA COLA,Crespo,2024-08-23,2024-08-24,124.0,13,13,"2024-08-01, 2024-08-02",0.0,2
389278,"AGUA SAB.AQUARIUS 1,500CC.POMELO ROSADO",COCA COLA,Crespo,2024-08-15,2024-08-16,83.0,22,13,"2024-08-01, 2024-08-02",69.23,2
389278,"AGUA SAB.AQUARIUS 1,500CC.POMELO ROSADO",COCA COLA,Nogoya Italia,2024-08-15,2024-08-16,10.0,2,2,"2024-08-13, 2024-08-14",0.0,2
389278,"AGUA SAB.AQUARIUS 1,500CC.POMELO ROSADO",COCA COLA,Nogoya Italia,2024-08-23,2024-08-24,7.0,1,2,"2024-08-13, 2024-08-14",-50.0,2
395517,ALIMENTO CHOCOLATE QUILLA 200 GR,JOAQUIN CUTCHET S.A.,Hernandez,2024-08-02,2024-08-10,25.0,2,5,"2024-08-13, 2024-08-15, 2024-08-20, 2024-08-21, 2024-08-24",-60.0,5
395517,ALIMENTO CHOCOLATE QUILLA 200 GR,JOAQUIN CUTCHET S.A.,Crespo,2024-08-02,2024-08-10,122.0,134,65,"2024-08-01, 2024-08-12, 2024-08-13, 2024-08-14, 2024-08-15",106.15,5
395517,ALIMENTO CHOCOLATE QUILLA 200 GR,JOAQUIN CUTCHET S.A.,Nogoya Sur,2024-08-02,2024-08-10,115.0,5,5,"2024-08-16, 2024-08-19, 2024-08-22, 2024-08-23, 2024-08-30",0.0,5
8424,ALIMENTO CHOCOLATE QUILLA 450G,JOAQUIN CUTCHET S.A.,Nogoya Sur,2024-08-02,2024-08-10,141.0,6,7,"2024-08-01, 2024-08-13, 2024-08-15, 2024-08-19, 2024-08-21",-14.29,5
8424,ALIMENTO CHOCOLATE QUILLA 450G,JOAQUIN CUTCHET S.A.,Nogoya Italia,2024-08-02,2024-08-10,9.0,1,0,,,0
8424,ALIMENTO CHOCOLATE QUILLA 450G,JOAQUIN CUTCHET S.A.,Crespo,2024-08-02,2024-08-10,77.0,89,57,"2024-08-01, 2024-08-12, 2024-08-13, 2024-08-14, 2024-08-15",56.14,5
8424,ALIMENTO CHOCOLATE QUILLA 450G,JOAQUIN CUTCHET S.A.,Hernandez,2024-08-02,2024-08-10,24.0,4,2,"2024-08-12, 2024-08-24",100.0,2
8431,ALIMENTO CHOCOLATE QUILLA 900G,JOAQUIN CUTCHET S.A.,Hernandez,2024-08-02,2024-08-10,10.0,11,-9,"2024-08-21, 2024-08-27",,2
8431,ALIMENTO CHOCOLATE QUILLA 900G,JOAQUIN CUTCHET S.A.,Crespo,2024-08-02,2024-08-10,51.0,75,38,"2024-08-01, 2024-08-12, 2024-08-13, 2024-08-14, 2024-08-15",97.37,5
202227,ALIMENTO CHOCOLATE TODDY 360G. EXTREMO,GEORGALOS,Crespo,2024-08-02,2024-08-08,74.0,797,63,"2024-08-01, 2024-08-09, 2024-08-10, 2024-08-12, 2024-08-13",1165.08,5
202227,ALIMENTO CHOCOLATE TODDY 360G. EXTREMO,GEORGALOS,Hernandez,2024-08-02,2024-08-08,12.0,11,3,"2024-08-01, 2024-08-30",266.67,2
248753,"ALIMENTO DOG CHOW 1,5K. S/C CACH. M/P (10700)",DELLA SCHIAVA,Crespo,2024-08-16,2024-08-30,139.0,55,27,"2024-08-01, 2024-08-03, 2024-08-13, 2024-08-15, 2024-08-31",103.7,5
263372,ALIMENTO DOG CHOW 3KG.CA. S/C R.PEQUEÑA (10608),DELLA SCHIAVA,Crespo,2024-08-06,2024-08-30,79.0,34,5,2024-08-31,580.0,1
264259,ALMOHADITAS P.PRECIO RELL.AVELLANA 180G.,LASFOR S.R.L.,Crespo,2024-08-09,2024-08-15,48.0,52,22,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-06, 2024-08-08",136.36,5
264259,ALMOHADITAS P.PRECIO RELL.AVELLANA 180G.,LASFOR S.R.L.,Hernandez,2024-08-09,2024-08-15,18.0,2,11,"2024-08-16, 2024-08-19, 2024-08-20, 2024-08-23, 2024-08-24",-81.82,5
264259,ALMOHADITAS P.PRECIO RELL.AVELLANA 180G.,LASFOR S.R.L.,Nogoya Sur,2024-08-09,2024-08-15,98.0,28,18,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",55.56,5
37558,ALMOHADITAS P.PRECIO RELL.CHOCO.180,LASFOR S.R.L.,Nogoya Sur,2024-08-09,2024-08-15,104.0,10,19,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-08",-47.37,5
37558,ALMOHADITAS P.PRECIO RELL.CHOCO.180,LASFOR S.R.L.,Crespo,2024-08-09,2024-08-15,14.0,40,21,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-06, 2024-08-07",90.48,5
37558,ALMOHADITAS P.PRECIO RELL.CHOCO.180,LASFOR S.R.L.,Nogoya Italia,2024-08-09,2024-08-15,36.0,31,14,"2024-08-16, 2024-08-21, 2024-08-22, 2024-08-24, 2024-08-26",121.43,5
37557,ALMOHADITAS P.PRECIO RELL.FRUTI.180,LASFOR S.R.L.,Nogoya Sur,2024-08-09,2024-08-15,107.0,8,15,"2024-08-06, 2024-08-16, 2024-08-19, 2024-08-21, 2024-08-22",-46.67,5
37557,ALMOHADITAS P.PRECIO RELL.FRUTI.180,LASFOR S.R.L.,Crespo,2024-08-09,2024-08-15,37.0,68,45,"2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06, 2024-08-07",51.11,5
37557,ALMOHADITAS P.PRECIO RELL.FRUTI.180,LASFOR S.R.L.,Nogoya Italia,2024-08-09,2024-08-15,-1.0,33,9,"2024-08-08, 2024-08-16, 2024-08-21, 2024-08-22, 2024-08-23",266.67,5
37557,ALMOHADITAS P.PRECIO RELL.FRUTI.180,LASFOR S.R.L.,Hernandez,2024-08-09,2024-08-15,18.0,3,14,"2024-08-08, 2024-08-16, 2024-08-19, 2024-08-20, 2024-08-21",-78.57,5
37563,ALMOHADITAS P.PRECIO RELL.LIMON 180,LASFOR S.R.L.,Crespo,2024-08-09,2024-08-15,21.0,18,22,"2024-08-01, 2024-08-06, 2024-08-07, 2024-08-08, 2024-08-16",-18.18,5
37563,ALMOHADITAS P.PRECIO RELL.LIMON 180,LASFOR S.R.L.,Nogoya Italia,2024-08-09,2024-08-15,4.0,8,11,"2024-08-01, 2024-08-02, 2024-08-05, 2024-08-07, 2024-08-16",-27.27,5
37563,ALMOHADITAS P.PRECIO RELL.LIMON 180,LASFOR S.R.L.,Nogoya Sur,2024-08-09,2024-08-15,197.0,23,22,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",4.55,5
70260,ANILLOS DE CEREAL P.PRECIO 160G. FRUTA,LASFOR S.R.L.,Hernandez,2024-08-23,2024-08-29,92.0,47,16,"2024-08-01, 2024-08-02, 2024-08-22, 2024-08-30, 2024-08-31",193.75,5
70260,ANILLOS DE CEREAL P.PRECIO 160G. FRUTA,LASFOR S.R.L.,Crespo,2024-08-23,2024-08-29,89.0,29,38,"2024-08-01, 2024-08-03, 2024-08-05, 2024-08-06, 2024-08-07",-23.68,5
70260,ANILLOS DE CEREAL P.PRECIO 160G. FRUTA,LASFOR S.R.L.,Nogoya Italia,2024-08-23,2024-08-29,102.0,39,46,"2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06, 2024-08-07",-15.22,5
70260,ANILLOS DE CEREAL P.PRECIO 160G. FRUTA,LASFOR S.R.L.,Nogoya Sur,2024-08-02,2024-08-08,130.0,3,17,"2024-08-01, 2024-08-09, 2024-08-10, 2024-08-12, 2024-08-13",-82.35,5
70260,ANILLOS DE CEREAL P.PRECIO 160G. FRUTA,LASFOR S.R.L.,Nogoya Sur,2024-08-23,2024-08-29,186.0,56,15,"2024-08-01, 2024-08-08, 2024-08-09, 2024-08-10, 2024-08-12",273.33,5
70260,ANILLOS DE CEREAL P.PRECIO 160G. FRUTA,LASFOR S.R.L.,Hernandez,2024-08-02,2024-08-08,10.0,4,21,"2024-08-01, 2024-08-22, 2024-08-23, 2024-08-24, 2024-08-26",-80.95,5
70260,ANILLOS DE CEREAL P.PRECIO 160G. FRUTA,LASFOR S.R.L.,Nogoya Italia,2024-08-02,2024-08-08,181.0,56,13,"2024-08-10, 2024-08-12, 2024-08-13, 2024-08-14, 2024-08-15",330.77,5
70260,ANILLOS DE CEREAL P.PRECIO 160G. FRUTA,LASFOR S.R.L.,Crespo,2024-08-02,2024-08-08,17.0,40,42,"2024-08-01, 2024-08-09, 2024-08-10, 2024-08-13, 2024-08-14",-4.76,5
213576,APERITIVO CYNAR 750ML ORIGINAL,CAMPARI,Crespo,2024-08-02,2024-08-03,10.0,23,19,"2024-08-06, 2024-08-07",21.05,2
213576,APERITIVO CYNAR 750ML ORIGINAL,CAMPARI,Hernandez,2024-08-02,2024-08-03,15.0,2,2,"2024-08-06, 2024-08-07",0.0,2
213576,APERITIVO CYNAR 750ML ORIGINAL,CAMPARI,Nogoya Italia,2024-08-02,2024-08-03,13.0,2,2,"2024-08-16, 2024-08-28",0.0,2
213576,APERITIVO CYNAR 750ML ORIGINAL,CAMPARI,Nogoya Sur,2024-08-02,2024-08-03,48.0,2,2,"2024-08-05, 2024-08-06",0.0,2
224613,APERITIVO MARTINI ROSSO 1L.,CEPAS ARGENTINA S.A.,Crespo,2024-08-02,2024-08-03,7.0,12,9,"2024-08-01, 2024-08-05",33.33,2
224613,APERITIVO MARTINI ROSSO 1L.,CEPAS ARGENTINA S.A.,Nogoya Sur,2024-08-02,2024-08-03,23.0,1,0,,,0
224613,APERITIVO MARTINI ROSSO 1L.,CEPAS ARGENTINA S.A.,Hernandez,2024-08-02,2024-08-03,10.0,1,3,"2024-08-05, 2024-08-06",-66.67,2
242081,APERITIVO TRES TORRES SERRANO 2L.,CEPAS ARGENTINA S.A.,Crespo,2024-08-09,2024-08-10,67.0,23,17,"2024-08-01, 2024-08-02",35.29,2
242081,APERITIVO TRES TORRES SERRANO 2L.,CEPAS ARGENTINA S.A.,Hernandez,2024-08-30,2024-08-31,44.0,5,2,"2024-08-01, 2024-08-05",150.0,2
242081,APERITIVO TRES TORRES SERRANO 2L.,CEPAS ARGENTINA S.A.,Nogoya Sur,2024-08-30,2024-08-31,194.0,9,4,"2024-08-01, 2024-08-03",125.0,2
242081,APERITIVO TRES TORRES SERRANO 2L.,CEPAS ARGENTINA S.A.,Nogoya Sur,2024-08-09,2024-08-10,228.0,6,4,"2024-08-01, 2024-08-03",50.0,2
242081,APERITIVO TRES TORRES SERRANO 2L.,CEPAS ARGENTINA S.A.,Nogoya Italia,2024-08-30,2024-08-31,28.0,3,2,"2024-08-01, 2024-08-02",50.0,2
242081,APERITIVO TRES TORRES SERRANO 2L.,CEPAS ARGENTINA S.A.,Nogoya Italia,2024-08-09,2024-08-10,31.0,5,2,"2024-08-01, 2024-08-02",150.0,2
242081,APERITIVO TRES TORRES SERRANO 2L.,CEPAS ARGENTINA S.A.,Hernandez,2024-08-09,2024-08-10,26.0,2,2,"2024-08-01, 2024-08-05",0.0,2
242081,APERITIVO TRES TORRES SERRANO 2L.,CEPAS ARGENTINA S.A.,Crespo,2024-08-30,2024-08-31,91.0,25,17,"2024-08-01, 2024-08-02",47.06,2
260806,AROMATIZANTE POETT 360ML ALEGRA TU DIA,CLOROX,Crespo,2024-08-23,2024-08-29,31.0,15,33,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",-54.55,5
260806,AROMATIZANTE POETT 360ML ALEGRA TU DIA,CLOROX,Hernandez,2024-08-23,2024-08-29,57.0,4,9,"2024-08-06, 2024-08-10, 2024-08-16, 2024-08-19, 2024-08-21",-55.56,5
260806,AROMATIZANTE POETT 360ML ALEGRA TU DIA,CLOROX,Nogoya Sur,2024-08-23,2024-08-29,47.0,2,7,"2024-08-01, 2024-08-03, 2024-08-05, 2024-08-07, 2024-08-08",-71.43,5
260806,AROMATIZANTE POETT 360ML ALEGRA TU DIA,CLOROX,Nogoya Italia,2024-08-23,2024-08-29,25.0,2,5,"2024-08-01, 2024-08-02, 2024-08-05, 2024-08-07, 2024-08-08",-60.0,5
259294,AROMATIZANTE POETT 360ML ALGODON,CLOROX,Hernandez,2024-08-23,2024-08-29,84.0,1,6,"2024-08-01, 2024-08-03, 2024-08-06, 2024-08-07, 2024-08-09",-83.33,5
259294,AROMATIZANTE POETT 360ML ALGODON,CLOROX,Nogoya Italia,2024-08-23,2024-08-29,42.0,4,2,2024-08-31,100.0,1
259294,AROMATIZANTE POETT 360ML ALGODON,CLOROX,Nogoya Sur,2024-08-23,2024-08-29,70.0,3,6,"2024-08-02, 2024-08-07, 2024-08-09, 2024-08-10, 2024-08-12",-50.0,5
259294,AROMATIZANTE POETT 360ML ALGODON,CLOROX,Crespo,2024-08-23,2024-08-29,18.0,10,27,"2024-08-01, 2024-08-02, 2024-08-03, 2024-08-05, 2024-08-06",-62.96,5
259291,AROMATIZANTE POETT 360ML BEBE,CLOROX,Hernandez,2024-08-23,2024-08-29,61.0,2,5,"2024-08-02, 2024-08-05, 2024-08-08, 2024-08-10, 2024-08-14",-60.0,5
