codigo,Descripcion_Articulo_Oferta,Marca_producto,sucursal,fecha_inicio,fecha_fin,stock,Total_Ventas_Unidad,Dias_Oferta,Efectividad_Ventas_por_Dia
751618,DESODORANTE REXONA R.ON FEM NUTRTITIVE 50ML,ELIDA PONDS,Nogoya Sur,2024-08-09,2024-08-15,84.0,6,7,0.86
785026,DESODORANTE REXONA R.ON MEN INVISIBLE 50ML,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,50.0,16,7,2.29
785026,DESODORANTE REXONA R.ON MEN INVISIBLE 50ML,ELIDA PONDS,Nogoya Sur,2024-08-09,2024-08-15,72.0,11,7,1.57
785026,DESODORANTE REXONA R.ON MEN INVISIBLE 50ML,ELIDA PONDS,Hernandez,2024-08-09,2024-08-15,64.0,1,7,0.14
785026,DESODORANTE REXONA R.ON MEN INVISIBLE 50ML,ELIDA PONDS,Nogoya Italia,2024-08-09,2024-08-15,45.0,10,7,1.43
785033,DESODORANTE REXONA R.ON MEN V8 50ML,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,68.0,41,7,5.86
785033,DESODORANTE REXONA R.ON MEN V8 50ML,ELIDA PONDS,Hernandez,2024-08-09,2024-08-15,52.0,1,7,0.14
785033,DESODORANTE REXONA R.ON MEN V8 50ML,ELIDA PONDS,Nogoya Sur,2024-08-09,2024-08-15,112.0,7,7,1.0
72869,DESODORANTE REXONA ROOL-ON 0% ACTIVE EMOTION,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,60.0,39,7,5.57
72869,DESODORANTE REXONA ROOL-ON 0% ACTIVE EMOTION,ELIDA PONDS,Nogoya Italia,2024-08-09,2024-08-15,43.0,21,7,3.0
72869,DESODORANTE REXONA ROOL-ON 0% ACTIVE EMOTION,ELIDA PONDS,Nogoya Sur,2024-08-09,2024-08-15,192.0,24,7,3.43
334944,DISCOS EMPANADAS LA SALTEÑA 330G.FREIR MAS CROCANT,LA SALTEÑA,Crespo,2024-08-16,2024-08-23,123.0,97,8,12.12
328582,DISCOS EMPANADAS LA SALTEÑA BALANCE 240G.,LA SALTEÑA,Crespo,2024-08-16,2024-08-23,61.0,60,8,7.5
255976,DULCE DE LECHE P. PRECIO 400G CLASICO,TANTO,Nogoya Italia,2024-08-02,2024-08-08,119.0,63,7,9.0
255976,DULCE DE LECHE P. PRECIO 400G CLASICO,TANTO,Crespo,2024-08-02,2024-08-08,41.0,274,7,39.14
255976,DULCE DE LECHE P. PRECIO 400G CLASICO,TANTO,Hernandez,2024-08-02,2024-08-08,72.0,24,7,3.43
255976,DULCE DE LECHE P. PRECIO 400G CLASICO,TANTO,Nogoya Sur,2024-08-02,2024-08-08,182.0,72,7,10.29
276086,DURAZNO NATURAL P.PRECIO LIGHT 485G.,RONCHI E HIJOS,Crespo,2024-08-09,2024-08-15,197.0,108,7,15.43
276086,DURAZNO NATURAL P.PRECIO LIGHT 485G.,RONCHI E HIJOS,Nogoya Sur,2024-08-09,2024-08-15,298.0,51,7,7.29
276086,DURAZNO NATURAL P.PRECIO LIGHT 485G.,RONCHI E HIJOS,Nogoya Italia,2024-08-09,2024-08-15,11.0,11,7,1.57
276086,DURAZNO NATURAL P.PRECIO LIGHT 485G.,RONCHI E HIJOS,Hernandez,2024-08-09,2024-08-15,97.0,32,7,4.57
100138,EMPAQUE MIXTO SIN CAROZO KG. 11158,ACHETONI,Crespo,2024-08-09,2024-08-15,68.0,6,7,0.86
68352,ENDULZANTE TRINI STEVIA LIQUIDA 100,TRINI STEVIA,Crespo,2024-08-09,2024-08-15,135.0,9,7,1.29
405867,ENERGIZANTE RED BULL 250 C.C.,PEPSI-SEVEN UP,Crespo,2024-08-09,2024-08-10,120.0,4,2,2.0
405867,ENERGIZANTE RED BULL 250 C.C.,PEPSI-SEVEN UP,Nogoya Italia,2024-08-09,2024-08-10,34.0,1,2,0.5
405867,ENERGIZANTE RED BULL 250 C.C.,PEPSI-SEVEN UP,Nogoya Sur,2024-08-09,2024-08-10,71.0,24,2,12.0
101277,FACTURAS LAR KG.,PANIF. LAR,Crespo,2024-08-02,2024-08-03,-200.0,107,2,53.5
101277,FACTURAS LAR KG.,PANIF. LAR,Crespo,2024-08-15,2024-08-16,-690.0,103,2,51.5
101277,FACTURAS LAR KG.,PANIF. LAR,Crespo,2024-08-30,2024-08-31,-1200.0,108,2,54.0
101277,FACTURAS LAR KG.,PANIF. LAR,Nogoya Sur,2024-08-02,2024-08-03,-2.0,5,2,2.5
101277,FACTURAS LAR KG.,PANIF. LAR,Nogoya Sur,2024-08-15,2024-08-16,-24.0,6,2,3.0
101277,FACTURAS LAR KG.,PANIF. LAR,Nogoya Sur,2024-08-30,2024-08-31,-56.0,4,2,2.0
25752,FIDEOS KNORR CODITOS 500G.,MOLINOS TRES ARROYOS,Crespo,2024-08-02,2024-08-08,22.0,26,7,3.71
25752,FIDEOS KNORR CODITOS 500G.,MOLINOS TRES ARROYOS,Nogoya Italia,2024-08-02,2024-08-08,112.0,20,7,2.86
25752,FIDEOS KNORR CODITOS 500G.,MOLINOS TRES ARROYOS,Hernandez,2024-08-02,2024-08-08,2.0,2,7,0.29
25752,FIDEOS KNORR CODITOS 500G.,MOLINOS TRES ARROYOS,Nogoya Sur,2024-08-02,2024-08-08,193.0,55,7,7.86
27105,FIDEOS KNORR FORATTI 500G.,MOLINOS TRES ARROYOS,Nogoya Italia,2024-08-02,2024-08-08,207.0,30,7,4.29
27105,FIDEOS KNORR FORATTI 500G.,MOLINOS TRES ARROYOS,Hernandez,2024-08-02,2024-08-08,18.0,3,7,0.43
27105,FIDEOS KNORR FORATTI 500G.,MOLINOS TRES ARROYOS,Crespo,2024-08-02,2024-08-08,51.0,59,7,8.43
36340,FIDEOS KNORR MOSTACHOL 500G.,MOLINOS TRES ARROYOS,Nogoya Sur,2024-08-02,2024-08-08,230.0,66,7,9.43
36340,FIDEOS KNORR MOSTACHOL 500G.,MOLINOS TRES ARROYOS,Nogoya Italia,2024-08-02,2024-08-08,173.0,28,7,4.0
36340,FIDEOS KNORR MOSTACHOL 500G.,MOLINOS TRES ARROYOS,Hernandez,2024-08-02,2024-08-08,63.0,20,7,2.86
36340,FIDEOS KNORR MOSTACHOL 500G.,MOLINOS TRES ARROYOS,Crespo,2024-08-02,2024-08-08,17.0,47,7,6.71
25751,FIDEOS KNORR RIGATTI 500G.,MOLINOS TRES ARROYOS,Nogoya Italia,2024-08-02,2024-08-08,69.0,23,7,3.29
25751,FIDEOS KNORR RIGATTI 500G.,MOLINOS TRES ARROYOS,Hernandez,2024-08-02,2024-08-08,45.0,15,7,2.14
25751,FIDEOS KNORR RIGATTI 500G.,MOLINOS TRES ARROYOS,Crespo,2024-08-02,2024-08-08,46.0,35,7,5.0
25751,FIDEOS KNORR RIGATTI 500G.,MOLINOS TRES ARROYOS,Nogoya Sur,2024-08-02,2024-08-08,162.0,70,7,10.0
25746,FIDEOS KNORR SPAGHETTI 500G.,MOLINOS TRES ARROYOS,Crespo,2024-08-02,2024-08-08,33.0,33,7,4.71
27106,FIDEOS KNORR TALLARINES 500G.,MOLINOS TRES ARROYOS,Crespo,2024-08-02,2024-08-08,60.0,85,7,12.14
27106,FIDEOS KNORR TALLARINES 500G.,MOLINOS TRES ARROYOS,Hernandez,2024-08-02,2024-08-08,4.0,1,7,0.14
25750,FIDEOS KNORR TIRABUZON 500G.,MOLINOS TRES ARROYOS,Hernandez,2024-08-02,2024-08-08,30.0,27,7,3.86
25750,FIDEOS KNORR TIRABUZON 500G.,MOLINOS TRES ARROYOS,Crespo,2024-08-02,2024-08-08,33.0,74,7,10.57
25750,FIDEOS KNORR TIRABUZON 500G.,MOLINOS TRES ARROYOS,Nogoya Sur,2024-08-02,2024-08-08,127.0,39,7,5.57
26676,FIDEOS LA PROVIDENCIA MO/O 500G.,PP.SAN SALVADOR,Nogoya Italia,2024-08-23,2024-08-29,0.0,60,7,8.57
26676,FIDEOS LA PROVIDENCIA MO/O 500G.,PP.SAN SALVADOR,Nogoya Sur,2024-08-23,2024-08-29,422.0,75,7,10.71
26676,FIDEOS LA PROVIDENCIA MO/O 500G.,PP.SAN SALVADOR,Crespo,2024-08-23,2024-08-29,39.0,206,7,29.43
26676,FIDEOS LA PROVIDENCIA MO/O 500G.,PP.SAN SALVADOR,Hernandez,2024-08-23,2024-08-29,104.0,48,7,6.86
231797,FIDEOS MATARAZZO SIN TACC PENNE RIGATE 500G.,MOLINOS RIO DL.PLATA,Hernandez,2024-08-23,2024-08-29,22.0,1,7,0.14
231797,FIDEOS MATARAZZO SIN TACC PENNE RIGATE 500G.,MOLINOS RIO DL.PLATA,Crespo,2024-08-23,2024-08-29,34.0,31,7,4.43
231797,FIDEOS MATARAZZO SIN TACC PENNE RIGATE 500G.,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-23,2024-08-29,56.0,17,7,2.43
225199,FIDEOS MATARAZZO SIN TACC SPAGHETTI 500G.,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-23,2024-08-29,39.0,14,7,2.0
225199,FIDEOS MATARAZZO SIN TACC SPAGHETTI 500G.,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-23,2024-08-29,39.0,5,7,0.71
225199,FIDEOS MATARAZZO SIN TACC SPAGHETTI 500G.,MOLINOS RIO DL.PLATA,Hernandez,2024-08-23,2024-08-29,34.0,4,7,0.57
225199,FIDEOS MATARAZZO SIN TACC SPAGHETTI 500G.,MOLINOS RIO DL.PLATA,Crespo,2024-08-23,2024-08-29,33.0,56,7,8.0
306989,FIDEOS TERRABUSI 100A/OS CODITOS 500G,MOLINOS RIO DL.PLATA,Crespo,2024-08-15,2024-08-19,30.0,82,5,16.4
306989,FIDEOS TERRABUSI 100A/OS CODITOS 500G,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-15,2024-08-19,11.0,21,5,4.2
306989,FIDEOS TERRABUSI 100A/OS CODITOS 500G,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-15,2024-08-19,168.0,11,5,2.2
306989,FIDEOS TERRABUSI 100A/OS CODITOS 500G,MOLINOS RIO DL.PLATA,Hernandez,2024-08-15,2024-08-19,37.0,8,5,1.6
331134,FIDEOS TERRABUSI 100A/OS MOST.RAYADO 500G,MOLINOS RIO DL.PLATA,Crespo,2024-08-15,2024-08-19,18.0,43,5,8.6
331134,FIDEOS TERRABUSI 100A/OS MOST.RAYADO 500G,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-15,2024-08-19,91.0,10,5,2.0
331134,FIDEOS TERRABUSI 100A/OS MOST.RAYADO 500G,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-15,2024-08-19,262.0,21,5,4.2
27915,FIDEOS TERRABUSI 100A/OS TALLARI.50,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-15,2024-08-19,304.0,22,5,4.4
27915,FIDEOS TERRABUSI 100A/OS TALLARI.50,MOLINOS RIO DL.PLATA,Crespo,2024-08-15,2024-08-19,20.0,69,5,13.8
27907,FIDEOS TERRABUSI 100A/OS TIRABU.500,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-15,2024-08-19,71.0,20,5,4.0
27907,FIDEOS TERRABUSI 100A/OS TIRABU.500,MOLINOS RIO DL.PLATA,Hernandez,2024-08-15,2024-08-19,21.0,5,5,1.0
94319,GALLETAS DE ARROZ DOS HERMANOS 100G. CON SAL,DOS HERMANOS,Hernandez,2024-08-23,2024-08-29,14.0,2,7,0.29
94319,GALLETAS DE ARROZ DOS HERMANOS 100G. CON SAL,DOS HERMANOS,Crespo,2024-08-23,2024-08-29,39.0,44,7,6.29
94319,GALLETAS DE ARROZ DOS HERMANOS 100G. CON SAL,DOS HERMANOS,Nogoya Sur,2024-08-23,2024-08-29,48.0,6,7,0.86
94320,GALLETAS DE ARROZ DOS HERMANOS 100G. DULCES,DOS HERMANOS,Nogoya Italia,2024-08-23,2024-08-29,25.0,3,7,0.43
94320,GALLETAS DE ARROZ DOS HERMANOS 100G. DULCES,DOS HERMANOS,Hernandez,2024-08-23,2024-08-29,12.0,3,7,0.43
94320,GALLETAS DE ARROZ DOS HERMANOS 100G. DULCES,DOS HERMANOS,Crespo,2024-08-23,2024-08-29,27.0,36,7,5.14
94320,GALLETAS DE ARROZ DOS HERMANOS 100G. DULCES,DOS HERMANOS,Nogoya Sur,2024-08-23,2024-08-29,75.0,8,7,1.14
94318,GALLETAS DE ARROZ DOS HERMANOS 100G. SIN SAL,DOS HERMANOS,Nogoya Italia,2024-08-23,2024-08-29,0.0,12,7,1.71
94318,GALLETAS DE ARROZ DOS HERMANOS 100G. SIN SAL,DOS HERMANOS,Nogoya Sur,2024-08-23,2024-08-29,58.0,7,7,1.0
94318,GALLETAS DE ARROZ DOS HERMANOS 100G. SIN SAL,DOS HERMANOS,Crespo,2024-08-23,2024-08-29,8.0,34,7,4.86
274178,GALLETITAS LA PROVIDENCIA 505G CRACKERS,PP.SAN SALVADOR,Hernandez,2024-08-16,2024-08-22,4.0,39,7,5.57
274178,GALLETITAS LA PROVIDENCIA 505G CRACKERS,PP.SAN SALVADOR,Nogoya Sur,2024-08-16,2024-08-22,401.0,180,7,25.71
274178,GALLETITAS LA PROVIDENCIA 505G CRACKERS,PP.SAN SALVADOR,Nogoya Italia,2024-08-16,2024-08-22,228.0,145,7,20.71
274178,GALLETITAS LA PROVIDENCIA 505G CRACKERS,PP.SAN SALVADOR,Crespo,2024-08-16,2024-08-22,65.0,461,7,65.86
297018,GALLETITAS OKEBON PANAL 222G. COCO,OKEBON,Crespo,2024-08-16,2024-08-22,53.0,52,7,7.43
297018,GALLETITAS OKEBON PANAL 222G. COCO,OKEBON,Nogoya Italia,2024-08-16,2024-08-22,78.0,25,7,3.57
297018,GALLETITAS OKEBON PANAL 222G. COCO,OKEBON,Nogoya Sur,2024-08-16,2024-08-22,16.0,9,7,1.29
297017,GALLETITAS OKEBON PANAL 222G. VAINILLA,OKEBON,Nogoya Sur,2024-08-16,2024-08-22,79.0,5,7,0.71
297017,GALLETITAS OKEBON PANAL 222G. VAINILLA,OKEBON,Crespo,2024-08-16,2024-08-22,48.0,28,7,4.0
297017,GALLETITAS OKEBON PANAL 222G. VAINILLA,OKEBON,Nogoya Italia,2024-08-16,2024-08-22,79.0,20,7,2.86
297016,GALLETITAS OKEBON PANAL 247G. CHOCOLATE,OKEBON,Nogoya Sur,2024-08-16,2024-08-22,25.0,8,7,1.14
297016,GALLETITAS OKEBON PANAL 247G. CHOCOLATE,OKEBON,Nogoya Italia,2024-08-16,2024-08-22,80.0,6,7,0.86
297016,GALLETITAS OKEBON PANAL 247G. CHOCOLATE,OKEBON,Crespo,2024-08-16,2024-08-22,58.0,53,7,7.57
100961,GALLETITAS SMAMS CRACKERS 150G.,SMAMS WELLINGTON FOOD,Nogoya Sur,2024-08-23,2024-08-29,36.0,5,7,0.71
100961,GALLETITAS SMAMS CRACKERS 150G.,SMAMS WELLINGTON FOOD,Hernandez,2024-08-23,2024-08-29,35.0,2,7,0.29
100961,GALLETITAS SMAMS CRACKERS 150G.,SMAMS WELLINGTON FOOD,Crespo,2024-08-23,2024-08-29,14.0,7,7,1.0
100962,GALLETITAS SMAMS CRACKERS SIN SAL 150G.,SMAMS WELLINGTON FOOD,Nogoya Italia,2024-08-23,2024-08-29,0.0,1,7,0.14
100962,GALLETITAS SMAMS CRACKERS SIN SAL 150G.,SMAMS WELLINGTON FOOD,Crespo,2024-08-23,2024-08-29,43.0,6,7,0.86
278071,GALLETITAS VARIEDAD FAMILIAR 590G.,KRAFT FOODS ARGENTIN,Nogoya Sur,2024-08-09,2024-08-15,250.0,104,7,14.86
278071,GALLETITAS VARIEDAD FAMILIAR 590G.,KRAFT FOODS ARGENTIN,Hernandez,2024-08-09,2024-08-15,73.0,69,7,9.86
278071,GALLETITAS VARIEDAD FAMILIAR 590G.,KRAFT FOODS ARGENTIN,Crespo,2024-08-09,2024-08-15,376.0,532,7,76.0
278071,GALLETITAS VARIEDAD FAMILIAR 590G.,KRAFT FOODS ARGENTIN,Nogoya Italia,2024-08-09,2024-08-15,0.0,84,7,12.0
6138,GASEOSA COCA COLA 1.5 LITRO,COCA COLA,Nogoya Italia,2024-08-23,2024-08-24,118.0,8,2,4.0
6138,GASEOSA COCA COLA 1.5 LITRO,COCA COLA,Nogoya Sur,2024-08-23,2024-08-24,165.0,16,2,8.0
6138,GASEOSA COCA COLA 1.5 LITRO,COCA COLA,Crespo,2024-08-23,2024-08-24,373.0,312,2,156.0
6138,GASEOSA COCA COLA 1.5 LITRO,COCA COLA,Hernandez,2024-08-23,2024-08-24,324.0,58,2,29.0
11614,GASEOSA COCA COLA 2.500 CC.,COCA COLA,Nogoya Sur,2024-08-09,2024-08-10,144.0,26,2,13.0
11614,GASEOSA COCA COLA 2.500 CC.,COCA COLA,Hernandez,2024-08-09,2024-08-10,115.0,34,2,17.0
11614,GASEOSA COCA COLA 2.500 CC.,COCA COLA,Nogoya Italia,2024-08-09,2024-08-10,22.0,14,2,7.0
11614,GASEOSA COCA COLA 2.500 CC.,COCA COLA,Crespo,2024-08-09,2024-08-10,362.0,190,2,95.0
636324,GASEOSA COCA COLA ZERO 1.5 LT,COCA COLA,Nogoya Italia,2024-08-23,2024-08-24,45.0,2,2,1.0
636324,GASEOSA COCA COLA ZERO 1.5 LT,COCA COLA,Nogoya Sur,2024-08-23,2024-08-24,160.0,6,2,3.0
636324,GASEOSA COCA COLA ZERO 1.5 LT,COCA COLA,Crespo,2024-08-23,2024-08-24,100.0,88,2,44.0
636324,GASEOSA COCA COLA ZERO 1.5 LT,COCA COLA,Hernandez,2024-08-23,2024-08-24,195.0,6,2,3.0
204866,GASEOSA COCA COLA ZERO 2500CC,COCA COLA,Nogoya Sur,2024-08-09,2024-08-10,30.0,5,2,2.5
204866,GASEOSA COCA COLA ZERO 2500CC,COCA COLA,Hernandez,2024-08-09,2024-08-10,24.0,4,2,2.0
204866,GASEOSA COCA COLA ZERO 2500CC,COCA COLA,Crespo,2024-08-09,2024-08-10,51.0,32,2,16.0
102746,GRANOLA CROCANTE KG,CEAPE GRANEL,Crespo,2024-08-16,2024-08-22,24.0,7,7,1.0
216844,HARINA CAÑUELAS 000 1KG.,MOLINO CAÑUELAS,Hernandez,2024-08-09,2024-08-15,121.0,32,7,4.57
216844,HARINA CAÑUELAS 000 1KG.,MOLINO CAÑUELAS,Nogoya Italia,2024-08-09,2024-08-15,0.0,18,7,2.57
216844,HARINA CAÑUELAS 000 1KG.,MOLINO CAÑUELAS,Crespo,2024-08-09,2024-08-15,119.0,126,7,18.0
216844,HARINA CAÑUELAS 000 1KG.,MOLINO CAÑUELAS,Nogoya Sur,2024-08-09,2024-08-15,284.0,32,7,4.57
253591,HARINA DE LINO STURLA 250G,STURLA SEMILLAS,Nogoya Italia,2024-08-02,2024-08-08,20.0,1,7,0.14
253591,HARINA DE LINO STURLA 250G,STURLA SEMILLAS,Nogoya Sur,2024-08-02,2024-08-08,14.0,1,7,0.14
253591,HARINA DE LINO STURLA 250G,STURLA SEMILLAS,Crespo,2024-08-02,2024-08-08,38.0,3,7,0.43
204675,HARINA DE SORGO CELIDARINA 500G.,CELIDARINA PRAGA SRL,Crespo,2024-08-16,2024-08-22,10.0,4,7,0.57
60537,HARINA MAIZ MONARCA 500G. C.RAPIDA,MONARCA,Hernandez,2024-08-23,2024-08-29,157.0,55,7,7.86
60537,HARINA MAIZ MONARCA 500G. C.RAPIDA,MONARCA,Nogoya Italia,2024-08-23,2024-08-29,71.0,23,7,3.29
60537,HARINA MAIZ MONARCA 500G. C.RAPIDA,MONARCA,Nogoya Sur,2024-08-23,2024-08-29,345.0,44,7,6.29
60537,HARINA MAIZ MONARCA 500G. C.RAPIDA,MONARCA,Crespo,2024-08-23,2024-08-29,133.0,97,7,13.86
346267,HARINA MAIZ PRESTOPRONTA 490G.,ARCOR S.A.,Nogoya Italia,2024-08-02,2024-08-08,732.0,71,7,10.14
346267,HARINA MAIZ PRESTOPRONTA 490G.,ARCOR S.A.,Nogoya Sur,2024-08-02,2024-08-08,565.0,206,7,29.43
346267,HARINA MAIZ PRESTOPRONTA 490G.,ARCOR S.A.,Crespo,2024-08-02,2024-08-08,877.0,558,7,79.71
346267,HARINA MAIZ PRESTOPRONTA 490G.,ARCOR S.A.,Hernandez,2024-08-02,2024-08-08,334.0,51,7,7.29
203715,HARINA PUREZA 000 1KG.,MOLINO CAÑUELAS,Crespo,2024-08-02,2024-08-08,226.0,180,7,25.71
203715,HARINA PUREZA 000 1KG.,MOLINO CAÑUELAS,Hernandez,2024-08-02,2024-08-08,93.0,24,7,3.43
203715,HARINA PUREZA 000 1KG.,MOLINO CAÑUELAS,Nogoya Italia,2024-08-02,2024-08-08,254.0,22,7,3.14
13800,ILOLAY CREM 290 GRS.,WILLINER,Hernandez,2024-08-20,2024-08-21,3.0,1,2,0.5
13800,ILOLAY CREM 290 GRS.,WILLINER,Crespo,2024-08-20,2024-08-21,16.0,34,2,17.0
250458,INSECTICIDA SELTON MMM ACCION INST. 360CC,CLOROX,Crespo,2024-08-16,2024-08-22,37.0,28,7,4.0
250458,INSECTICIDA SELTON MMM ACCION INST. 360CC,CLOROX,Hernandez,2024-08-16,2024-08-22,177.0,1,7,0.14
250458,INSECTICIDA SELTON MMM ACCION INST. 360CC,CLOROX,Nogoya Sur,2024-08-16,2024-08-22,162.0,3,7,0.43
250458,INSECTICIDA SELTON MMM ACCION INST. 360CC,CLOROX,Nogoya Italia,2024-08-16,2024-08-22,55.0,2,7,0.29
213651,JABON TOCADOR DOVE 3U.X90G. ORIGINAL,ELIDA PONDS,Crespo,2024-08-02,2024-08-08,21.0,141,7,20.14
213651,JABON TOCADOR DOVE 3U.X90G. ORIGINAL,ELIDA PONDS,Nogoya Sur,2024-08-02,2024-08-08,48.0,49,7,7.0
388542,JABON TOCADOR DOVE 3U.X90G. PIEL SENSIBLE,ELIDA PONDS,Crespo,2024-08-02,2024-08-08,57.0,151,7,21.57
388542,JABON TOCADOR DOVE 3U.X90G. PIEL SENSIBLE,ELIDA PONDS,Nogoya Sur,2024-08-02,2024-08-08,0.0,1,7,0.14
388542,JABON TOCADOR DOVE 3U.X90G. PIEL SENSIBLE,ELIDA PONDS,Nogoya Italia,2024-08-02,2024-08-08,60.0,30,7,4.29
388542,JABON TOCADOR DOVE 3U.X90G. PIEL SENSIBLE,ELIDA PONDS,Hernandez,2024-08-02,2024-08-08,0.0,6,7,0.86
100787,JABON TOCADOR P.PRECIO 3X90G. CITRICOS,PP.LA MARIPOSA,Nogoya Sur,2024-08-23,2024-08-29,289.0,25,7,3.57
100787,JABON TOCADOR P.PRECIO 3X90G. CITRICOS,PP.LA MARIPOSA,Nogoya Italia,2024-08-23,2024-08-29,67.0,24,7,3.43
100787,JABON TOCADOR P.PRECIO 3X90G. CITRICOS,PP.LA MARIPOSA,Hernandez,2024-08-23,2024-08-29,81.0,4,7,0.57
100787,JABON TOCADOR P.PRECIO 3X90G. CITRICOS,PP.LA MARIPOSA,Crespo,2024-08-23,2024-08-29,106.0,36,7,5.14
246928,JABON TOCADOR P.PRECIO 3X90G. FLORAL,PP.LA MARIPOSA,Nogoya Sur,2024-08-23,2024-08-29,206.0,6,7,0.86
246928,JABON TOCADOR P.PRECIO 3X90G. FLORAL,PP.LA MARIPOSA,Nogoya Italia,2024-08-23,2024-08-29,73.0,5,7,0.71
246928,JABON TOCADOR P.PRECIO 3X90G. FLORAL,PP.LA MARIPOSA,Crespo,2024-08-23,2024-08-29,71.0,38,7,5.43
246928,JABON TOCADOR P.PRECIO 3X90G. FLORAL,PP.LA MARIPOSA,Hernandez,2024-08-23,2024-08-29,85.0,10,7,1.43
100784,JABON TOCADOR P.PRECIO 3X90G. JAZMINES,PP.LA MARIPOSA,Nogoya Sur,2024-08-23,2024-08-29,266.0,15,7,2.14
100784,JABON TOCADOR P.PRECIO 3X90G. JAZMINES,PP.LA MARIPOSA,Nogoya Italia,2024-08-23,2024-08-29,65.0,18,7,2.57
100784,JABON TOCADOR P.PRECIO 3X90G. JAZMINES,PP.LA MARIPOSA,Hernandez,2024-08-23,2024-08-29,72.0,12,7,1.71
100784,JABON TOCADOR P.PRECIO 3X90G. JAZMINES,PP.LA MARIPOSA,Crespo,2024-08-23,2024-08-29,85.0,62,7,8.86
100785,JABON TOCADOR P.PRECIO 3X90G. ROSAS,PP.LA MARIPOSA,Nogoya Sur,2024-08-23,2024-08-29,278.0,15,7,2.14
100785,JABON TOCADOR P.PRECIO 3X90G. ROSAS,PP.LA MARIPOSA,Nogoya Italia,2024-08-23,2024-08-29,41.0,5,7,0.71
100785,JABON TOCADOR P.PRECIO 3X90G. ROSAS,PP.LA MARIPOSA,Hernandez,2024-08-23,2024-08-29,78.0,10,7,1.43
100785,JABON TOCADOR P.PRECIO 3X90G. ROSAS,PP.LA MARIPOSA,Crespo,2024-08-23,2024-08-29,88.0,48,7,6.86
383707,JABON TOCADOR REXONA 120G BAMBOO,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,45.0,59,7,8.43
92319,JABON TOCADOR REXONA 120G COTTON FRESH,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,54.0,48,7,6.86
383922,JABON TOCADOR REXONA 120G FUTBOL,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,48.0,41,7,5.86
383690,JABON TOCADOR REXONA 120G NUTRITIVE ORCHID,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,37.0,75,7,10.71
92897,JABON TOCADOR REXONA 120G SENSIBLE,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,64.0,49,7,7.0
261803,LAVANDINA AYUDIN CLASICA 1L,CLOROX,Nogoya Sur,2024-08-09,2024-08-15,783.0,234,7,33.43
261803,LAVANDINA AYUDIN CLASICA 1L,CLOROX,Nogoya Sur,2024-08-02,2024-08-08,215.0,107,7,15.29
261803,LAVANDINA AYUDIN CLASICA 1L,CLOROX,Nogoya Italia,2024-08-09,2024-08-15,512.0,128,7,18.29
261803,LAVANDINA AYUDIN CLASICA 1L,CLOROX,Nogoya Italia,2024-08-02,2024-08-08,576.0,66,7,9.43
261803,LAVANDINA AYUDIN CLASICA 1L,CLOROX,Hernandez,2024-08-09,2024-08-15,115.0,36,7,5.14
261803,LAVANDINA AYUDIN CLASICA 1L,CLOROX,Hernandez,2024-08-02,2024-08-08,89.0,49,7,7.0
261803,LAVANDINA AYUDIN CLASICA 1L,CLOROX,Crespo,2024-08-09,2024-08-15,254.0,1100,7,157.14
261803,LAVANDINA AYUDIN CLASICA 1L,CLOROX,Crespo,2024-08-02,2024-08-08,159.0,482,7,68.86
260799,LAVANDINA AYUDIN TRIPLE PODER 1L.GLACIAR,CLOROX,Nogoya Sur,2024-08-16,2024-08-22,196.0,23,7,3.29
260799,LAVANDINA AYUDIN TRIPLE PODER 1L.GLACIAR,CLOROX,Nogoya Italia,2024-08-16,2024-08-22,36.0,18,7,2.57
260799,LAVANDINA AYUDIN TRIPLE PODER 1L.GLACIAR,CLOROX,Crespo,2024-08-16,2024-08-22,252.0,101,7,14.43
260799,LAVANDINA AYUDIN TRIPLE PODER 1L.GLACIAR,CLOROX,Hernandez,2024-08-16,2024-08-22,61.0,9,7,1.29
260788,LAVANDINA AYUDIN TRIPLE PODER 1L.LAVANDA,CLOROX,Crespo,2024-08-16,2024-08-22,362.0,76,7,10.86
260788,LAVANDINA AYUDIN TRIPLE PODER 1L.LAVANDA,CLOROX,Hernandez,2024-08-16,2024-08-22,127.0,32,7,4.57
260788,LAVANDINA AYUDIN TRIPLE PODER 1L.LAVANDA,CLOROX,Nogoya Italia,2024-08-16,2024-08-22,55.0,9,7,1.29
