codigo,Descripcion_Articulo_Oferta,Marca_producto,sucursal,fecha_inicio,fecha_fin,stock,Total_Ventas_Unidad,Dias_Oferta,Efectividad_Ventas_por_Dia
65565,AZUCAR PRIMER PRECIO 1KG.,AZUCAR VARIOS,Nogoya Sur,2024-08-02,2024-08-08,199.0,340,7,48.57
269453,BEBIDA BASE NUEZ PECAN PAMPA VIDA 1L. S/AZUCAR,PAMPA VIDA S.A.,Crespo,2024-08-09,2024-08-15,23.0,17,7,2.43
269453,BEBIDA BASE NUEZ PECAN PAMPA VIDA 1L. S/AZUCAR,PAMPA VIDA S.A.,Nogoya Italia,2024-08-09,2024-08-15,0.0,6,7,0.86
298244,BEBIDA ENERGIZANTE MONSTER ANANA 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,32.0,10,2,5.0
247104,BEBIDA ENERGIZANTE MONSTER GREEN 473ML.LATA,COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,39.0,10,2,5.0
247104,BEBIDA ENERGIZANTE MONSTER GREEN 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,28.0,29,2,14.5
247105,BEBIDA ENERGIZANTE MONSTER LOCO 473ML.LATA,COCA COLA,Nogoya Italia,2024-08-15,2024-08-16,22.0,2,2,1.0
247105,BEBIDA ENERGIZANTE MONSTER LOCO 473ML.LATA,COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,37.0,5,2,2.5
247105,BEBIDA ENERGIZANTE MONSTER LOCO 473ML.LATA,COCA COLA,Hernandez,2024-08-15,2024-08-16,22.0,4,2,2.0
247105,BEBIDA ENERGIZANTE MONSTER LOCO 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,25.0,1,2,0.5
234658,BEBIDA ENERGIZANTE MONSTER ULTRA 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,34.0,12,2,6.0
251918,BEBIDA ENERGIZANTE MONSTER ULTRA P 473ML.LATA,COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,6.0,2,2,1.0
251918,BEBIDA ENERGIZANTE MONSTER ULTRA P 473ML.LATA,COCA COLA,Nogoya Italia,2024-08-15,2024-08-16,19.0,1,2,0.5
251918,BEBIDA ENERGIZANTE MONSTER ULTRA P 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,72.0,10,2,5.0
251918,BEBIDA ENERGIZANTE MONSTER ULTRA P 473ML.LATA,COCA COLA,Hernandez,2024-08-15,2024-08-16,15.0,1,2,0.5
256189,BEBIDA ENERGIZANTE MONSTER ULTRA SUNRIS 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,37.0,1,2,0.5
256189,BEBIDA ENERGIZANTE MONSTER ULTRA SUNRIS 473ML.LATA,COCA COLA,Hernandez,2024-08-15,2024-08-16,24.0,1,2,0.5
273412,BEBIDA ENERGIZANTE MONSTER VAL ROSSI 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,60.0,15,2,7.5
273412,BEBIDA ENERGIZANTE MONSTER VAL ROSSI 473ML.LATA,COCA COLA,Hernandez,2024-08-15,2024-08-16,13.0,1,2,0.5
273412,BEBIDA ENERGIZANTE MONSTER VAL ROSSI 473ML.LATA,COCA COLA,Nogoya Sur,2024-08-15,2024-08-16,9.0,3,2,1.5
298245,BEBIDA ENERGIZANTE MONSTER WATERMELON 473ML.LATA,COCA COLA,Hernandez,2024-08-15,2024-08-16,79.0,1,2,0.5
298245,BEBIDA ENERGIZANTE MONSTER WATERMELON 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,65.0,3,2,1.5
370440,BEBIDA ENERGIZANTE MONSTER ZERO 473ML.LATA,COCA COLA,Crespo,2024-08-15,2024-08-16,44.0,6,2,3.0
281793,BIZCOCHITOS P.PRECIO 200G AZUCARADOS,CILO S.R.L.,Nogoya Italia,2024-08-02,2024-08-08,129.0,53,7,7.57
281793,BIZCOCHITOS P.PRECIO 200G AZUCARADOS,CILO S.R.L.,Crespo,2024-08-02,2024-08-08,19.0,74,7,10.57
281793,BIZCOCHITOS P.PRECIO 200G AZUCARADOS,CILO S.R.L.,Nogoya Sur,2024-08-02,2024-08-08,42.0,44,7,6.29
281765,BIZCOCHITOS P.PRECIO 200G GRASA,CILO S.R.L.,Crespo,2024-08-02,2024-08-08,35.0,123,7,17.57
281765,BIZCOCHITOS P.PRECIO 200G GRASA,CILO S.R.L.,Nogoya Italia,2024-08-02,2024-08-08,161.0,50,7,7.14
285467,BIZCOCHOS 9 DE ORO GRANOLA 180G.,MOLINO CAÑUELAS,Crespo,2024-08-06,2024-08-30,300.0,240,25,9.6
441487,BIZCOCHOS 9 DE ORO SALVADO 200GRS,MOLINO CAÑUELAS,Nogoya Italia,2024-08-06,2024-08-30,0.0,24,25,0.96
441487,BIZCOCHOS 9 DE ORO SALVADO 200GRS,MOLINO CAÑUELAS,Crespo,2024-08-06,2024-08-30,279.0,396,25,15.84
441487,BIZCOCHOS 9 DE ORO SALVADO 200GRS,MOLINO CAÑUELAS,Nogoya Sur,2024-08-06,2024-08-30,0.0,14,25,0.56
251359,BIZCOCHOS DE ARROZ GALLO CHIPS QUESO 100G.,CHOCOARROZ,Crespo,2024-08-06,2024-08-26,88.0,45,21,2.14
251359,BIZCOCHOS DE ARROZ GALLO CHIPS QUESO 100G.,CHOCOARROZ,Nogoya Sur,2024-08-06,2024-08-26,11.0,4,21,0.19
267434,BIZCOCHOS DE ARROZ GALLO CHIPS QUESO 150G.,CHOCOARROZ,Crespo,2024-08-06,2024-08-16,40.0,14,11,1.27
267434,BIZCOCHOS DE ARROZ GALLO CHIPS QUESO 150G.,CHOCOARROZ,Hernandez,2024-08-06,2024-08-16,37.0,3,11,0.27
267434,BIZCOCHOS DE ARROZ GALLO CHIPS QUESO 150G.,CHOCOARROZ,Nogoya Sur,2024-08-06,2024-08-16,21.0,11,11,1.0
26522,BIZCOCHUELO BARBARA LIMON 450G.,SAGEMULLER,Nogoya Italia,2024-08-16,2024-08-22,94.0,6,7,0.86
26522,BIZCOCHUELO BARBARA LIMON 450G.,SAGEMULLER,Crespo,2024-08-16,2024-08-22,93.0,88,7,12.57
26522,BIZCOCHUELO BARBARA LIMON 450G.,SAGEMULLER,Nogoya Sur,2024-08-16,2024-08-22,28.0,24,7,3.43
622765,BIZCOCHUELO BARBARA NARANJA 450GRS,SAGEMULLER,Nogoya Sur,2024-08-16,2024-08-22,32.0,12,7,1.71
622765,BIZCOCHUELO BARBARA NARANJA 450GRS,SAGEMULLER,Nogoya Italia,2024-08-16,2024-08-22,96.0,11,7,1.57
622765,BIZCOCHUELO BARBARA NARANJA 450GRS,SAGEMULLER,Crespo,2024-08-16,2024-08-22,100.0,54,7,7.71
622772,BIZCOCHUELO BARBARA VAINILLA 450GRS,SAGEMULLER,Nogoya Sur,2024-08-16,2024-08-22,13.0,13,7,1.86
622772,BIZCOCHUELO BARBARA VAINILLA 450GRS,SAGEMULLER,Hernandez,2024-08-16,2024-08-22,14.0,13,7,1.86
622772,BIZCOCHUELO BARBARA VAINILLA 450GRS,SAGEMULLER,Crespo,2024-08-16,2024-08-22,77.0,88,7,12.57
622772,BIZCOCHUELO BARBARA VAINILLA 450GRS,SAGEMULLER,Nogoya Italia,2024-08-16,2024-08-22,75.0,11,7,1.57
282065,BIZCOCHUELO EXQUISITA BROWNIES 400G SIN TACC,MOLINOS RIO DL.PLATA,Crespo,2024-08-02,2024-08-08,22.0,19,7,2.71
282065,BIZCOCHUELO EXQUISITA BROWNIES 400G SIN TACC,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-02,2024-08-08,12.0,4,7,0.57
259672,BIZCOCHUELO EXQUISITA CHOC.450G SIN TACC,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-09,2024-08-15,24.0,4,7,0.57
259672,BIZCOCHUELO EXQUISITA CHOC.450G SIN TACC,MOLINOS RIO DL.PLATA,Crespo,2024-08-09,2024-08-15,102.0,29,7,4.14
259672,BIZCOCHUELO EXQUISITA CHOC.450G SIN TACC,MOLINOS RIO DL.PLATA,Hernandez,2024-08-09,2024-08-15,3.0,2,7,0.29
13314,BIZCOCHUELO EXQUISITA CHOC.540,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-09,2024-08-15,20.0,20,7,2.86
13314,BIZCOCHUELO EXQUISITA CHOC.540,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-09,2024-08-15,0.0,18,7,2.57
13314,BIZCOCHUELO EXQUISITA CHOC.540,MOLINOS RIO DL.PLATA,Crespo,2024-08-09,2024-08-15,32.0,39,7,5.57
13772,BIZCOCHUELO EXQUISITA COCO 540,MOLINOS RIO DL.PLATA,Hernandez,2024-08-06,2024-08-23,17.0,7,18,0.39
13772,BIZCOCHUELO EXQUISITA COCO 540,MOLINOS RIO DL.PLATA,Crespo,2024-08-06,2024-08-23,128.0,132,18,7.33
13772,BIZCOCHUELO EXQUISITA COCO 540,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-06,2024-08-23,18.0,13,18,0.72
13772,BIZCOCHUELO EXQUISITA COCO 540,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-06,2024-08-23,-6.0,9,18,0.5
13420,BIZCOCHUELO EXQUISITA LIMON 540G,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-09,2024-08-15,72.0,17,7,2.43
13420,BIZCOCHUELO EXQUISITA LIMON 540G,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-09,2024-08-15,17.0,13,7,1.86
13420,BIZCOCHUELO EXQUISITA LIMON 540G,MOLINOS RIO DL.PLATA,Crespo,2024-08-09,2024-08-15,27.0,33,7,4.71
13277,BIZCOCHUELO EXQUISITA NARANJA 540G,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-06,2024-08-15,42.0,11,10,1.1
13277,BIZCOCHUELO EXQUISITA NARANJA 540G,MOLINOS RIO DL.PLATA,Hernandez,2024-08-06,2024-08-15,6.0,5,10,0.5
13277,BIZCOCHUELO EXQUISITA NARANJA 540G,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-06,2024-08-15,16.0,14,10,1.4
13277,BIZCOCHUELO EXQUISITA NARANJA 540G,MOLINOS RIO DL.PLATA,Crespo,2024-08-06,2024-08-15,172.0,116,10,11.6
259676,BIZCOCHUELO EXQUISITA VAIN.450G SIN TACC,MOLINOS RIO DL.PLATA,Crespo,2024-08-09,2024-08-15,34.0,36,7,5.14
259676,BIZCOCHUELO EXQUISITA VAIN.450G SIN TACC,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-09,2024-08-15,0.0,2,7,0.29
259676,BIZCOCHUELO EXQUISITA VAIN.450G SIN TACC,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-09,2024-08-15,24.0,8,7,1.14
13345,BIZCOCHUELO EXQUISITA VAIN.540,MOLINOS RIO DL.PLATA,Crespo,2024-08-09,2024-08-15,23.0,28,7,4.0
13345,BIZCOCHUELO EXQUISITA VAIN.540,MOLINOS RIO DL.PLATA,Nogoya Italia,2024-08-09,2024-08-15,35.0,19,7,2.71
13345,BIZCOCHUELO EXQUISITA VAIN.540,MOLINOS RIO DL.PLATA,Nogoya Sur,2024-08-09,2024-08-15,37.0,32,7,4.57
115300,BOCADITOS GRANIX FRUTILLA KG.,CEAPE GRANEL,Crespo,2024-08-02,2024-08-08,38.0,35,7,5.0
31839,CEREAL GRANIX SKARCHITOS 240 G,CEAPE,Nogoya Italia,2024-08-16,2024-08-22,125.0,15,7,2.14
31839,CEREAL GRANIX SKARCHITOS 240 G,CEAPE,Hernandez,2024-08-16,2024-08-22,1.0,15,7,2.14
31839,CEREAL GRANIX SKARCHITOS 240 G,CEAPE,Crespo,2024-08-16,2024-08-22,32.0,44,7,6.29
102835,CEREAL GRANIX SKARCHITOS KG.,CEAPE GRANEL,Crespo,2024-08-23,2024-08-29,8.0,10,7,1.43
264635,CEREAL JULICROC ARITOS FRUTALES 150G.,JULI CROC,Crespo,2024-08-16,2024-08-22,92.0,7,7,1.0
264635,CEREAL JULICROC ARITOS FRUTALES 150G.,JULI CROC,Nogoya Italia,2024-08-16,2024-08-22,32.0,7,7,1.0
344283,CEREAL JULICROC BEE CROC 120G,JULI CROC,Crespo,2024-08-16,2024-08-22,38.0,3,7,0.43
264636,CEREAL JULICROC BOLITAS CHOCOLATE 150G.,JULI CROC,Crespo,2024-08-16,2024-08-22,72.0,21,7,3.0
264636,CEREAL JULICROC BOLITAS CHOCOLATE 150G.,JULI CROC,Nogoya Italia,2024-08-16,2024-08-22,41.0,12,7,1.71
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Nogoya Sur,2024-08-09,2024-08-15,22.0,6,7,0.86
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Nogoya Sur,2024-08-02,2024-08-08,25.0,3,7,0.43
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Nogoya Italia,2024-08-09,2024-08-15,7.0,6,7,0.86
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Hernandez,2024-08-09,2024-08-15,8.0,2,7,0.29
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Hernandez,2024-08-02,2024-08-08,13.0,5,7,0.71
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Crespo,2024-08-09,2024-08-15,98.0,24,7,3.43
283817,CERVEZA LESTER RICE SIN TACC 330CC,LESTER,Crespo,2024-08-02,2024-08-08,67.0,5,7,0.71
282037,CHALITAS VIAVITA 100G.CHIMICHURRI,VIAVITA NOBEL FOODS,Nogoya Italia,2024-08-16,2024-08-22,11.0,1,7,0.14
282037,CHALITAS VIAVITA 100G.CHIMICHURRI,VIAVITA NOBEL FOODS,Hernandez,2024-08-16,2024-08-22,12.0,1,7,0.14
282037,CHALITAS VIAVITA 100G.CHIMICHURRI,VIAVITA NOBEL FOODS,Crespo,2024-08-16,2024-08-22,20.0,2,7,0.29
282036,CHALITAS VIAVITA 100G.CLASICAS,VIAVITA NOBEL FOODS,Crespo,2024-08-16,2024-08-22,17.0,7,7,1.0
282036,CHALITAS VIAVITA 100G.CLASICAS,VIAVITA NOBEL FOODS,Nogoya Italia,2024-08-16,2024-08-22,15.0,1,7,0.14
282036,CHALITAS VIAVITA 100G.CLASICAS,VIAVITA NOBEL FOODS,Nogoya Sur,2024-08-16,2024-08-22,14.0,2,7,0.29
282036,CHALITAS VIAVITA 100G.CLASICAS,VIAVITA NOBEL FOODS,Hernandez,2024-08-16,2024-08-22,6.0,1,7,0.14
282041,CHALITAS VIAVITA 100G.JAMON,VIAVITA NOBEL FOODS,Crespo,2024-08-16,2024-08-22,16.0,8,7,1.14
282041,CHALITAS VIAVITA 100G.JAMON,VIAVITA NOBEL FOODS,Hernandez,2024-08-16,2024-08-22,10.0,1,7,0.14
282041,CHALITAS VIAVITA 100G.JAMON,VIAVITA NOBEL FOODS,Nogoya Sur,2024-08-16,2024-08-22,14.0,4,7,0.57
282040,CHALITAS VIAVITA 100G.PARMESANO,VIAVITA NOBEL FOODS,Crespo,2024-08-16,2024-08-22,22.0,16,7,2.29
282040,CHALITAS VIAVITA 100G.PARMESANO,VIAVITA NOBEL FOODS,Nogoya Sur,2024-08-16,2024-08-22,14.0,1,7,0.14
282038,CHALITAS VIAVITA 100G.SEMILLAS,VIAVITA NOBEL FOODS,Crespo,2024-08-16,2024-08-22,20.0,11,7,1.57
282038,CHALITAS VIAVITA 100G.SEMILLAS,VIAVITA NOBEL FOODS,Nogoya Sur,2024-08-16,2024-08-22,14.0,1,7,0.14
47241,CHAMPIÑONES BAHIA ENTEROS  184 GRS.,REGIONAL TRADE,Nogoya Sur,2024-08-09,2024-08-15,44.0,18,7,2.57
47241,CHAMPIÑONES BAHIA ENTEROS  184 GRS.,REGIONAL TRADE,Nogoya Italia,2024-08-09,2024-08-15,50.0,21,7,3.0
47241,CHAMPIÑONES BAHIA ENTEROS  184 GRS.,REGIONAL TRADE,Crespo,2024-08-09,2024-08-15,40.0,29,7,4.14
100207,CHIPA KG.,PANIF. LAR,Crespo,2024-08-23,2024-08-24,-269.0,35,2,17.5
36945,CHOCOLINO PLUS 360G.,LA VIRGINIA,Nogoya Sur,2024-08-23,2024-08-29,414.0,47,7,6.71
36945,CHOCOLINO PLUS 360G.,LA VIRGINIA,Nogoya Italia,2024-08-23,2024-08-29,87.0,15,7,2.14
36945,CHOCOLINO PLUS 360G.,LA VIRGINIA,Crespo,2024-08-23,2024-08-29,77.0,111,7,15.86
36945,CHOCOLINO PLUS 360G.,LA VIRGINIA,Hernandez,2024-08-23,2024-08-29,78.0,25,7,3.57
39267,CHOCOLINO PLUS 800G.,LA VIRGINIA,Hernandez,2024-08-09,2024-08-15,29.0,6,7,0.86
39267,CHOCOLINO PLUS 800G.,LA VIRGINIA,Crespo,2024-08-09,2024-08-15,31.0,52,7,7.43
39267,CHOCOLINO PLUS 800G.,LA VIRGINIA,Nogoya Italia,2024-08-09,2024-08-15,13.0,7,7,1.0
39267,CHOCOLINO PLUS 800G.,LA VIRGINIA,Nogoya Sur,2024-08-09,2024-08-15,109.0,17,7,2.43
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Nogoya Italia,2024-08-02,2024-08-03,1.0,2,2,1.0
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Hernandez,2024-08-15,2024-08-16,-1.0,4,2,2.0
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Hernandez,2024-08-02,2024-08-03,0.0,14,2,7.0
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Crespo,2024-08-15,2024-08-16,31.0,56,2,28.0
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Crespo,2024-08-02,2024-08-03,25.0,85,2,42.5
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Nogoya Sur,2024-08-02,2024-08-03,0.0,8,2,4.0
107329,CHORIZO FRESCO 100% CERDO KG.,CARNE CERDO,Nogoya Sur,2024-08-15,2024-08-16,0.0,2,2,1.0
102490,CHORIZO FRESCO ESPECIAL KG.,CARNE VACUNA,Crespo,2024-08-09,2024-08-10,189.0,326,2,163.0
102490,CHORIZO FRESCO ESPECIAL KG.,CARNE VACUNA,Crespo,2024-08-23,2024-08-24,216.0,223,2,111.5
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Hernandez,2024-08-09,2024-08-10,7.0,37,2,18.5
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Nogoya Italia,2024-08-09,2024-08-10,19.0,17,2,8.5
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Nogoya Italia,2024-08-23,2024-08-24,8.0,11,2,5.5
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Nogoya Sur,2024-08-09,2024-08-10,22.0,24,2,12.0
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Nogoya Sur,2024-08-23,2024-08-24,14.0,13,2,6.5
107275,CHORIZO FRESCO KG.,CARNE VACUNA,Hernandez,2024-08-23,2024-08-24,3.0,32,2,16.0
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Nogoya Sur,2024-08-09,2024-08-10,7.0,6,2,3.0
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Nogoya Italia,2024-08-23,2024-08-24,11.0,7,2,3.5
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Nogoya Italia,2024-08-09,2024-08-10,4.0,6,2,3.0
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Hernandez,2024-08-23,2024-08-24,5.0,8,2,4.0
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Hernandez,2024-08-09,2024-08-10,6.0,17,2,8.5
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Crespo,2024-08-23,2024-08-24,78.0,24,2,12.0
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Crespo,2024-08-09,2024-08-10,28.0,5,2,2.5
102721,CHORIZO FRESCO ROSCA KG.,CARNE VACUNA,Nogoya Sur,2024-08-23,2024-08-24,3.0,6,2,3.0
363321,COLONIA DES.AXE AQUA CITRUS 96G,ELIDA PONDS,Nogoya Sur,2024-08-09,2024-08-15,36.0,4,7,0.57
363321,COLONIA DES.AXE AQUA CITRUS 96G,ELIDA PONDS,Nogoya Italia,2024-08-09,2024-08-15,28.0,1,7,0.14
363321,COLONIA DES.AXE AQUA CITRUS 96G,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,47.0,21,7,3.0
363315,COLONIA DES.AXE BLUE LAVENDER 96G,ELIDA PONDS,Hernandez,2024-08-09,2024-08-15,48.0,1,7,0.14
363315,COLONIA DES.AXE BLUE LAVENDER 96G,ELIDA PONDS,Nogoya Sur,2024-08-09,2024-08-15,36.0,2,7,0.29
363315,COLONIA DES.AXE BLUE LAVENDER 96G,ELIDA PONDS,Nogoya Italia,2024-08-09,2024-08-15,41.0,7,7,1.0
363315,COLONIA DES.AXE BLUE LAVENDER 96G,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,44.0,25,7,3.57
363322,COLONIA DES.AXE GREEN GERANIUM 96G,ELIDA PONDS,Nogoya Italia,2024-08-09,2024-08-15,44.0,3,7,0.43
363322,COLONIA DES.AXE GREEN GERANIUM 96G,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,59.0,12,7,1.71
363322,COLONIA DES.AXE GREEN GERANIUM 96G,ELIDA PONDS,Nogoya Sur,2024-08-09,2024-08-15,36.0,3,7,0.43
227353,CONDIMENTO PARRISAL 400G. BOLSA,PARRISAL,Crespo,2024-08-16,2024-08-22,70.0,214,7,30.57
227353,CONDIMENTO PARRISAL 400G. BOLSA,PARRISAL,Hernandez,2024-08-16,2024-08-22,8.0,20,7,2.86
227353,CONDIMENTO PARRISAL 400G. BOLSA,PARRISAL,Nogoya Sur,2024-08-16,2024-08-22,90.0,19,7,2.71
64397,CONG.HAMBURGUESAS FRIAR 160G. CLASICAS COD.4309,FRIAR,Hernandez,2024-08-16,2024-08-22,34.0,9,7,1.29
64397,CONG.HAMBURGUESAS FRIAR 160G. CLASICAS COD.4309,FRIAR,Nogoya Italia,2024-08-16,2024-08-22,30.0,22,7,3.14
64397,CONG.HAMBURGUESAS FRIAR 160G. CLASICAS COD.4309,FRIAR,Crespo,2024-08-16,2024-08-22,172.0,78,7,11.14
378340,CONGELATA RAVIOLES RICOTA 500G.,LA REINA,Hernandez,2024-08-16,2024-08-22,18.0,2,7,0.29
378340,CONGELATA RAVIOLES RICOTA 500G.,LA REINA,Nogoya Sur,2024-08-16,2024-08-22,34.0,1,7,0.14
378340,CONGELATA RAVIOLES RICOTA 500G.,LA REINA,Crespo,2024-08-16,2024-08-22,56.0,5,7,0.71
60558,CONGELATA RAVIOLES VERDURA 500G.,LA REINA,Crespo,2024-08-16,2024-08-22,41.0,11,7,1.57
60558,CONGELATA RAVIOLES VERDURA 500G.,LA REINA,Hernandez,2024-08-16,2024-08-22,13.0,5,7,0.71
236100,CONIX JULICROC 70G.,JULI CROC,Hernandez,2024-08-23,2024-08-29,16.0,11,7,1.57
236100,CONIX JULICROC 70G.,JULI CROC,Crespo,2024-08-23,2024-08-29,19.0,45,7,6.43
243057,COPOS DE MAIZ AZUCARADOS P.PRECIO 500G.,GENERAL CEREALS,Crespo,2024-08-09,2024-08-15,7.0,11,7,1.57
243057,COPOS DE MAIZ AZUCARADOS P.PRECIO 500G.,GENERAL CEREALS,Nogoya Italia,2024-08-09,2024-08-15,1.0,6,7,0.86
243057,COPOS DE MAIZ AZUCARADOS P.PRECIO 500G.,GENERAL CEREALS,Nogoya Sur,2024-08-09,2024-08-15,180.0,23,7,3.29
105279,COSTILLA NOVILLO KG.,CARNE VACUNA,Crespo,2024-08-04,2024-08-07,2970.0,360,4,90.0
105279,COSTILLA NOVILLO KG.,CARNE VACUNA,Crespo,2024-08-02,2024-08-03,2683.0,598,2,299.0
105279,COSTILLA NOVILLO KG.,CARNE VACUNA,Crespo,2024-08-09,2024-08-10,2678.0,646,2,323.0
105279,COSTILLA NOVILLO KG.,CARNE VACUNA,Nogoya Sur,2024-08-09,2024-08-10,38.0,29,2,14.5
105279,COSTILLA NOVILLO KG.,CARNE VACUNA,Nogoya Sur,2024-08-02,2024-08-03,0.0,31,2,15.5
105279,COSTILLA NOVILLO KG.,CARNE VACUNA,Hernandez,2024-08-02,2024-08-03,-1.0,52,2,26.0
105279,COSTILLA NOVILLO KG.,CARNE VACUNA,Hernandez,2024-08-04,2024-08-07,-56.0,0,4,0.0
105279,COSTILLA NOVILLO KG.,CARNE VACUNA,Hernandez,2024-08-09,2024-08-10,166.0,43,2,21.5
105279,COSTILLA NOVILLO KG.,CARNE VACUNA,Nogoya Italia,2024-08-02,2024-08-03,27.0,36,2,18.0
105279,COSTILLA NOVILLO KG.,CARNE VACUNA,Nogoya Italia,2024-08-04,2024-08-07,53.0,16,4,4.0
105279,COSTILLA NOVILLO KG.,CARNE VACUNA,Nogoya Italia,2024-08-09,2024-08-10,44.0,40,2,20.0
94727,CREMA LECHE DISTRI CREM POTE,DISTRI CREM,Crespo,2024-08-22,2024-08-27,254.0,99,6,16.5
297930,CREMA LECHE LAS 3 NIÑAS 200ML.UAT COCINA,ADECOAGRO,Nogoya Italia,2024-08-02,2024-08-08,22.0,13,7,1.86
297930,CREMA LECHE LAS 3 NIÑAS 200ML.UAT COCINA,ADECOAGRO,Crespo,2024-08-02,2024-08-08,106.0,36,7,5.14
238901,CREMA LECHE TREMBLAY 360G.,LACTEOS TREMBLAY,Crespo,2024-08-16,2024-08-19,235.0,100,4,25.0
262720,CREMON LIGHT 280G,MASTELLONE HNOS S.A.,Crespo,2024-08-23,2024-08-29,29.0,21,7,3.0
262720,CREMON LIGHT 280G,MASTELLONE HNOS S.A.,Hernandez,2024-08-23,2024-08-29,9.0,5,7,0.71
262720,CREMON LIGHT 280G,MASTELLONE HNOS S.A.,Nogoya Italia,2024-08-23,2024-08-29,3.0,15,7,2.14
262720,CREMON LIGHT 280G,MASTELLONE HNOS S.A.,Nogoya Sur,2024-08-23,2024-08-29,13.0,6,7,0.86
263297,CREMON ORIGINAL 280G.,MASTELLONE HNOS S.A.,Crespo,2024-08-23,2024-08-29,20.0,30,7,4.29
263297,CREMON ORIGINAL 280G.,MASTELLONE HNOS S.A.,Hernandez,2024-08-23,2024-08-29,8.0,2,7,0.29
263297,CREMON ORIGINAL 280G.,MASTELLONE HNOS S.A.,Nogoya Italia,2024-08-23,2024-08-29,3.0,15,7,2.14
263297,CREMON ORIGINAL 280G.,MASTELLONE HNOS S.A.,Nogoya Sur,2024-08-23,2024-08-29,5.0,8,7,1.14
100209,CREMONA KG.,PANIF. LAR,Nogoya Sur,2024-08-09,2024-08-10,-4.0,0,2,0.0
100209,CREMONA KG.,PANIF. LAR,Crespo,2024-08-09,2024-08-10,-176.0,14,2,7.0
592192,DESODORANTE DOVE FEM.ORIGINAL 87G,ELIDA PONDS,Nogoya Sur,2024-08-16,2024-08-22,71.0,39,7,5.57
592192,DESODORANTE DOVE FEM.ORIGINAL 87G,ELIDA PONDS,Nogoya Italia,2024-08-16,2024-08-22,195.0,22,7,3.14
592192,DESODORANTE DOVE FEM.ORIGINAL 87G,ELIDA PONDS,Hernandez,2024-08-16,2024-08-22,34.0,3,7,0.43
592192,DESODORANTE DOVE FEM.ORIGINAL 87G,ELIDA PONDS,Crespo,2024-08-16,2024-08-22,179.0,128,7,18.29
751618,DESODORANTE REXONA R.ON FEM NUTRTITIVE 50ML,ELIDA PONDS,Crespo,2024-08-09,2024-08-15,59.0,45,7,6.43
