codigo,Descripcion_Articulo_Oferta,Marca_producto,sucursal,fecha_inicio,fecha_fin,stock,Total_Ventas_Unidad,Porcentaje_Vendido
82392,VINO TINTO RESERO 1125CC,RESERO,Nogoya Italia,2024-08-02,2024-08-08,69.0,13,18.84
82392,VINO TINTO RESERO 1125CC,RESERO,Crespo,2024-08-02,2024-08-08,197.0,77,39.09
82392,VINO TINTO RESERO 1125CC,RESERO,Hernandez,2024-08-02,2024-08-08,11.0,3,27.27
290624,VINO TINTO TRIBU CAB-SAU 750CC,BODEGA TRIVENTO,Nogoya Sur,2024-08-02,2024-08-08,7.0,1,14.29
290624,VINO TINTO TRIBU CAB-SAU 750CC,BODEGA TRIVENTO,Nogoya Italia,2024-08-02,2024-08-08,15.0,2,13.33
290624,VINO TINTO TRIBU CAB-SAU 750CC,BODEGA TRIVENTO,Crespo,2024-08-02,2024-08-08,20.0,28,140.0
290625,VINO TINTO TRIBU MALBEC 750CC,BODEGA TRIVENTO,Nogoya Italia,2024-08-02,2024-08-08,22.0,1,4.55
290625,VINO TINTO TRIBU MALBEC 750CC,BODEGA TRIVENTO,Crespo,2024-08-02,2024-08-08,4.0,13,325.0
281083,VINO TINTO TRIVENTO CAB-SAU 750CC,BODEGA TRIVENTO,Hernandez,2024-08-02,2024-08-08,8.0,4,50.0
281083,VINO TINTO TRIVENTO CAB-SAU 750CC,BODEGA TRIVENTO,Crespo,2024-08-02,2024-08-08,25.0,5,20.0
281082,VINO TINTO TRIVENTO MALBEC 750CC,BODEGA TRIVENTO,Nogoya Italia,2024-08-02,2024-08-08,10.0,4,40.0
281082,VINO TINTO TRIVENTO MALBEC 750CC,BODEGA TRIVENTO,Hernandez,2024-08-02,2024-08-08,1.0,1,100.0
281082,VINO TINTO TRIVENTO MALBEC 750CC,BODEGA TRIVENTO,Crespo,2024-08-02,2024-08-08,3.0,10,333.33
297499,VINO TINTO TRIVENTO RED BLEND 750CC MAXIMUM,BODEGA TRIVENTO,Crespo,2024-08-02,2024-08-08,9.0,8,88.89
334557,VINO TINTO VIÑALBA MALBEC 750ML.,FRATELLI BRANCA,Hernandez,2024-08-09,2024-08-10,12.0,2,16.67
334557,VINO TINTO VIÑALBA MALBEC 750ML.,FRATELLI BRANCA,Crespo,2024-08-09,2024-08-10,14.0,6,42.86
254820,YERBA MAÑANITA 4 FLEX 1KG.,TASA LAS MARIAS,Crespo,2024-08-16,2024-08-22,165.0,188,113.94
254820,YERBA MAÑANITA 4 FLEX 1KG.,TASA LAS MARIAS,Hernandez,2024-08-16,2024-08-22,39.0,29,74.36
254820,YERBA MAÑANITA 4 FLEX 1KG.,TASA LAS MARIAS,Nogoya Italia,2024-08-16,2024-08-22,154.0,40,25.97
254820,YERBA MAÑANITA 4 FLEX 1KG.,TASA LAS MARIAS,Nogoya Sur,2024-08-16,2024-08-22,214.0,36,16.82
254823,YERBA UNION 4 FLEX 1 KG.,TASA LAS MARIAS,Hernandez,2024-08-23,2024-08-29,180.0,24,13.33
254823,YERBA UNION 4 FLEX 1 KG.,TASA LAS MARIAS,Nogoya Sur,2024-08-23,2024-08-29,502.0,33,6.57
254823,YERBA UNION 4 FLEX 1 KG.,TASA LAS MARIAS,Nogoya Italia,2024-08-23,2024-08-29,33.0,26,78.79
254823,YERBA UNION 4 FLEX 1 KG.,TASA LAS MARIAS,Crespo,2024-08-23,2024-08-29,102.0,93,91.18
31488,YOGHURT CREMIGAL 120G.ENTERO DURAZNO,CREMIGAL,Nogoya Italia,2024-08-13,2024-08-21,76.0,61,80.26
31488,YOGHURT CREMIGAL 120G.ENTERO DURAZNO,CREMIGAL,Crespo,2024-08-13,2024-08-21,636.0,166,26.1
31488,YOGHURT CREMIGAL 120G.ENTERO DURAZNO,CREMIGAL,Nogoya Sur,2024-08-13,2024-08-21,135.0,91,67.41
761695,YOGHURT CREMIGAL 120G.ENTERO FRUTAS TROPICALE,CREMIGAL,Nogoya Sur,2024-08-15,2024-08-16,104.0,20,19.23
761695,YOGHURT CREMIGAL 120G.ENTERO FRUTAS TROPICALE,CREMIGAL,Crespo,2024-08-15,2024-08-16,456.0,102,22.37
298314,YOGHURT G.COMPRA BEBIBLE 900ML.FRUTILLA,DANONE ARGENTINA SA,Nogoya Sur,2024-08-16,2024-08-22,11.0,42,381.82
298314,YOGHURT G.COMPRA BEBIBLE 900ML.FRUTILLA,DANONE ARGENTINA SA,Crespo,2024-08-16,2024-08-22,53.0,82,154.72
298313,YOGHURT G.COMPRA BEBIBLE 900ML.VAINILLA,DANONE ARGENTINA SA,Nogoya Sur,2024-08-16,2024-08-22,18.0,26,144.44
298313,YOGHURT G.COMPRA BEBIBLE 900ML.VAINILLA,DANONE ARGENTINA SA,Crespo,2024-08-16,2024-08-22,67.0,96,143.28
298313,YOGHURT G.COMPRA BEBIBLE 900ML.VAINILLA,DANONE ARGENTINA SA,Nogoya Italia,2024-08-16,2024-08-22,8.0,16,200.0
291149,YOGHURT YOGURISIMO NATURAL 300G.,DANONE ARGENTINA SA,Nogoya Italia,2024-08-23,2024-08-29,0.0,6,0.0
291149,YOGHURT YOGURISIMO NATURAL 300G.,DANONE ARGENTINA SA,Crespo,2024-08-23,2024-08-29,30.0,17,56.67
263682,YOGHURT YOGURISIMO NATURAL 300G. S/AZUCAR,DANONE ARGENTINA SA,Crespo,2024-08-23,2024-08-29,2.0,71,3550.0
263682,YOGHURT YOGURISIMO NATURAL 300G. S/AZUCAR,DANONE ARGENTINA SA,Nogoya Italia,2024-08-23,2024-08-29,9.0,12,133.33
263682,YOGHURT YOGURISIMO NATURAL 300G. S/AZUCAR,DANONE ARGENTINA SA,Nogoya Sur,2024-08-23,2024-08-29,0.0,12,0.0
219756,YOGUBAR DE ARROZ GALLO 20G.,CHOCOARROZ,Crespo,2024-08-16,2024-08-22,127.0,74,58.27
219756,YOGUBAR DE ARROZ GALLO 20G.,CHOCOARROZ,Hernandez,2024-08-16,2024-08-22,0.0,16,0.0
219756,YOGUBAR DE ARROZ GALLO 20G.,CHOCOARROZ,Nogoya Italia,2024-08-16,2024-08-22,255.0,49,19.22
219756,YOGUBAR DE ARROZ GALLO 20G.,CHOCOARROZ,Nogoya Sur,2024-08-16,2024-08-22,-42.0,18,0.0
