codigo,barras,descripcion,fecha_inicio,fecha_fin,porcentaje_descuento,sucursal,stock
47241.0,7795933204078,CHAMPIÑONES BAHIA ENTEROS  184 GRS.               ,2024-08-09,2024-08-15,,Hernandez,24.0
47241.0,7795933204078,CHAMPIÑONES BAHIA ENTEROS  184 GRS.               ,2024-08-09,2024-08-15,,Nogoya Italia,50.0
47241.0,7795933204078,CHAMPIÑONES BAHIA ENTEROS  184 GRS.               ,2024-08-09,2024-08-15,,Crespo,40.0
100207.0,0000000100207,CHIPA KG.                                         ,2024-08-23,2024-08-24,10.53,Nogoya Sur,0.0
100207.0,0000000100207,CHIPA KG.                                         ,2024-08-23,2024-08-24,10.53,Crespo,-269.0
36945.0,7790150830819,CHOCOLINO PLUS 360G.                              ,2024-08-23,2024-08-29,20.0,Hernandez,78.0
36945.0,7790150830819,CHOCOLINO PLUS 360G.                              ,2024-08-23,2024-08-29,20.0,Crespo,77.0
36945.0,7790150830819,CHOCOLINO PLUS 360G.                              ,2024-08-23,2024-08-29,20.0,Nogoya Italia,87.0
36945.0,7790150830819,CHOCOLINO PLUS 360G.                              ,2024-08-23,2024-08-29,20.0,Nogoya Sur,414.0
39267.0,7790150830833,CHOCOLINO PLUS 800G.                              ,2024-08-09,2024-08-15,20.0,Nogoya Sur,109.0
39267.0,7790150830833,CHOCOLINO PLUS 800G.                              ,2024-08-09,2024-08-15,20.0,Crespo,31.0
39267.0,7790150830833,CHOCOLINO PLUS 800G.                              ,2024-08-09,2024-08-15,20.0,Hernandez,29.0
39267.0,7790150830833,CHOCOLINO PLUS 800G.                              ,2024-08-09,2024-08-15,20.0,Nogoya Italia,13.0
107329.0,6000001073274,CHORIZO FRESCO 100% CERDO KG.                     ,2024-08-15,2024-08-16,12.44,Nogoya Sur,0.0
107329.0,6000001073274,CHORIZO FRESCO 100% CERDO KG.                     ,2024-08-15,2024-08-16,12.44,Hernandez,-1.0
107329.0,6000001073274,CHORIZO FRESCO 100% CERDO KG.                     ,2024-08-15,2024-08-16,12.44,Crespo,31.0
107329.0,6000001073274,CHORIZO FRESCO 100% CERDO KG.                     ,2024-08-15,2024-08-16,12.44,Nogoya Italia,1.0
107329.0,6000001073274,CHORIZO FRESCO 100% CERDO KG.                     ,2024-08-02,2024-08-03,15.29,Crespo,25.0
107329.0,6000001073274,CHORIZO FRESCO 100% CERDO KG.                     ,2024-08-02,2024-08-03,15.29,Hernandez,0.0
107329.0,6000001073274,CHORIZO FRESCO 100% CERDO KG.                     ,2024-08-02,2024-08-03,15.29,Nogoya Sur,0.0
107329.0,6000001073274,CHORIZO FRESCO 100% CERDO KG.                     ,2024-08-02,2024-08-03,15.29,Nogoya Italia,1.0
102490.0,0000000102490,CHORIZO FRESCO ESPECIAL KG.                       ,2024-08-09,2024-08-10,21.18,Crespo,189.0
102490.0,0000000102490,CHORIZO FRESCO ESPECIAL KG.                       ,2024-08-09,2024-08-10,21.18,Nogoya Italia,0.0
102490.0,0000000102490,CHORIZO FRESCO ESPECIAL KG.                       ,2024-08-23,2024-08-24,12.27,Crespo,216.0
102490.0,0000000102490,CHORIZO FRESCO ESPECIAL KG.                       ,2024-08-23,2024-08-24,12.27,Nogoya Italia,0.0
107275.0,6000001072734,CHORIZO FRESCO KG.                                ,2024-08-23,2024-08-24,12.27,Nogoya Sur,14.0
107275.0,6000001072734,CHORIZO FRESCO KG.                                ,2024-08-23,2024-08-24,12.27,Hernandez,3.0
107275.0,6000001072734,CHORIZO FRESCO KG.                                ,2024-08-23,2024-08-24,12.27,Crespo,0.0
107275.0,6000001072734,CHORIZO FRESCO KG.                                ,2024-08-23,2024-08-24,12.27,Nogoya Italia,8.0
107275.0,6000001072734,CHORIZO FRESCO KG.                                ,2024-08-09,2024-08-10,21.18,Nogoya Sur,22.0
107275.0,6000001072734,CHORIZO FRESCO KG.                                ,2024-08-09,2024-08-10,21.18,Crespo,0.0
107275.0,6000001072734,CHORIZO FRESCO KG.                                ,2024-08-09,2024-08-10,21.18,Hernandez,7.0
107275.0,6000001072734,CHORIZO FRESCO KG.                                ,2024-08-09,2024-08-10,21.18,Nogoya Italia,19.0
102721.0,0000000102721,CHORIZO FRESCO ROSCA KG.                          ,2024-08-09,2024-08-10,21.18,Nogoya Italia,4.0
102721.0,0000000102721,CHORIZO FRESCO ROSCA KG.                          ,2024-08-09,2024-08-10,21.18,Crespo,28.0
102721.0,0000000102721,CHORIZO FRESCO ROSCA KG.                          ,2024-08-09,2024-08-10,21.18,Hernandez,6.0
102721.0,0000000102721,CHORIZO FRESCO ROSCA KG.                          ,2024-08-09,2024-08-10,21.18,Nogoya Sur,7.0
102721.0,0000000102721,CHORIZO FRESCO ROSCA KG.                          ,2024-08-23,2024-08-24,12.27,Nogoya Italia,11.0
102721.0,0000000102721,CHORIZO FRESCO ROSCA KG.                          ,2024-08-23,2024-08-24,12.27,Nogoya Sur,3.0
102721.0,0000000102721,CHORIZO FRESCO ROSCA KG.                          ,2024-08-23,2024-08-24,12.27,Hernandez,5.0
102721.0,0000000102721,CHORIZO FRESCO ROSCA KG.                          ,2024-08-23,2024-08-24,12.27,Crespo,78.0
297310.0,7797039901059,COCINA ORBIS BCA. MG 938BC3M                      ,2024-08-20,2024-08-31,0.0,,0.0
346154.0,7797039901134,COCINA ORBIS GRAF.MG 938GP3M                      ,2024-08-20,2024-08-31,0.0,,0.0
346224.0,0000000346224,COCINA ORBIS PLANA BCA. 838BC4M                   ,2024-08-20,2024-08-31,0.0,,0.0
363321.0,7506306249974,COLONIA DES.AXE AQUA CITRUS 96G                   ,2024-08-09,2024-08-15,20.0,Hernandez,48.0
363321.0,7506306249974,COLONIA DES.AXE AQUA CITRUS 96G                   ,2024-08-09,2024-08-15,20.0,Nogoya Italia,28.0
363321.0,7506306249974,COLONIA DES.AXE AQUA CITRUS 96G                   ,2024-08-09,2024-08-15,20.0,Crespo,47.0
363321.0,7506306249974,COLONIA DES.AXE AQUA CITRUS 96G                   ,2024-08-09,2024-08-15,20.0,Nogoya Sur,36.0
363315.0,7506306249981,COLONIA DES.AXE BLUE LAVENDER 96G                 ,2024-08-09,2024-08-15,20.0,Hernandez,48.0
363315.0,7506306249981,COLONIA DES.AXE BLUE LAVENDER 96G                 ,2024-08-09,2024-08-15,20.0,Nogoya Italia,41.0
363315.0,7506306249981,COLONIA DES.AXE BLUE LAVENDER 96G                 ,2024-08-09,2024-08-15,20.0,Crespo,44.0
363315.0,7506306249981,COLONIA DES.AXE BLUE LAVENDER 96G                 ,2024-08-09,2024-08-15,20.0,Nogoya Sur,36.0
363322.0,7506306249998,COLONIA DES.AXE GREEN GERANIUM 96G                ,2024-08-09,2024-08-15,20.0,Nogoya Italia,44.0
363322.0,7506306249998,COLONIA DES.AXE GREEN GERANIUM 96G                ,2024-08-09,2024-08-15,20.0,Hernandez,52.0
363322.0,7506306249998,COLONIA DES.AXE GREEN GERANIUM 96G                ,2024-08-09,2024-08-15,20.0,Crespo,59.0
363322.0,7506306249998,COLONIA DES.AXE GREEN GERANIUM 96G                ,2024-08-09,2024-08-15,20.0,Nogoya Sur,36.0
227353.0,0614143438899,CONDIMENTO PARRISAL 400G. BOLSA                   ,2024-08-16,2024-08-22,12.47,Nogoya Italia,0.0
227353.0,0614143438899,CONDIMENTO PARRISAL 400G. BOLSA                   ,2024-08-16,2024-08-22,12.47,Hernandez,8.0
227353.0,0614143438899,CONDIMENTO PARRISAL 400G. BOLSA                   ,2024-08-16,2024-08-22,12.47,Nogoya Sur,90.0
227353.0,0614143438899,CONDIMENTO PARRISAL 400G. BOLSA                   ,2024-08-16,2024-08-22,12.47,Crespo,70.0
64397.0,7793040065117,CONG.HAMBURGUESAS FRIAR 160G. CLASICAS COD.4309   ,2024-08-16,2024-08-22,20.0,Nogoya Sur,-1.0
64397.0,7793040065117,CONG.HAMBURGUESAS FRIAR 160G. CLASICAS COD.4309   ,2024-08-16,2024-08-22,20.0,Hernandez,34.0
64397.0,7793040065117,CONG.HAMBURGUESAS FRIAR 160G. CLASICAS COD.4309   ,2024-08-16,2024-08-22,20.0,Nogoya Italia,30.0
64397.0,7793040065117,CONG.HAMBURGUESAS FRIAR 160G. CLASICAS COD.4309   ,2024-08-16,2024-08-22,20.0,Crespo,172.0
378340.0,7798140400257,CONGELATA RAVIOLES RICOTA 500G.                   ,2024-08-16,2024-08-22,,Nogoya Sur,34.0
378340.0,7798140400257,CONGELATA RAVIOLES RICOTA 500G.                   ,2024-08-16,2024-08-22,,Hernandez,18.0
378340.0,7798140400257,CONGELATA RAVIOLES RICOTA 500G.                   ,2024-08-16,2024-08-22,,Crespo,56.0
60558.0,7798140400066,CONGELATA RAVIOLES VERDURA 500G.                  ,2024-08-16,2024-08-22,,Nogoya Sur,36.0
60558.0,7798140400066,CONGELATA RAVIOLES VERDURA 500G.                  ,2024-08-16,2024-08-22,,Crespo,41.0
60558.0,7798140400066,CONGELATA RAVIOLES VERDURA 500G.                  ,2024-08-16,2024-08-22,,Hernandez,13.0
236100.0,7798332890194,CONIX JULICROC 70G.                               ,2024-08-23,2024-08-29,15.0,Crespo,19.0
236100.0,7798332890194,CONIX JULICROC 70G.                               ,2024-08-23,2024-08-29,15.0,Hernandez,16.0
236100.0,7798332890194,CONIX JULICROC 70G.                               ,2024-08-23,2024-08-29,15.0,Nogoya Sur,53.0
243057.0,7797599231832,COPOS DE MAIZ AZUCARADOS P.PRECIO 500G.           ,2024-08-09,2024-08-15,,Nogoya Italia,1.0
243057.0,7797599231832,COPOS DE MAIZ AZUCARADOS P.PRECIO 500G.           ,2024-08-09,2024-08-15,,Nogoya Sur,180.0
243057.0,7797599231832,COPOS DE MAIZ AZUCARADOS P.PRECIO 500G.           ,2024-08-09,2024-08-15,,Hernandez,29.0
243057.0,7797599231832,COPOS DE MAIZ AZUCARADOS P.PRECIO 500G.           ,2024-08-09,2024-08-15,,Crespo,7.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-04,2024-08-07,9.23,Nogoya Sur,38.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-04,2024-08-07,9.23,Hernandez,-56.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-04,2024-08-07,9.23,Nogoya Sur,38.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-09,2024-08-10,9.23,Crespo,2678.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-09,2024-08-10,9.23,Nogoya Sur,38.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-09,2024-08-10,9.23,Nogoya Italia,44.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-09,2024-08-10,9.23,Hernandez,166.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-04,2024-08-07,9.23,Crespo,2970.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-04,2024-08-07,9.23,Crespo,2970.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-04,2024-08-07,9.23,Nogoya Italia,53.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-04,2024-08-07,9.23,Nogoya Italia,53.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-04,2024-08-07,9.23,Hernandez,-56.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-02,2024-08-03,9.23,Crespo,2683.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-02,2024-08-03,9.23,Nogoya Sur,0.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-02,2024-08-03,9.23,Hernandez,-1.0
105279.0,6000001052798,COSTILLA NOVILLO KG.                              ,2024-08-02,2024-08-03,9.23,Nogoya Italia,27.0
94727.0,0000000094727,CREMA LECHE DISTRI CREM POTE                      ,2024-08-22,2024-08-27,15.07,Crespo,254.0
297930.0,7798338291070,CREMA LECHE LAS 3 NIÑAS 200ML.UAT COCINA          ,2024-08-02,2024-08-08,7.02,Crespo,106.0
297930.0,7798338291070,CREMA LECHE LAS 3 NIÑAS 200ML.UAT COCINA          ,2024-08-02,2024-08-08,7.02,Hernandez,0.0
297930.0,7798338291070,CREMA LECHE LAS 3 NIÑAS 200ML.UAT COCINA          ,2024-08-02,2024-08-08,7.02,Nogoya Italia,22.0
297930.0,7798338291070,CREMA LECHE LAS 3 NIÑAS 200ML.UAT COCINA          ,2024-08-02,2024-08-08,7.02,Nogoya Sur,0.0
238901.0,7798151770028,CREMA LECHE TREMBLAY 360G.                        ,2024-08-16,2024-08-19,,Nogoya Sur,52.0
238901.0,7798151770028,CREMA LECHE TREMBLAY 360G.                        ,2024-08-16,2024-08-19,,Crespo,235.0
238901.0,7798151770028,CREMA LECHE TREMBLAY 360G.                        ,2024-08-16,2024-08-19,,Hernandez,0.0
262720.0,7790742373809,CREMON LIGHT 280G                                 ,2024-08-23,2024-08-29,30.0,Crespo,29.0
262720.0,7790742373809,CREMON LIGHT 280G                                 ,2024-08-23,2024-08-29,30.0,Hernandez,9.0
262720.0,7790742373809,CREMON LIGHT 280G                                 ,2024-08-23,2024-08-29,30.0,Nogoya Italia,3.0
262720.0,7790742373809,CREMON LIGHT 280G                                 ,2024-08-23,2024-08-29,30.0,Nogoya Sur,13.0
263297.0,7790742373908,CREMON ORIGINAL 280G.                             ,2024-08-23,2024-08-29,30.0,Hernandez,8.0
263297.0,7790742373908,CREMON ORIGINAL 280G.                             ,2024-08-23,2024-08-29,30.0,Nogoya Italia,3.0
263297.0,7790742373908,CREMON ORIGINAL 280G.                             ,2024-08-23,2024-08-29,30.0,Crespo,20.0
263297.0,7790742373908,CREMON ORIGINAL 280G.                             ,2024-08-23,2024-08-29,30.0,Nogoya Sur,5.0
100209.0,0000000100209,CREMONA KG.                                       ,2024-08-09,2024-08-10,10.91,Nogoya Sur,-4.0
100209.0,0000000100209,CREMONA KG.                                       ,2024-08-09,2024-08-10,10.91,Crespo,-176.0
592192.0,7791293008141,DESODORANTE DOVE FEM.ORIGINAL 87G                 ,2024-08-16,2024-08-22,20.0,Crespo,179.0
592192.0,7791293008141,DESODORANTE DOVE FEM.ORIGINAL 87G                 ,2024-08-16,2024-08-22,20.0,Nogoya Italia,195.0
592192.0,7791293008141,DESODORANTE DOVE FEM.ORIGINAL 87G                 ,2024-08-16,2024-08-22,20.0,Nogoya Sur,71.0
592192.0,7791293008141,DESODORANTE DOVE FEM.ORIGINAL 87G                 ,2024-08-16,2024-08-22,20.0,Hernandez,34.0
751618.0,0000078923355,DESODORANTE REXONA R.ON FEM NUTRTITIVE 50ML       ,2024-08-09,2024-08-15,20.0,Hernandez,36.0
751618.0,0000078923355,DESODORANTE REXONA R.ON FEM NUTRTITIVE 50ML       ,2024-08-09,2024-08-15,20.0,Nogoya Italia,0.0
751618.0,0000078923355,DESODORANTE REXONA R.ON FEM NUTRTITIVE 50ML       ,2024-08-09,2024-08-15,20.0,Crespo,59.0
751618.0,0000078923355,DESODORANTE REXONA R.ON FEM NUTRTITIVE 50ML       ,2024-08-09,2024-08-15,20.0,Nogoya Sur,84.0
785026.0,0000078925472,DESODORANTE REXONA R.ON MEN INVISIBLE 50ML        ,2024-08-09,2024-08-15,20.0,Crespo,50.0
785026.0,0000078925472,DESODORANTE REXONA R.ON MEN INVISIBLE 50ML        ,2024-08-09,2024-08-15,20.0,Nogoya Italia,45.0
785026.0,0000078925472,DESODORANTE REXONA R.ON MEN INVISIBLE 50ML        ,2024-08-09,2024-08-15,20.0,Hernandez,64.0
785026.0,0000078925472,DESODORANTE REXONA R.ON MEN INVISIBLE 50ML        ,2024-08-09,2024-08-15,20.0,Nogoya Sur,72.0
785033.0,0000078923454,DESODORANTE REXONA R.ON MEN V8 50ML               ,2024-08-09,2024-08-15,20.0,Hernandez,52.0
785033.0,0000078923454,DESODORANTE REXONA R.ON MEN V8 50ML               ,2024-08-09,2024-08-15,20.0,Nogoya Sur,112.0
785033.0,0000078923454,DESODORANTE REXONA R.ON MEN V8 50ML               ,2024-08-09,2024-08-15,20.0,Crespo,68.0
785033.0,0000078923454,DESODORANTE REXONA R.ON MEN V8 50ML               ,2024-08-09,2024-08-15,20.0,Nogoya Italia,1.0
72869.0,0000078926523,DESODORANTE REXONA ROOL-ON 0% ACTIVE EMOTION      ,2024-08-09,2024-08-15,20.0,Nogoya Italia,43.0
72869.0,0000078926523,DESODORANTE REXONA ROOL-ON 0% ACTIVE EMOTION      ,2024-08-09,2024-08-15,20.0,Nogoya Sur,192.0
72869.0,0000078926523,DESODORANTE REXONA ROOL-ON 0% ACTIVE EMOTION      ,2024-08-09,2024-08-15,20.0,Crespo,60.0
72869.0,0000078926523,DESODORANTE REXONA ROOL-ON 0% ACTIVE EMOTION      ,2024-08-09,2024-08-15,20.0,Hernandez,24.0
334944.0,7790070621955,DISCOS EMPANADAS LA SALTEÑA 330G.FREIR MAS CROCANT,2024-08-16,2024-08-23,28.7,Crespo,123.0
328582.0,7790070621962,DISCOS EMPANADAS LA SALTEÑA BALANCE 240G.         ,2024-08-16,2024-08-23,28.7,Crespo,61.0
255976.0,7798033620403,DULCE DE LECHE P. PRECIO 400G CLASICO             ,2024-08-02,2024-08-08,16.71,Crespo,41.0
255976.0,7798033620403,DULCE DE LECHE P. PRECIO 400G CLASICO             ,2024-08-02,2024-08-08,16.71,Hernandez,72.0
255976.0,7798033620403,DULCE DE LECHE P. PRECIO 400G CLASICO             ,2024-08-02,2024-08-08,16.71,Nogoya Sur,182.0
255976.0,7798033620403,DULCE DE LECHE P. PRECIO 400G CLASICO             ,2024-08-02,2024-08-08,16.71,Nogoya Italia,119.0
276086.0,7790696055189,DURAZNO NATURAL P.PRECIO LIGHT 485G.              ,2024-08-09,2024-08-15,8.28,Nogoya Sur,298.0
276086.0,7790696055189,DURAZNO NATURAL P.PRECIO LIGHT 485G.              ,2024-08-09,2024-08-15,8.28,Hernandez,97.0
276086.0,7790696055189,DURAZNO NATURAL P.PRECIO LIGHT 485G.              ,2024-08-09,2024-08-15,8.28,Nogoya Italia,11.0
276086.0,7790696055189,DURAZNO NATURAL P.PRECIO LIGHT 485G.              ,2024-08-09,2024-08-15,8.28,Crespo,197.0
100138.0,0000000100138,EMPAQUE MIXTO SIN CAROZO KG. 11158                ,2024-08-09,2024-08-15,26.3,Crespo,68.0
100138.0,0000000100138,EMPAQUE MIXTO SIN CAROZO KG. 11158                ,2024-08-09,2024-08-15,26.3,Nogoya Italia,0.0
68352.0,7798134780327,ENDULZANTE TRINI STEVIA LIQUIDA 100               ,2024-08-09,2024-08-15,16.75,Crespo,135.0
405867.0,9002490100070,ENERGIZANTE RED BULL 250 C.C.                     ,2024-08-09,2024-08-10,16.68,Nogoya Italia,34.0
405867.0,9002490100070,ENERGIZANTE RED BULL 250 C.C.                     ,2024-08-09,2024-08-10,16.68,Crespo,120.0
405867.0,9002490100070,ENERGIZANTE RED BULL 250 C.C.                     ,2024-08-09,2024-08-10,16.68,Hernandez,24.0
405867.0,9002490100070,ENERGIZANTE RED BULL 250 C.C.                     ,2024-08-09,2024-08-10,16.68,Nogoya Sur,71.0
101277.0,6000001012716,FACTURAS LAR KG.                                  ,2024-08-30,2024-08-31,9.23,Crespo,-1200.0
101277.0,6000001012716,FACTURAS LAR KG.                                  ,2024-08-30,2024-08-31,9.23,Hernandez,0.0
101277.0,6000001012716,FACTURAS LAR KG.                                  ,2024-08-30,2024-08-31,9.23,Nogoya Sur,-56.0
101277.0,6000001012716,FACTURAS LAR KG.                                  ,2024-08-15,2024-08-16,9.23,Nogoya Sur,-24.0
101277.0,6000001012716,FACTURAS LAR KG.                                  ,2024-08-15,2024-08-16,9.23,Crespo,-690.0
101277.0,6000001012716,FACTURAS LAR KG.                                  ,2024-08-02,2024-08-03,11.54,Nogoya Sur,-2.0
101277.0,6000001012716,FACTURAS LAR KG.                                  ,2024-08-02,2024-08-03,11.54,Crespo,-200.0
101277.0,6000001012716,FACTURAS LAR KG.                                  ,2024-08-15,2024-08-16,9.23,Hernandez,0.0
101277.0,6000001012716,FACTURAS LAR KG.                                  ,2024-08-02,2024-08-03,11.54,Hernandez,0.0
25752.0,7798031150568,FIDEOS KNORR CODITOS 500G.                        ,2024-08-02,2024-08-08,,Crespo,22.0
25752.0,7798031150568,FIDEOS KNORR CODITOS 500G.                        ,2024-08-02,2024-08-08,,Hernandez,2.0
25752.0,7798031150568,FIDEOS KNORR CODITOS 500G.                        ,2024-08-02,2024-08-08,,Nogoya Sur,193.0
25752.0,7798031150568,FIDEOS KNORR CODITOS 500G.                        ,2024-08-02,2024-08-08,,Nogoya Italia,112.0
27105.0,7798031150605,FIDEOS KNORR FORATTI 500G.                        ,2024-08-02,2024-08-08,,Nogoya Sur,21.0
27105.0,7798031150605,FIDEOS KNORR FORATTI 500G.                        ,2024-08-02,2024-08-08,,Hernandez,18.0
27105.0,7798031150605,FIDEOS KNORR FORATTI 500G.                        ,2024-08-02,2024-08-08,,Nogoya Italia,207.0
27105.0,7798031150605,FIDEOS KNORR FORATTI 500G.                        ,2024-08-02,2024-08-08,,Crespo,51.0
36340.0,7798031150896,FIDEOS KNORR MOSTACHOL 500G.                      ,2024-08-02,2024-08-08,,Nogoya Italia,173.0
36340.0,7798031150896,FIDEOS KNORR MOSTACHOL 500G.                      ,2024-08-02,2024-08-08,,Nogoya Sur,230.0
36340.0,7798031150896,FIDEOS KNORR MOSTACHOL 500G.                      ,2024-08-02,2024-08-08,,Hernandez,63.0
36340.0,7798031150896,FIDEOS KNORR MOSTACHOL 500G.                      ,2024-08-02,2024-08-08,,Crespo,17.0
25751.0,7798031150544,FIDEOS KNORR RIGATTI 500G.                        ,2024-08-02,2024-08-08,,Nogoya Sur,162.0
25751.0,7798031150544,FIDEOS KNORR RIGATTI 500G.                        ,2024-08-02,2024-08-08,,Nogoya Italia,69.0
25751.0,7798031150544,FIDEOS KNORR RIGATTI 500G.                        ,2024-08-02,2024-08-08,,Crespo,46.0
25751.0,7798031150544,FIDEOS KNORR RIGATTI 500G.                        ,2024-08-02,2024-08-08,,Hernandez,45.0
25746.0,7798031150582,FIDEOS KNORR SPAGHETTI 500G.                      ,2024-08-02,2024-08-08,,Nogoya Sur,10.0
25746.0,7798031150582,FIDEOS KNORR SPAGHETTI 500G.                      ,2024-08-02,2024-08-08,,Hernandez,4.0
25746.0,7798031150582,FIDEOS KNORR SPAGHETTI 500G.                      ,2024-08-02,2024-08-08,,Nogoya Italia,0.0
25746.0,7798031150582,FIDEOS KNORR SPAGHETTI 500G.                      ,2024-08-02,2024-08-08,,Crespo,33.0
27106.0,7798031150599,FIDEOS KNORR TALLARINES 500G.                     ,2024-08-02,2024-08-08,,Nogoya Sur,0.0
27106.0,7798031150599,FIDEOS KNORR TALLARINES 500G.                     ,2024-08-02,2024-08-08,,Nogoya Italia,0.0
27106.0,7798031150599,FIDEOS KNORR TALLARINES 500G.                     ,2024-08-02,2024-08-08,,Crespo,60.0
27106.0,7798031150599,FIDEOS KNORR TALLARINES 500G.                     ,2024-08-02,2024-08-08,,Hernandez,4.0
25750.0,7798031150537,FIDEOS KNORR TIRABUZON 500G.                      ,2024-08-02,2024-08-08,,Hernandez,30.0
25750.0,7798031150537,FIDEOS KNORR TIRABUZON 500G.                      ,2024-08-02,2024-08-08,,Nogoya Italia,132.0
25750.0,7798031150537,FIDEOS KNORR TIRABUZON 500G.                      ,2024-08-02,2024-08-08,,Nogoya Sur,127.0
25750.0,7798031150537,FIDEOS KNORR TIRABUZON 500G.                      ,2024-08-02,2024-08-08,,Crespo,33.0
26676.0,7798141970414,FIDEOS LA PROVIDENCIA MO/O 500G.                  ,2024-08-23,2024-08-29,13.31,Hernandez,104.0
26676.0,7798141970414,FIDEOS LA PROVIDENCIA MO/O 500G.                  ,2024-08-23,2024-08-29,13.31,Nogoya Italia,0.0
26676.0,7798141970414,FIDEOS LA PROVIDENCIA MO/O 500G.                  ,2024-08-23,2024-08-29,13.31,Nogoya Sur,422.0
26676.0,7798141970414,FIDEOS LA PROVIDENCIA MO/O 500G.                  ,2024-08-23,2024-08-29,13.31,Crespo,39.0
231797.0,7790070321794,FIDEOS MATARAZZO SIN TACC PENNE RIGATE 500G.      ,2024-08-23,2024-08-29,11.68,Nogoya Sur,56.0
231797.0,7790070321794,FIDEOS MATARAZZO SIN TACC PENNE RIGATE 500G.      ,2024-08-23,2024-08-29,11.68,Crespo,34.0
231797.0,7790070321794,FIDEOS MATARAZZO SIN TACC PENNE RIGATE 500G.      ,2024-08-23,2024-08-29,11.68,Hernandez,22.0
231797.0,7790070321794,FIDEOS MATARAZZO SIN TACC PENNE RIGATE 500G.      ,2024-08-23,2024-08-29,11.68,Nogoya Italia,0.0
225199.0,7790070321800,FIDEOS MATARAZZO SIN TACC SPAGHETTI 500G.         ,2024-08-23,2024-08-29,11.68,Crespo,33.0
225199.0,7790070321800,FIDEOS MATARAZZO SIN TACC SPAGHETTI 500G.         ,2024-08-23,2024-08-29,11.68,Hernandez,34.0
225199.0,7790070321800,FIDEOS MATARAZZO SIN TACC SPAGHETTI 500G.         ,2024-08-23,2024-08-29,11.68,Nogoya Sur,39.0
225199.0,7790070321800,FIDEOS MATARAZZO SIN TACC SPAGHETTI 500G.         ,2024-08-23,2024-08-29,11.68,Nogoya Italia,39.0
306989.0,7790070335678,FIDEOS TERRABUSI 100A/OS CODITOS 500G             ,2024-08-15,2024-08-19,13.72,Nogoya Italia,11.0
306989.0,7790070335678,FIDEOS TERRABUSI 100A/OS CODITOS 500G             ,2024-08-15,2024-08-19,13.72,Nogoya Sur,168.0
306989.0,7790070335678,FIDEOS TERRABUSI 100A/OS CODITOS 500G             ,2024-08-15,2024-08-19,13.72,Hernandez,37.0
306989.0,7790070335678,FIDEOS TERRABUSI 100A/OS CODITOS 500G             ,2024-08-15,2024-08-19,13.72,Crespo,30.0
331134.0,7790070336446,FIDEOS TERRABUSI 100A/OS MOST.RAYADO 500G         ,2024-08-15,2024-08-19,13.72,Crespo,18.0
331134.0,7790070336446,FIDEOS TERRABUSI 100A/OS MOST.RAYADO 500G         ,2024-08-15,2024-08-19,13.72,Hernandez,9.0
331134.0,7790070336446,FIDEOS TERRABUSI 100A/OS MOST.RAYADO 500G         ,2024-08-15,2024-08-19,13.72,Nogoya Italia,91.0
331134.0,7790070336446,FIDEOS TERRABUSI 100A/OS MOST.RAYADO 500G         ,2024-08-15,2024-08-19,13.72,Nogoya Sur,262.0
27915.0,7622300724368,FIDEOS TERRABUSI 100A/OS TALLARI.50               ,2024-08-15,2024-08-19,13.72,Hernandez,30.0
27915.0,7622300724368,FIDEOS TERRABUSI 100A/OS TALLARI.50               ,2024-08-15,2024-08-19,13.72,Nogoya Sur,304.0
27915.0,7622300724368,FIDEOS TERRABUSI 100A/OS TALLARI.50               ,2024-08-15,2024-08-19,13.72,Crespo,20.0
27915.0,7622300724368,FIDEOS TERRABUSI 100A/OS TALLARI.50               ,2024-08-15,2024-08-19,13.72,Nogoya Italia,1.0
27907.0,7622300724245,FIDEOS TERRABUSI 100A/OS TIRABU.500               ,2024-08-15,2024-08-19,13.72,Nogoya Italia,71.0
27907.0,7622300724245,FIDEOS TERRABUSI 100A/OS TIRABU.500               ,2024-08-15,2024-08-19,13.72,Hernandez,21.0
27907.0,7622300724245,FIDEOS TERRABUSI 100A/OS TIRABU.500               ,2024-08-15,2024-08-19,13.72,Crespo,17.0
27907.0,7622300724245,FIDEOS TERRABUSI 100A/OS TIRABU.500               ,2024-08-15,2024-08-19,13.72,Nogoya Sur,-32.0
94319.0,7790503198627,GALLETAS DE ARROZ DOS HERMANOS 100G. CON SAL      ,2024-08-23,2024-08-29,,Crespo,39.0
